ID,CODE_GENDER,DAYS_EMPLOYED,CNT_FAM_MEMBERS,Risk
5045649,0,87,2,0
5045651,0,87,2,1
5045652,0,87,2,0
5045653,0,87,2,0
5045654,0,87,2,0
5045656,1,122,2,1
5045657,1,122,2,0
5045658,1,122,2,0
5045659,1,283,1,0
5045660,1,283,1,0
5045661,1,283,1,0
5045662,0,310,2,1
5045665,0,310,2,0
5045669,0,310,2,0
5045670,0,310,2,0
5045672,0,113,3,0
5045675,0,113,3,1
5045676,0,113,3,0
5045677,0,113,3,0
5045678,0,113,3,0
5045679,0,113,3,0
5045681,0,365,3,1
5045682,0,365,3,0
5045683,0,365,3,0
5045684,0,365,3,1
5045685,0,365,3,1
5045687,0,365,1,0
5045688,0,365,1,0
5045689,0,365,1,0
5045690,0,365,1,0
5045692,0,365,1,0
5045693,0,365,1,0
5045694,0,365,1,0
5045695,0,365,1,0
5045696,0,314,3,0
5045697,0,314,3,0
5045698,0,314,3,1
5045699,0,314,3,0
5045700,0,365,1,0
5045701,0,365,1,0
5045704,0,365,1,1
5045706,0,365,1,0
5045708,1,257,1,0
5045709,1,257,1,0
5045710,1,257,1,0
5045711,1,257,1,0
5045712,0,26,3,1
5045713,0,26,3,1
5045714,0,26,3,0
5045717,1,188,3,0
5045718,1,188,3,0
5045721,1,191,2,0
5045722,1,191,2,0
5045723,1,191,2,0
5045724,1,191,2,0
5045725,1,191,2,0
5045726,0,122,2,0
5045728,0,122,2,0
5045729,0,122,2,0
5045730,0,122,2,1
5045731,0,122,2,0
5045732,0,122,2,1
5045733,0,122,2,1
5045734,1,134,1,0
5045735,1,134,1,1
5045738,1,257,1,1
5045739,1,343,1,0
5045741,1,343,1,0
5045742,1,204,2,0
5045745,1,239,2,0
5045748,1,239,2,0
5045754,1,239,2,0
5045755,1,239,2,0
5045756,0,365,3,0
5045758,0,130,2,1
5045759,0,130,2,0
5045760,0,130,2,0
5045761,0,130,2,0
5045762,0,130,2,0
5045763,0,365,2,1
5045765,0,365,2,0
5045766,0,365,2,0
5045767,1,252,1,0
5045768,1,252,1,0
5045769,1,252,1,0
5045770,1,252,1,0
5045771,1,252,1,0
5045772,1,130,3,0
5045773,1,130,3,0
5045774,1,130,3,0
5045775,1,130,3,1
5045776,1,130,3,0
5045777,1,130,3,0
5045778,1,130,3,0
5045779,0,122,1,0
5045780,0,122,1,0
5045781,0,122,1,0
5045783,0,266,2,0
5045784,0,266,2,0
5045785,1,195,2,0
5045786,1,195,2,0
5045793,0,82,1,0
5045794,0,82,1,0
5045795,0,82,1,0
5045796,0,226,2,0
5045797,0,226,2,1
5045798,0,226,2,1
5045799,0,226,2,1
5045800,1,178,3,1
5045802,1,178,3,0
5045803,0,122,2,1
5045806,0,147,2,0
5045807,0,147,2,0
5045809,1,339,2,0
5045810,1,339,2,0
5045811,1,339,2,1
5045812,0,122,2,0
5045813,0,122,2,0
5045814,0,122,2,1
5045818,0,122,2,0
5045820,0,122,2,0
5045823,0,122,2,0
5045824,0,122,2,0
5045825,0,122,2,0
5045826,0,122,2,0
5045827,0,122,2,1
5045828,0,122,2,1
5045829,0,365,2,0
5045830,0,365,2,0
5045831,0,365,2,0
5045832,0,365,2,0
5045833,0,365,2,0
5045834,0,365,2,0
5045835,0,365,2,0
5045838,0,365,2,0
5045839,0,365,2,0
5045840,0,249,3,1
5045844,0,365,2,0
5045845,0,38,4,0
5045846,0,38,4,0
5045847,0,38,4,0
5045848,0,38,4,0
5045849,0,38,4,0
5045850,0,38,4,1
5045851,0,38,4,0
5045852,0,38,4,0
5045853,0,38,4,0
5045854,0,38,4,0
5045855,0,38,4,1
5045856,0,38,4,0
5045857,0,38,4,1
5045858,0,38,4,0
5045859,1,335,2,0
5045860,1,335,2,0
5045861,1,335,2,0
5045862,1,335,2,0
5045863,1,335,2,0
5045864,1,335,2,0
5045865,1,335,2,0
5045866,0,273,3,0
5045867,0,273,3,0
5045868,0,273,3,0
5045869,0,273,3,0
5045876,1,226,3,0
5045877,1,226,3,0
5045878,1,226,3,0
5045879,1,226,3,0
5045881,1,122,2,0
5045882,1,122,2,0
5045883,1,122,2,1
5045884,1,122,2,0
5045885,1,122,2,1
5045888,0,122,1,0
5045894,0,122,1,0
5045895,0,122,1,0
5045896,0,122,1,0
5045897,0,122,1,0
5045898,0,122,1,1
5045901,0,122,1,0
5045902,0,122,1,0
5045903,0,200,1,0
5045904,0,204,4,0
5045905,1,339,2,0
5045906,1,339,2,0
5045907,1,339,2,0
5045908,1,339,2,0
5045910,1,339,2,0
5045911,1,339,2,0
5045912,1,339,2,0
5045914,1,339,2,0
5045915,1,339,2,0
5045916,1,339,2,0
5045917,1,339,2,0
5045918,0,122,2,0
5045919,0,122,2,0
5045920,0,122,2,0
5045921,0,122,2,0
5045922,0,122,2,0
5045923,0,122,2,0
5045924,0,122,2,0
5045925,0,122,2,0
5045926,0,122,2,1
5045927,0,122,2,0
5045928,1,157,1,0
5045929,1,157,1,0
5045930,1,157,1,0
5045931,1,157,1,0
5045932,1,157,1,0
5045934,1,157,1,0
5045935,1,157,1,0
5045938,0,209,3,0
5045940,0,209,3,0
5045941,0,209,3,0
5045943,0,209,3,1
5045944,0,209,3,0
5045945,0,209,3,0
5045946,0,209,3,0
5045947,0,209,3,0
5045948,0,209,3,0
5045949,0,209,3,0
5045950,0,209,3,0
5045951,0,209,3,0
5045952,0,209,3,0
5045953,0,365,1,0
5045954,0,365,1,0
5045957,1,249,3,0
5045962,1,249,3,0
5045963,1,249,3,1
5045964,1,249,3,1
5045966,1,314,3,0
5045967,1,314,3,1
5045968,1,314,3,1
5045969,1,314,3,1
5045970,1,314,3,1
5045971,1,314,3,0
5045972,1,314,3,1
5045973,1,314,3,0
5045974,1,365,3,0
5045975,1,365,3,0
5045976,0,327,2,0
5045977,0,327,2,0
5045978,0,327,2,0
5045979,0,327,2,0
5045980,0,327,2,0
5045981,0,327,2,0
5045982,0,327,2,0
5045983,0,327,2,0
5045985,0,365,1,1
5045986,0,365,1,0
5045987,0,365,1,0
5045989,0,126,2,1
5045991,0,126,2,1
5045992,0,126,2,1
5045993,0,126,2,0
5045994,1,147,1,0
5045995,1,147,1,0
5045996,1,147,1,0
5045997,1,147,1,0
5045999,0,31,2,0
5046003,0,31,2,0
5046004,0,31,2,0
5046006,0,108,2,0
5046007,0,108,2,0
5046008,0,108,2,1
5046010,0,108,2,0
5046011,0,108,2,1
5046012,0,108,2,0
5046016,0,108,2,0
5046017,0,108,2,0
5046018,1,214,3,0
5046019,1,214,3,0
5046021,1,214,3,0
5046022,1,214,3,0
5046023,1,214,3,0
5046025,1,214,3,1
5046026,1,214,3,0
5046027,1,214,3,1
5046028,1,214,3,0
5046029,0,165,3,0
5046030,0,165,3,1
5046031,0,99,4,1
5046032,0,122,2,0
5046033,0,122,2,0
5046034,0,122,2,1
5046035,0,122,2,0
5046036,0,122,2,0
5046037,0,45,2,0
5046038,0,45,2,1
5046039,0,45,2,1
5046040,0,114,2,0
5046041,0,114,2,0
5046042,0,114,2,0
5046043,0,114,2,0
5046046,0,114,2,0
5046047,0,114,2,0
5046048,0,114,2,0
5046049,0,114,2,0
5046050,0,114,2,0
5046051,0,114,2,1
5046052,0,126,2,0
5046053,0,126,2,0
5046054,0,126,2,0
5046056,0,126,2,0
5046058,0,157,2,0
5046059,0,157,2,0
5046060,0,157,2,1
5046061,0,157,2,0
5046062,0,122,2,0
5046063,0,122,2,1
5046064,0,122,2,1
5046065,0,122,2,1
5046066,0,122,2,0
5046067,0,122,2,1
5046068,0,122,2,0
5046069,0,122,2,1
5046070,0,8,1,0
5046072,0,8,1,0
5046073,0,8,1,0
5046075,0,345,4,0
5046077,0,345,4,0
5046079,0,345,4,0
5046080,0,345,4,0
5046081,0,345,4,0
5046082,0,66,2,0
5046083,0,66,2,0
5046084,0,66,2,0
5046085,0,66,2,0
5046086,0,66,2,0
5046087,0,122,1,0
5046088,0,122,1,0
5046089,0,122,1,0
5046090,0,122,1,0
5046091,0,122,1,0
5046092,0,122,1,0
5046093,0,122,1,0
5046094,0,122,1,0
5046095,0,122,1,1
5046096,0,122,1,0
5046097,0,122,1,1
5046098,0,191,2,0
5046099,0,191,2,0
5046101,0,122,1,0
5046102,0,122,1,0
5046104,0,122,1,0
5046105,0,365,4,1
5046106,0,365,4,0
5046107,0,365,4,1
5046108,0,365,4,1
5046109,0,365,4,1
5046110,1,365,1,0
5046111,1,365,1,0
5046112,1,365,1,0
5046113,1,365,1,0
5046114,1,365,1,0
5046115,1,365,1,0
5046116,0,273,2,0
5046117,0,273,2,0
5046118,0,273,2,0
5046120,0,273,2,1
5046122,0,273,2,0
5046124,0,273,2,0
5046125,0,273,2,0
5046126,0,273,2,0
5046127,0,273,2,0
5046128,0,273,2,1
5046129,0,122,2,0
5046130,1,204,3,0
5046131,1,204,3,1
5046132,1,204,3,1
5046133,1,204,3,1
5046134,1,122,1,1
5046135,1,27,1,0
5046137,1,27,1,0
5046138,1,27,1,1
5046140,0,365,2,0
5046141,0,365,2,0
5046142,1,278,2,0
5046143,1,278,2,0
5046144,1,278,2,0
5046145,1,278,2,0
5046147,1,278,2,0
5046148,0,239,2,0
5046150,0,239,2,0
5046151,0,239,2,0
5046152,0,239,2,0
5046153,0,239,2,0
5046155,0,239,2,0
5046156,0,122,2,1
5046157,0,122,2,0
5046158,0,122,2,1
5046159,0,122,2,0
5046160,0,122,2,0
5046161,0,122,2,0
5046162,0,122,2,1
5046165,1,57,2,0
5046169,1,327,2,0
5046170,1,257,1,1
5046171,1,257,1,0
5046172,1,257,1,1
5046175,0,122,1,0
5046176,0,122,1,0
5046177,0,335,3,0
5046178,0,335,3,0
5046179,0,335,3,0
5046180,0,335,3,0
5046181,0,335,3,0
5046182,0,269,2,0
5046183,0,351,4,0
5046184,0,351,4,0
5046185,0,122,2,0
5046186,0,122,2,0
5046189,0,122,2,0
5046190,1,200,4,0
5046191,1,200,4,1
5046192,1,200,4,0
5046205,1,122,4,0
5046206,1,122,4,1
5046208,1,362,3,0
5046212,0,122,2,0
5046213,0,122,2,0
5046214,0,122,2,0
5046216,0,122,2,0
5046217,0,122,2,0
5046218,0,122,2,0
5046222,0,122,2,0
5046223,0,122,2,0
5046224,0,122,2,0
5046225,0,122,2,0
5046226,0,122,2,0
5046227,0,122,2,0
5046228,0,122,2,1
5046230,0,122,2,0
5046231,0,122,2,0
5046232,1,365,1,0
5046233,1,365,1,0
5046234,1,365,1,0
5046235,1,365,1,0
5046236,0,92,3,0
5046237,0,92,3,0
5046238,1,122,2,0
5046239,1,122,2,0
5046241,1,99,4,1
5046242,1,99,4,1
5046243,1,99,4,1
5046244,1,99,4,1
5046245,0,122,2,0
5046246,0,122,2,0
5046248,0,122,2,0
5046249,0,122,2,0
5046250,0,122,2,0
5046251,0,122,2,0
5046252,0,122,2,1
5046254,0,122,2,0
5046256,0,122,2,0
5046257,0,122,2,0
5046258,0,4,2,0
5046259,0,4,2,0
5046260,0,4,2,0
5046261,0,122,1,0
5046262,0,122,1,0
5046263,0,122,1,0
5046264,0,122,1,0
5046265,0,122,1,0
5046266,0,122,1,0
5046267,0,122,1,1
5046268,0,99,2,0
5046269,0,99,2,0
5046270,0,99,2,0
5046271,0,99,2,0
5046273,1,365,3,1
5046276,0,92,3,0
5046277,0,92,3,0
5046278,0,92,3,0
5046281,0,365,2,0
5046282,0,122,2,0
5046283,0,122,2,0
5046284,0,122,2,1
5046286,0,122,1,0
5046287,0,122,1,0
5046288,0,122,1,0
5046296,0,99,3,0
5046297,0,99,3,0
5046298,0,99,3,0
5046299,0,99,3,1
5046300,1,17,2,0
5046301,1,17,2,1
5046302,1,17,2,1
5046303,1,17,2,0
5046305,1,17,2,0
5046306,1,17,2,0
5046307,1,17,2,1
5046308,0,343,2,1
5046309,0,122,2,1
5046310,1,343,1,1
5046311,1,343,1,0
5046313,1,235,2,0
5046314,1,235,2,0
5046315,1,235,2,0
5046316,1,235,2,1
5046317,0,365,2,0
5046318,0,365,2,0
5046321,0,122,2,0
5046323,0,96,3,1
5046324,0,96,3,0
5046325,0,96,3,0
5046326,0,96,3,1
5046327,0,96,3,0
5046328,0,96,3,0
5046329,0,122,2,1
5046330,0,122,2,1
5046331,0,122,2,0
5046332,0,122,2,1
5046333,0,57,3,1
5046334,0,188,2,0
5046335,0,188,2,1
5046336,0,365,3,0
5046337,0,365,3,0
5046338,1,327,3,0
5046340,1,327,3,1
5046341,1,327,3,0
5046342,1,327,3,0
5046343,1,327,3,0
5046347,1,327,3,1
5046348,1,327,3,0
5046349,1,209,2,0
5046350,1,209,2,0
5046351,1,209,2,0
5046352,1,209,2,0
5046353,1,209,2,0
5046356,1,209,2,0
5046358,1,209,2,0
5046359,1,209,2,0
5046360,0,226,2,0
5046361,0,226,2,0
5046362,0,226,2,0
5046364,0,130,2,0
5046366,0,122,2,0
5046367,0,122,2,0
5046368,0,122,2,1
5046369,0,365,1,0
5046370,0,365,1,0
5046371,0,365,1,0
5046372,0,365,1,0
5046373,0,365,2,0
5046374,0,365,2,0
5046376,0,365,2,1
5046377,0,365,2,1
5046378,0,365,2,1
5046379,0,365,2,0
5046380,0,365,2,0
5046381,0,365,2,1
5046382,0,365,2,1
5046383,0,365,2,0
5046384,0,122,2,1
5046385,0,122,2,0
5046388,0,122,2,0
5046389,0,122,2,0
5046390,0,122,2,0
5046391,0,122,2,0
5046392,0,122,2,0
5046393,0,122,2,0
5046394,0,122,2,0
5046395,0,122,2,1
5046396,0,122,2,0
5046398,0,122,1,0
5046399,0,122,1,0
5046400,0,122,1,0
5046401,0,122,1,0
5046402,0,122,1,0
5046403,0,122,1,0
5046404,0,122,1,0
5046405,0,122,1,1
5046406,1,23,2,0
5046407,1,23,2,0
5046408,1,23,2,1
5046413,1,204,2,1
5046414,1,204,2,0
5046415,1,204,2,1
5046416,1,204,2,1
5046417,1,204,2,0
5046418,1,204,2,0
5046419,1,204,2,1
5046420,0,122,2,1
5046421,0,122,2,0
5046422,0,122,2,1
5046423,0,122,2,1
5046424,1,170,2,0
5046425,1,170,2,0
5046426,1,170,2,0
5046427,1,170,2,1
5046428,1,170,2,0
5046429,1,170,2,0
5046430,1,170,2,1
5046431,1,170,2,0
5046432,0,365,3,1
5046433,0,365,3,1
5046434,0,365,3,0
5046437,0,365,2,0
5046438,0,365,2,0
5046439,0,365,2,0
5046440,1,108,2,0
5046443,1,108,2,0
5046444,0,257,2,0
5046445,0,257,2,0
5046446,0,257,2,0
5046447,0,257,2,0
5046448,1,170,3,0
5046449,1,170,3,0
5046450,1,170,3,1
5046451,1,170,3,0
5046452,1,170,3,0
5046453,1,170,3,1
5046454,1,170,3,0
5046455,1,170,3,0
5046456,1,170,3,0
5046457,1,170,3,0
5046458,0,122,1,0
5046459,0,122,1,0
5046469,1,52,2,0
5046471,1,52,2,0
5046478,0,279,2,0
5046480,1,14,2,0
5046481,1,14,2,0
5046482,1,14,2,0
5046483,0,365,3,0
5046484,0,365,3,0
5046485,0,365,3,0
5046486,0,365,3,0
5046487,1,365,5,1
5046488,0,336,3,1
5046489,0,336,3,1
5046490,1,365,1,1
5046491,1,365,1,0
5046492,1,365,1,0
5046493,0,122,2,1
5046494,0,122,2,0
5046495,0,122,2,0
5046497,0,365,3,0
5046498,0,365,3,0
5046499,0,365,3,0
5046500,0,365,1,0
5046501,0,365,1,0
5046502,0,365,1,0
5046503,0,365,1,0
5046505,0,365,1,0
5046506,0,365,1,0
5046507,0,365,1,0
5046508,0,365,1,0
5046510,1,179,3,0
5046511,1,179,3,0
5046513,1,179,3,0
5046514,1,179,3,0
5046521,1,179,3,0
5046523,0,91,3,0
5046524,0,91,3,0
5046525,0,365,2,0
5046526,0,365,2,0
5046527,0,365,2,0
5046528,0,365,2,0
5046529,0,365,2,0
5046531,1,122,2,1
5046532,1,122,2,0
5046533,1,122,2,0
5046534,1,122,2,0
5046535,1,122,2,0
5046536,1,122,2,0
5046538,1,152,3,0
5046539,1,152,3,0
5046540,1,152,3,0
5046541,1,152,3,1
5046542,1,152,3,1
5046543,0,365,3,0
5046544,0,365,3,1
5046545,0,365,3,0
5046546,0,365,3,1
5046547,0,365,3,0
5046548,0,365,3,0
5046549,0,365,3,0
5046550,0,301,1,0
5046551,0,301,1,0
5046552,0,301,1,0
5046553,0,301,1,0
5046555,1,365,2,0
5046556,1,365,2,0
5046557,0,309,2,0
5046558,0,309,2,0
5046559,0,309,2,0
5046560,0,309,2,0
5046561,1,122,2,1
5046562,1,122,2,0
5046564,1,5,3,1
5046565,1,5,3,0
5046566,1,5,3,1
5047636,0,39,5,0
5047637,0,39,5,1
5047638,0,39,5,0
5047640,0,39,5,0
5047641,0,39,5,0
5047647,0,96,3,0
5047648,0,96,3,1
5047650,0,236,2,0
5047651,0,236,2,0
5047652,0,236,2,0
5047653,0,236,2,0
5047654,0,236,2,0
5047655,0,236,2,0
5047658,0,236,2,0
5047659,0,236,2,0
5047660,0,236,2,0
5047662,0,251,3,0
5047665,0,251,3,0
5047666,0,251,3,1
5047667,0,157,2,1
5047668,0,135,3,0
5047669,0,135,3,1
5047670,0,135,3,0
5047671,0,135,3,0
5047672,0,135,3,0
5047673,0,135,3,1
5047674,0,135,3,0
5047675,0,135,3,1
5047676,0,135,3,1
5047677,0,135,3,0
5047678,0,135,3,1
5047679,1,249,2,1
5047680,1,249,2,0
5047681,1,249,2,0
5047682,1,249,2,0
5047683,1,249,2,1
5047684,1,249,2,0
5047688,0,365,2,0
5047689,0,365,2,0
5047690,0,365,5,1
5047691,0,365,5,0
5047692,1,326,2,1
5047693,1,326,2,1
5047694,0,26,2,0
5047695,0,26,2,0
5047696,0,26,2,0
5047699,0,365,1,0
5047700,0,365,1,1
5047703,1,365,2,0
5047704,0,131,3,0
5047706,0,131,3,1
5047707,0,131,3,1
5047708,0,74,2,0
5047709,0,74,2,0
5047710,0,74,2,0
5047716,0,74,2,0
5047723,0,112,2,0
5047726,0,365,1,0
5047727,0,365,1,0
5047728,0,365,1,0
5047729,0,206,3,0
5047730,0,206,3,1
5047731,0,122,1,0
5047732,0,122,1,0
5047733,0,122,1,0
5047734,0,122,1,0
5047735,0,122,1,0
5047736,0,122,1,1
5047737,1,4,1,1
5047738,1,4,1,0
5047745,0,314,4,0
5047746,0,314,4,0
5047747,0,314,4,0
5047759,1,218,4,0
5047760,1,218,4,0
5047761,0,208,2,0
5047762,0,208,2,0
5047763,0,208,2,0
5047764,0,208,2,0
5047766,0,122,2,0
5047768,1,122,2,0
5047769,1,122,2,0
5047770,1,122,2,0
5047771,0,88,1,1
5047775,0,365,1,0
5047777,0,122,2,0
5047778,0,147,3,1
5047779,0,147,3,1
5047780,0,147,3,1
5047783,0,57,2,1
5047784,0,57,2,0
5047787,0,365,2,0
5047788,0,365,2,0
5047789,0,365,2,0
5047790,0,365,2,0
5047791,0,365,2,0
5047792,0,365,2,0
5047794,0,365,2,0
5047795,0,365,2,1
5047796,0,365,3,1
5047798,0,365,3,1
5047801,0,4,3,0
5047802,0,4,3,0
5047803,1,249,1,1
5047804,1,249,1,1
5047805,1,249,1,1
5047807,0,196,2,0
5047808,0,196,2,0
5047809,0,196,2,0
5047810,0,196,2,0
5047811,0,196,2,0
5047812,0,196,2,0
5047813,0,196,2,0
5047814,0,116,2,0
5047815,0,116,2,0
5047816,0,116,2,0
5047817,0,116,2,0
5047818,0,116,2,0
5047819,0,116,2,0
5047820,0,116,2,0
5047821,0,116,2,1
5047822,0,116,2,0
5047823,0,116,2,0
5047824,0,116,2,0
5047825,0,116,2,0
5047826,0,116,2,0
5047827,0,116,2,0
5047828,0,116,2,0
5047829,0,116,2,0
5047830,0,116,2,1
5047831,0,116,2,1
5047835,1,365,2,0
5047836,1,365,2,0
5047840,1,365,2,0
5047844,1,365,2,0
5047847,1,365,2,0
5047848,1,365,2,0
5047849,1,365,2,0
5047850,1,365,2,1
5047853,1,43,3,0
5047854,1,43,3,0
5047855,1,43,3,0
5047856,1,43,3,0
5047857,1,43,3,0
5047858,1,43,3,0
5047859,1,43,3,0
5047860,1,43,3,0
5047861,1,43,3,0
5047862,1,43,3,0
5047863,1,43,3,0
5047864,1,43,3,0
5047865,1,43,3,0
5047866,1,43,3,0
5047867,1,43,3,0
5047868,1,43,3,0
5047869,1,43,3,0
5047870,1,43,3,0
5047871,1,43,3,0
5047876,0,220,4,0
5047877,0,220,4,1
5047878,0,220,4,0
5047879,0,220,4,1
5047880,0,220,4,0
5047881,0,220,4,0
5047884,0,227,3,0
5047887,1,365,4,0
5047892,1,253,1,0
5047898,0,365,2,0
5047899,0,365,2,0
5047900,0,365,2,0
5047901,0,365,2,1
5047904,0,365,2,0
5047905,0,83,4,0
5047906,0,83,4,0
5047907,0,83,4,0
5047908,0,83,4,0
5047912,0,75,2,0
5047913,0,75,2,0
5047914,0,75,2,0
5047915,0,208,4,0
5047918,0,208,4,0
5047920,0,208,4,0
5047923,1,351,2,0
5047924,1,351,2,0
5047926,1,351,2,0
5047927,1,351,2,1
5047928,1,351,2,1
5047929,1,161,1,0
5047930,1,161,1,1
5047931,1,161,1,1
5047932,1,161,1,1
5047933,1,365,3,0
5047934,1,365,3,0
5047935,1,365,3,1
5047948,0,177,3,0
5047949,0,177,3,0
5047953,1,157,1,0
5047954,1,157,1,0
5047955,1,365,2,1
5047956,1,365,2,0
5047957,1,365,2,0
5047958,1,365,2,1
5047962,0,308,2,0
5047963,0,308,2,0
5047964,0,308,2,0
5047965,0,308,2,0
5047966,0,308,2,0
5047968,0,308,2,0
5047969,0,308,2,0
5047970,0,308,2,0
5047971,0,308,2,0
5047972,0,308,2,1
5047973,1,365,3,0
5047974,1,365,3,0
5047975,0,96,1,0
5047980,0,96,1,0
5047981,0,96,1,0
5047986,0,365,2,1
5047987,0,365,2,0
5047988,0,365,2,0
5047989,0,365,2,0
5047990,0,365,2,0
5047992,0,365,2,0
5047993,0,365,2,0
5047994,0,365,2,1
5047995,0,218,1,0
5047996,0,218,1,0
5047997,0,218,1,0
5047999,0,218,1,0
5048000,0,213,2,0
5048001,0,213,2,1
5048002,0,213,2,1
5048005,1,18,2,0
5048006,1,18,2,1
5048007,1,18,2,0
5048008,1,18,2,0
5048009,1,18,2,1
5048010,1,18,2,0
5048011,1,18,2,0
5048012,1,18,2,0
5048015,1,365,4,0
5048016,1,365,4,0
5048017,1,365,4,0
5048018,1,365,4,0
5048019,1,365,4,0
5048020,1,365,4,0
5048021,1,365,4,0
5048022,1,365,4,0
5048023,1,365,4,0
5048024,1,365,4,0
5048025,1,365,4,0
5048026,1,365,4,0
5048027,1,365,4,0
5048028,1,365,4,0
5048029,1,365,4,0
5048030,1,365,4,0
5048031,1,365,4,0
5048032,1,365,4,0
5048033,1,365,4,0
5048034,1,365,4,0
5048035,1,365,4,0
5048036,1,365,4,0
5048037,1,365,4,0
5048042,0,88,2,0
5048043,0,88,2,0
5048044,0,88,2,0
5048045,0,88,2,0
5048046,0,88,2,1
5048047,0,88,2,0
5048048,0,88,2,0
5048049,0,88,2,0
5048050,0,88,2,0
5048055,0,122,2,0
5048056,1,365,2,0
5048057,1,365,2,0
5048058,1,365,2,0
5048059,1,365,2,0
5048060,1,365,2,0
5048061,1,365,2,0
5048064,0,365,1,0
5048066,0,365,1,1
5048067,0,365,1,0
5048068,0,365,1,1
5048071,0,365,1,1
5048072,0,365,1,1
5048073,0,120,1,1
5048074,0,120,1,1
5048076,0,120,1,0
5048079,0,122,1,1
5048091,1,365,5,0
5048093,1,365,5,0
5048094,0,365,1,0
5048095,0,365,1,0
5048096,0,365,1,0
5048097,0,365,1,0
5048098,0,365,2,0
5048099,0,365,2,0
5048100,0,365,2,0
5048101,0,70,3,0
5048102,0,70,3,0
5048103,0,70,3,0
5048104,0,70,3,0
5048105,0,70,3,0
5048106,0,70,3,0
5048107,0,70,3,1
5048108,1,17,3,0
5048109,1,17,3,0
5048110,1,17,3,0
5048111,1,17,3,0
5048115,1,51,3,0
5048117,1,51,3,0
5048119,1,288,4,0
5048121,1,288,4,0
5048122,1,288,4,0
5048135,0,122,2,0
5048137,0,122,2,0
5048138,0,122,2,1
5048139,0,122,2,0
5048140,0,122,2,0
5048141,0,122,2,0
5048142,1,365,2,1
5048144,1,365,2,1
5048145,1,365,2,1
5048146,1,365,2,0
5048148,1,365,2,0
5048149,1,365,2,0
5048150,1,365,2,1
5048151,1,365,2,0
5048152,1,365,2,0
5048153,0,339,4,0
5048154,0,339,4,0
5048155,0,365,4,1
5048167,0,122,2,0
5048168,0,122,2,0
5048170,0,122,2,0
5048171,0,122,2,0
5048172,0,122,2,0
5048173,1,230,2,0
5048174,1,230,2,0
5048175,1,230,2,0
5048176,1,230,2,0
5048177,1,230,2,0
5048178,1,230,2,1
5048179,1,230,2,1
5048188,1,365,1,0
5048189,1,365,1,0
5048190,1,365,1,0
5048191,1,365,1,0
5048192,1,365,1,0
5048193,1,365,1,0
5048194,1,365,1,0
5048195,1,365,1,0
5048196,1,365,1,0
5048197,1,365,1,0
5048198,1,365,1,1
5048199,0,122,2,0
5048200,0,122,2,0
5048201,0,122,2,1
5048203,0,122,2,1
5048204,0,122,2,1
5048205,0,122,2,1
5048206,0,122,1,0
5048207,0,122,1,0
5048208,0,122,1,0
5048209,0,122,1,0
5048210,0,122,1,0
5048211,0,122,1,0
5048212,0,122,1,0
5048213,0,122,1,0
5048214,1,365,3,0
5048215,1,365,3,0
5048216,1,365,3,1
5048217,1,365,3,0
5048218,1,365,1,0
5048219,1,365,1,0
5048220,1,365,1,1
5048221,0,140,2,0
5048224,0,365,1,0
5048225,0,365,1,0
5048228,0,365,1,0
5048229,0,365,1,0
5048230,0,365,1,0
5048231,0,365,1,0
5048232,0,365,1,0
5048233,0,349,2,1
5048234,0,349,2,0
5048235,0,349,2,1
5048236,0,349,2,1
5048237,0,349,2,0
5048238,0,349,2,0
5048239,0,349,2,1
5048240,0,349,2,1
5048241,0,349,2,0
5048242,1,274,2,0
5048244,1,274,2,0
5048245,1,274,2,0
5048246,1,274,2,0
5048247,1,274,2,0
5048248,1,274,2,0
5048249,1,274,2,0
5048250,1,274,2,0
5048252,0,365,2,0
5048255,0,295,2,0
5048257,0,295,2,0
5048258,0,295,2,0
5048263,0,295,2,0
5048266,0,295,2,0
5048267,0,295,2,0
5048268,0,295,2,0
5048269,0,295,2,0
5048270,0,253,2,0
5048271,0,253,2,0
5048272,0,253,2,0
5048273,0,253,2,0
5048274,0,253,2,0
5048275,0,253,2,0
5048276,0,253,2,0
5048278,0,257,1,0
5048279,0,257,1,0
5048282,0,257,1,0
5048285,0,257,1,1
5048286,1,175,2,0
5048287,1,175,2,0
5048288,1,175,2,0
5048289,1,175,2,0
5048290,1,175,2,1
5048291,1,175,2,0
5048292,1,175,2,0
5048293,1,175,2,0
5048294,1,175,2,1
5048295,1,175,2,1
5048296,1,175,2,0
5048297,1,175,2,0
5048300,1,204,3,0
5048301,1,204,3,0
5048302,0,292,2,0
5048303,0,161,1,0
5048304,0,161,1,0
5048305,0,161,1,0
5048306,0,161,1,0
5048307,0,161,1,0
5048308,0,161,1,0
5048309,0,161,1,0
5048310,0,161,1,0
5048311,0,161,1,0
5048315,0,161,1,0
5048316,0,161,1,0
5048317,0,161,1,0
5048318,0,161,1,0
5048319,0,161,1,0
5048320,0,161,1,0
5048321,1,365,3,1
5048322,1,365,3,1
5048323,1,365,3,1
5048324,1,65,1,1
5048325,1,65,1,0
5048326,1,65,1,0
5048327,1,65,1,0
5048328,1,65,1,1
5048329,1,65,1,0
5048330,1,65,1,0
5048331,1,65,1,0
5048332,1,234,2,0
5048333,1,234,2,0
5048334,1,234,2,0
5048335,1,234,2,0
5048336,1,234,2,0
5048340,0,345,2,1
5048341,0,345,2,0
5048342,0,345,2,0
