y,default,age,balance,loan,day,duration,campaign,pdays,previous
0,0,58,2538,0,31,307,6,-1,0
0,0,64,43,0,11,117,1,91,1
0,0,47,57,0,5,253,1,342,1
0,0,40,-117,0,17,770,2,-1,0
0,0,36,666,1,3,190,1,133,1
1,0,28,0,0,16,767,5,-1,0
1,0,38,25,0,1,232,2,-1,0
0,0,53,1034,0,19,854,2,170,3
0,0,46,324,0,30,293,6,-1,0
0,0,54,0,0,16,986,1,94,8
0,0,32,0,0,19,66,1,-1,0
0,0,55,621,1,2,114,1,208,1
0,0,55,138,0,17,205,1,-1,0
0,0,56,4063,1,28,31,4,-1,0
0,0,40,11084,0,11,113,1,-1,0
0,0,44,310,0,6,200,1,253,1
0,0,32,73,0,21,158,1,135,1
0,0,33,1808,0,4,99,4,-1,0
0,0,41,1281,0,31,45,3,-1,0
0,0,37,64,0,12,239,4,278,2
0,0,58,2,0,11,168,3,-1,0
0,0,52,60,1,26,196,2,-1,0
0,0,49,133,0,11,319,6,-1,0
0,0,44,3706,0,17,209,3,-1,0
0,0,28,174,0,28,184,1,-1,0
0,0,31,251,1,29,156,2,-1,0
0,0,37,4153,0,31,35,16,-1,0
0,0,30,985,0,19,88,2,-1,0
1,0,28,168,0,1,347,3,140,2
0,0,46,1550,0,16,126,2,149,8
0,0,47,7708,0,21,157,5,-1,0
0,0,35,-12,0,12,212,5,-1,0
0,0,80,6483,0,19,123,1,-1,0
0,0,30,60,1,7,306,5,-1,0
0,0,55,3339,0,2,63,1,-1,0
0,0,22,1161,1,16,119,1,-1,0
0,0,33,599,0,21,29,1,-1,0
0,0,53,28,0,31,117,2,-1,0
0,0,49,1430,0,18,231,2,-1,0
0,0,51,35,1,8,123,4,-1,0
0,0,41,6000,0,18,265,1,-1,0
0,0,34,0,0,15,144,1,-1,0
0,0,36,340,1,16,559,3,-1,0
0,0,35,0,0,5,74,1,168,4
0,0,29,3,0,10,183,1,-1,0
0,0,40,445,0,24,631,1,-1,0
1,0,32,874,0,12,1282,6,-1,0
0,0,48,705,0,13,108,2,-1,0
1,0,59,1033,0,11,1199,1,-1,0
1,0,35,1354,0,23,736,2,-1,0
0,0,33,123,0,19,264,1,-1,0
0,0,55,8894,0,11,262,1,-1,0
0,0,41,429,0,13,244,1,-1,0
0,0,42,14752,0,19,107,2,-1,0
0,0,46,67,0,24,9,1,-1,0
0,0,35,39,0,31,149,2,-1,0
0,0,28,102,0,28,321,2,-1,0
0,0,25,1790,0,17,224,1,322,3
0,0,56,15311,0,29,157,6,-1,0
0,0,30,-635,0,25,250,1,-1,0
0,0,45,115,0,11,209,4,-1,0
0,0,40,10786,0,20,111,3,-1,0
0,0,40,498,0,8,55,2,298,4
0,0,39,1045,1,9,290,13,-1,0
0,0,48,810,0,6,383,1,-1,0
0,0,31,-162,0,18,380,1,-1,0
0,0,32,55,0,2,124,3,-1,0
0,0,34,586,1,8,224,2,-1,0
0,0,26,455,0,29,240,1,182,8
0,0,31,1010,0,15,385,3,364,9
0,0,37,509,0,6,133,1,-1,0
0,0,29,2929,0,11,91,1,-1,0
0,0,57,3071,1,7,63,3,-1,0
0,0,47,153,0,18,192,2,-1,0
0,0,38,1146,0,21,91,2,-1,0
0,0,48,1092,1,18,79,1,172,8
1,0,50,3463,1,28,96,1,-1,0
0,0,33,1158,0,20,25,2,-1,0
0,0,28,26,0,7,227,2,-1,0
0,0,30,566,0,5,110,1,-1,0
0,0,52,204,0,7,134,2,-1,0
1,0,36,480,0,20,213,1,-1,0
0,0,36,1855,0,4,75,1,273,1
0,0,46,1034,0,8,109,2,-1,0
0,0,57,3250,0,20,162,3,-1,0
1,0,28,1633,0,5,275,1,-1,0
0,0,46,0,0,22,154,1,124,1
1,0,55,3334,0,14,632,4,-1,0
0,0,33,4020,1,15,251,1,-1,0
0,0,53,66,1,8,141,1,-1,0
0,0,41,-41,1,3,154,1,-1,0
0,0,60,322,0,7,63,1,-1,0
0,0,35,2643,1,8,259,1,-1,0
0,0,43,49,0,9,100,1,-1,0
0,0,57,1,0,15,17,10,-1,0
0,0,46,3098,0,21,192,9,-1,0
0,0,31,352,0,19,97,9,-1,0
0,0,53,65,0,25,41,2,-1,0
0,0,35,1949,0,2,200,3,-1,0
0,0,32,739,0,20,91,3,-1,0
1,0,48,1167,1,1,264,1,-1,0
0,0,50,231,0,21,397,2,-1,0
0,0,40,1136,0,21,86,1,-1,0
0,0,42,233,0,5,446,1,-1,0
0,0,59,817,0,9,304,1,-1,0
0,0,27,1128,0,30,88,4,-1,0
0,0,32,1831,0,20,86,2,-1,0
0,0,35,450,0,13,63,1,-1,0
0,0,28,0,0,5,335,2,281,8
0,0,37,414,0,29,293,2,162,4
0,0,57,1052,0,13,227,4,-1,0
0,0,42,1022,0,5,146,2,-1,0
0,0,55,343,0,14,276,3,-1,0
0,0,52,1944,0,15,238,3,323,2
0,0,26,-32,1,31,14,6,-1,0
0,0,52,1781,0,19,144,2,-1,0
0,0,26,350,0,8,367,1,-1,0
0,0,33,2,0,16,132,1,-1,0
0,0,24,111,1,27,42,4,-1,0
0,0,37,168,0,5,227,1,-1,0
0,0,28,3,0,18,40,8,349,6
0,0,30,102,0,7,614,2,-1,0
0,0,33,0,0,15,270,1,-1,0
0,0,55,159,0,4,15,1,-1,0
0,0,33,1134,0,23,304,2,-1,0
0,0,42,352,0,11,79,3,-1,0
0,0,37,865,0,3,101,1,-1,0
0,0,59,179,0,5,55,3,-1,0
0,0,27,5,0,19,205,3,-1,0
0,1,23,-230,0,18,259,2,-1,0
0,0,51,0,0,13,60,2,-1,0
0,0,50,3924,0,20,122,2,-1,0
0,0,43,764,0,14,557,5,-1,0
0,0,37,511,0,11,42,1,-1,0
0,0,34,4348,0,28,373,8,-1,0
0,0,41,3016,0,14,80,3,-1,0
0,0,26,279,0,7,239,3,-1,0
0,0,49,1405,0,8,29,1,-1,0
1,0,29,908,0,20,1663,1,-1,0
0,0,30,162,0,20,186,4,-1,0
0,0,38,792,0,6,430,1,-1,0
0,0,58,111,0,24,58,2,-1,0
0,0,34,1281,0,25,279,1,117,1
0,0,53,1012,0,28,332,2,-1,0
0,0,50,2881,0,5,510,2,2,5
0,0,30,445,0,16,218,1,330,2
0,0,40,643,0,17,74,2,256,1
0,0,57,254,0,8,676,1,-1,0
0,0,40,-1212,0,15,1259,2,333,18
0,0,41,2125,1,21,285,3,116,4
0,0,53,629,0,8,298,1,-1,0
0,0,48,-202,1,30,225,4,-1,0
0,0,32,271,0,13,80,2,268,2
1,0,34,703,0,14,342,1,-1,0
0,0,46,-216,0,28,404,3,-1,0
0,0,45,88,1,7,332,1,-1,0
0,0,51,16,0,30,158,1,-1,0
0,0,31,466,0,14,164,1,-1,0
0,0,47,-75,0,4,57,1,247,1
0,0,32,456,0,12,121,1,-1,0
0,0,41,77,0,7,56,1,-1,0
0,0,37,-244,0,3,178,1,-1,0
0,0,27,1209,0,29,283,1,-1,0
0,0,27,58,0,7,113,1,337,2
0,1,50,421,0,20,22,5,-1,0
0,0,31,112,0,2,159,2,271,1
0,0,40,13669,0,15,138,1,136,8
1,0,43,1429,0,19,1015,1,198,2
0,0,39,794,0,2,182,1,-1,0
0,0,31,1957,0,4,112,3,-1,0
0,0,48,454,0,10,114,1,-1,0
0,0,32,882,1,29,80,8,-1,0
0,0,47,168,0,30,66,1,241,1
0,0,35,714,0,26,135,22,-1,0
0,0,42,0,0,7,99,1,-1,0
1,0,47,1996,0,5,761,2,-1,0
0,0,59,163,0,24,464,1,-1,0
0,0,38,3190,0,20,20,2,-1,0
0,0,50,1772,0,29,206,4,-1,0
0,0,27,-151,0,8,283,2,-1,0
0,0,55,16,0,20,64,1,-1,0
1,0,39,7066,0,15,667,3,357,3
0,0,31,454,0,4,73,3,-1,0
0,0,37,4798,0,20,156,2,-1,0
0,1,28,-298,0,3,559,7,-1,0
0,0,42,439,0,20,143,2,-1,0
0,0,40,1927,0,15,62,1,-1,0
0,0,59,671,1,29,219,2,259,5
0,0,40,65,0,15,15,3,-1,0
0,0,43,-932,0,16,567,1,-1,0
0,0,38,4366,0,29,188,2,-1,0
0,0,54,0,0,11,159,2,-1,0
0,0,41,4900,0,31,121,2,-1,0
1,0,55,976,0,28,345,1,94,3
0,0,33,148,0,20,717,1,-1,0
0,0,46,5,0,18,71,3,-1,0
0,0,36,-148,0,18,144,2,-1,0
0,0,48,113,1,22,38,1,-1,0
0,0,42,-105,0,28,60,2,-1,0
1,0,46,624,0,17,336,2,183,2
0,1,49,-1680,1,27,92,4,-1,0
0,0,36,-461,0,11,254,2,353,1
0,0,34,144,1,14,104,1,85,19
0,0,51,4,1,20,74,5,-1,0
0,0,58,309,0,19,156,2,-1,0
0,0,48,866,0,29,146,2,-1,0
1,0,41,1020,0,19,882,1,-1,0
0,0,49,489,0,27,84,4,-1,0
0,0,43,8167,0,19,114,2,-1,0
0,0,32,-255,1,2,957,3,-1,0
0,0,54,3671,0,11,67,3,-1,0
0,0,33,636,0,9,211,11,-1,0
0,0,35,141,0,19,299,2,-1,0
0,0,56,150,1,11,102,6,349,1
0,0,57,839,1,5,225,1,-1,0
1,0,31,26965,0,21,654,2,-1,0
0,0,33,716,0,14,234,2,-1,0
0,0,29,2485,0,24,48,6,-1,0
0,0,38,15030,0,13,167,1,174,7
0,0,37,11303,0,26,500,2,-1,0
0,0,33,595,0,7,22,2,-1,0
0,0,30,19358,0,19,258,2,-1,0
0,0,31,203,1,19,177,1,-1,0
0,0,28,183,1,28,62,2,-1,0
1,0,26,255,0,30,457,1,80,1
0,0,31,102,0,17,460,2,345,2
0,0,50,94,0,22,184,4,-1,0
0,0,45,58,0,13,119,3,371,3
0,0,48,606,0,5,77,6,-1,0
0,0,41,0,1,23,107,1,-1,0
1,0,60,65,0,9,1028,2,-1,0
0,0,41,338,0,14,87,1,-1,0
0,0,43,757,0,9,315,4,-1,0
0,0,36,9269,1,19,107,2,-1,0
0,0,40,1206,1,16,201,5,-1,0
0,0,28,882,1,29,94,1,205,2
1,0,27,5291,0,12,192,2,92,2
0,0,49,61,0,29,185,2,246,1
0,0,37,0,0,17,77,1,-1,0
0,0,31,1407,0,6,142,3,-1,0
0,1,31,25,0,2,381,1,-1,0
0,0,31,1354,1,17,222,2,-1,0
0,0,35,793,0,17,106,1,-1,0
0,0,51,10287,0,29,117,1,-1,0
0,0,33,5235,0,7,67,3,-1,0
0,0,30,3,0,6,45,2,169,2
0,0,58,409,1,14,643,2,-1,0
0,0,34,35,0,15,76,1,69,2
0,0,45,-459,0,21,508,6,-1,0
1,0,28,198,0,5,128,2,-1,0
0,0,31,99,0,17,193,2,322,1
0,0,40,60,0,16,172,6,-1,0
0,0,30,3485,0,2,142,2,-1,0
0,0,34,-139,1,27,492,2,-1,0
0,0,40,952,1,12,140,1,-1,0
0,0,59,1427,0,18,140,2,-1,0
0,0,43,1017,0,19,257,2,-1,0
0,0,41,-29,0,29,41,2,266,2
0,0,33,9,0,21,91,2,-1,0
0,0,33,4040,0,20,132,2,-1,0
0,0,36,13,0,3,284,1,-1,0
0,0,32,1259,0,25,184,2,-1,0
0,0,25,18,0,18,225,1,-1,0
0,0,25,-76,0,12,241,3,-1,0
0,0,38,221,0,20,79,3,-1,0
0,0,34,136,0,22,156,1,-1,0
0,0,67,16353,0,27,223,2,-1,0
0,0,32,-63,0,30,198,1,-1,0
0,0,45,7353,0,13,536,2,-1,0
0,0,33,511,0,21,304,2,-1,0
0,0,38,3913,0,20,196,2,315,2
0,0,32,1097,0,12,298,2,-1,0
0,0,54,6102,1,21,86,6,-1,0
0,0,51,340,0,8,186,1,-1,0
0,0,42,-119,0,22,167,3,-1,0
0,0,41,2993,0,22,24,12,-1,0
0,0,39,3575,1,18,74,3,-1,0
0,0,38,361,0,11,601,1,-1,0
0,0,39,1072,0,27,1168,2,-1,0
0,0,46,2904,0,20,277,2,-1,0
0,0,50,1790,1,6,748,3,-1,0
0,0,33,86,0,19,364,1,-1,0
0,0,37,1633,0,19,229,3,-1,0
0,0,31,8312,0,29,43,13,-1,0
1,0,34,172,0,15,177,1,-1,0
1,0,34,0,0,7,262,1,99,2
0,0,36,222,0,6,317,1,169,2
0,0,40,109,0,20,402,22,-1,0
1,0,40,1451,0,1,314,1,-1,0
1,0,41,1066,0,11,109,3,-1,0
0,0,52,3163,0,25,56,6,-1,0
0,0,40,888,0,12,169,2,-1,0
0,0,48,428,0,18,127,1,-1,0
0,0,33,106,0,20,175,3,-1,0
0,0,44,0,0,12,56,2,-1,0
0,0,55,979,1,8,123,1,-1,0
0,0,51,2662,0,28,148,2,-1,0
0,0,34,84,0,5,231,1,-1,0
0,0,58,5920,0,23,255,1,-1,0
0,0,39,816,0,27,37,3,-1,0
0,0,27,3276,0,5,106,1,110,2
0,0,55,2,0,19,95,1,-1,0
0,0,35,-51,0,2,134,2,-1,0
0,0,37,3315,0,9,820,2,-1,0
0,0,52,196,1,24,116,1,273,3
0,0,41,552,0,12,463,1,-1,0
0,0,52,2347,1,12,603,3,-1,0
0,0,34,3723,0,27,47,5,-1,0
0,0,53,255,0,19,126,1,-1,0
1,0,33,3143,0,29,421,2,-1,0
0,0,47,0,0,26,174,8,-1,0
0,0,35,6411,1,30,144,1,266,2
0,0,33,1909,0,8,191,2,-1,0
0,0,55,3873,0,21,222,1,-1,0
1,0,58,1013,0,11,206,1,461,1
0,0,44,262,0,9,74,1,-1,0
0,0,25,3217,0,28,24,1,-1,0
0,0,37,5436,0,6,7,11,351,1
0,0,41,2067,0,15,493,7,-1,0
1,0,34,215,0,3,350,3,-1,0
0,0,36,1594,0,6,250,3,-1,0
0,0,44,134,0,28,86,4,-1,0
0,0,34,262,0,20,371,1,-1,0
0,0,56,3021,0,9,419,2,-1,0
1,0,43,388,0,8,2087,2,-1,0
0,0,28,3412,0,15,22,4,-1,0
0,0,54,1291,0,5,266,1,-1,0
0,0,37,79,0,21,191,1,-1,0
1,0,59,2013,0,19,222,4,94,2
0,0,58,543,1,17,264,3,-1,0
0,0,56,1016,0,9,184,5,-1,0
0,0,32,604,1,28,95,3,-1,0
0,0,42,525,0,13,127,2,-1,0
0,0,52,353,0,31,395,4,-1,0
0,0,46,964,0,8,174,1,-1,0
1,0,37,3913,0,27,124,1,-1,0
0,0,39,879,0,26,102,2,-1,0
0,0,31,314,0,17,279,1,-1,0
0,0,59,0,0,27,76,11,-1,0
0,0,38,1370,0,11,472,2,-1,0
0,0,58,37,0,18,84,11,-1,0
0,0,34,673,1,20,271,1,184,1
0,0,40,-342,0,26,754,1,-1,0
0,0,20,291,0,11,172,5,371,5
0,0,34,209,1,8,375,2,-1,0
0,0,31,438,0,12,130,2,-1,0
0,0,39,1242,0,12,303,3,-1,0
0,0,34,355,0,16,261,1,-1,0
0,0,24,204,1,17,229,3,-1,0
0,0,41,10758,0,1,288,1,-1,0
0,0,40,5,0,18,219,3,-1,0
1,0,45,410,0,30,891,4,-1,0
0,0,36,605,0,26,204,1,-1,0
0,0,53,4,0,20,19,6,-1,0
0,0,23,8494,0,25,158,2,-1,0
0,0,42,198,0,8,314,1,-1,0
0,0,48,841,0,19,215,1,-1,0
0,0,34,8,0,25,169,4,-1,0
0,0,36,470,0,31,101,4,-1,0
0,0,43,520,0,20,15,13,-1,0
0,0,36,439,0,21,260,5,-1,0
1,0,49,-454,0,14,558,1,-1,0
0,0,55,466,0,17,287,4,-1,0
1,0,53,665,0,22,371,2,-1,0
1,0,42,994,0,11,149,1,78,5
1,0,45,5346,1,21,187,1,-1,0
0,0,31,1243,0,21,32,1,-1,0
0,0,32,0,0,5,138,1,-1,0
0,0,36,2357,0,17,228,2,-1,0
1,0,56,1044,0,3,353,2,-1,0
0,0,46,1069,0,8,45,2,-1,0
0,0,41,231,0,9,76,2,-1,0
0,0,31,0,1,6,144,2,-1,0
0,0,32,266,0,19,168,2,-1,0
0,0,38,-70,0,30,140,1,2,3
0,0,49,25824,0,17,94,1,-1,0
0,0,46,538,0,17,118,3,-1,0
0,0,29,534,0,18,382,1,-1,0
0,0,36,2323,0,19,111,1,-1,0
0,0,38,1852,0,15,298,2,-1,0
0,0,53,2647,0,30,121,1,-1,0
0,0,43,2767,0,15,317,7,-1,0
0,0,41,176,1,5,42,1,-1,0
0,0,42,9720,0,5,81,2,-1,0
1,0,55,1613,0,3,296,1,270,3
0,0,39,2903,1,25,259,2,-1,0
0,0,30,81,0,6,121,6,112,3
0,0,41,780,0,15,432,3,-1,0
0,0,44,178,0,8,126,2,-1,0
0,0,58,299,0,16,120,4,-1,0
0,0,35,285,0,29,136,1,-1,0
0,0,27,872,0,17,1130,3,-1,0
1,0,34,1337,0,17,330,2,127,3
0,0,25,72,0,23,305,2,-1,0
0,0,36,0,0,20,332,3,-1,0
0,0,38,-388,0,9,412,1,-1,0
0,0,30,11,0,11,157,1,-1,0
0,1,47,-535,0,30,71,2,-1,0
0,0,41,787,0,8,297,2,-1,0
0,0,36,3343,0,18,307,1,-1,0
1,0,63,3904,0,4,250,2,187,2
0,0,23,736,0,30,119,1,-1,0
0,0,32,1390,0,7,116,2,-1,0
0,0,57,808,0,7,274,1,-1,0
1,0,48,1147,0,5,389,1,64,2
0,0,49,1122,0,4,143,1,-1,0
0,0,50,-568,1,28,860,2,-1,0
0,0,33,1165,0,21,420,2,-1,0
0,0,53,-905,0,28,213,1,-1,0
0,0,30,0,0,18,756,1,-1,0
0,0,38,740,0,7,259,3,-1,0
0,0,44,8262,0,23,201,16,-1,0
0,0,39,14,1,13,19,9,-1,0
0,0,45,7108,1,18,53,1,172,3
1,0,36,1049,0,14,224,4,-1,0
0,0,38,0,0,13,57,5,349,1
0,0,36,419,0,30,251,1,-1,0
0,0,30,726,0,16,39,1,342,3
0,0,28,594,1,18,54,3,-1,0
0,0,26,454,1,23,28,18,-1,0
1,0,54,2206,0,12,104,1,99,2
1,0,38,1988,0,27,164,2,130,2
0,0,32,0,0,7,268,2,-1,0
0,0,50,202,1,17,148,1,-1,0
0,0,43,667,0,7,228,3,-1,0
0,0,48,112,0,18,139,5,-1,0
0,0,57,50,0,18,89,3,-1,0
0,0,64,768,0,15,250,2,182,1
0,0,26,74,0,23,106,6,-1,0
1,0,33,661,0,18,968,1,-1,0
0,0,50,3025,1,6,168,3,-1,0
0,0,47,751,0,24,408,14,-1,0
0,0,39,416,0,23,56,4,-1,0
0,0,52,14,1,28,55,5,-1,0
0,0,31,-502,0,29,76,4,-1,0
0,0,50,0,0,11,72,5,-1,0
0,0,47,599,0,13,99,3,-1,0
0,0,30,-218,0,27,13,15,-1,0
0,0,32,1012,0,14,178,1,-1,0
0,0,36,300,0,9,287,1,-1,0
0,0,46,217,0,14,141,1,346,2
0,0,45,2096,0,21,127,1,100,2
0,0,37,0,0,4,69,2,-1,0
0,0,58,5278,0,4,763,4,-1,0
0,0,59,1831,0,17,122,1,92,1
0,0,28,1480,0,18,143,1,-1,0
0,0,48,7289,0,2,316,3,-1,0
0,0,55,1665,0,30,89,2,-1,0
0,0,37,851,0,15,151,1,352,1
0,0,41,2885,0,19,40,1,-1,0
0,0,35,137,1,4,5,1,808,12
0,0,34,1239,0,18,90,1,-1,0
0,0,43,146,0,21,50,1,113,5
1,0,59,1,0,15,159,2,378,3
0,0,50,-10,1,10,369,6,-1,0
1,0,37,480,0,22,344,2,182,8
0,0,35,2789,0,4,256,2,94,1
0,0,50,3897,0,26,298,1,-1,0
0,0,36,487,1,11,268,3,-1,0
0,0,41,5110,0,13,231,1,-1,0
0,0,28,318,0,27,4,4,-1,0
0,0,42,-411,0,12,78,5,292,3
0,0,60,4820,0,5,419,1,-1,0
0,0,28,4937,0,13,421,3,-1,0
0,0,48,725,1,10,105,1,-1,0
0,0,51,5403,0,6,42,1,-1,0
0,0,32,4089,0,26,114,7,287,3
0,0,35,188,0,26,286,2,-1,0
1,0,37,189,0,1,238,1,107,2
0,0,38,2998,0,11,91,1,-1,0
0,0,77,610,0,13,766,3,-1,0
0,0,32,787,0,28,92,1,-1,0
0,0,43,167,0,4,211,3,-1,0
0,0,36,243,0,7,160,2,360,3
0,0,29,877,0,3,166,3,-1,0
0,0,32,2817,0,21,195,1,-1,0
0,0,41,4567,1,16,106,1,-1,0
0,0,26,127,1,23,85,3,-1,0
0,0,34,176,0,24,78,1,-1,0
1,0,57,0,1,28,648,1,-1,0
0,0,36,1482,0,18,177,2,174,1
0,0,42,3052,0,27,32,1,-1,0
0,0,35,56,0,29,24,12,-1,0
0,0,52,278,0,7,688,2,-1,0
0,0,36,3875,0,27,21,5,-1,0
0,0,46,-337,0,27,112,1,-1,0
1,0,60,366,0,3,593,1,-1,0
0,0,57,501,1,7,59,2,-1,0
0,0,48,998,0,29,121,3,-1,0
0,0,59,0,0,28,97,2,-1,0
0,0,39,246,0,11,86,2,-1,0
0,0,44,-182,1,14,10,10,-1,0
0,0,27,446,0,23,205,3,-1,0
0,0,59,1173,0,9,77,2,-1,0
0,0,36,5957,0,18,138,2,-1,0
1,0,44,205,0,3,289,1,-1,0
0,0,50,0,0,4,86,4,-1,0
0,0,41,369,0,22,9,3,-1,0
0,0,47,1934,1,14,225,1,364,1
0,0,32,259,0,22,407,4,-1,0
0,0,38,284,1,3,1030,6,-1,0
0,0,55,23,0,13,123,2,-1,0
0,0,38,1373,0,22,119,4,-1,0
0,0,31,62,0,18,175,1,293,5
0,0,38,157,0,9,299,5,-1,0
0,0,29,991,0,5,563,1,-1,0
0,0,55,186,1,9,241,1,-1,0
0,0,35,977,0,4,52,4,91,1
0,0,40,2893,0,2,76,3,-1,0
0,0,34,1897,1,19,441,1,-1,0
1,0,32,5514,0,22,319,1,182,1
0,0,33,889,0,18,13,1,373,6
1,0,33,273,0,16,803,1,-1,0
0,0,37,1193,0,12,396,2,-1,0
0,0,58,2729,0,18,188,1,-1,0
0,0,36,0,0,20,637,1,-1,0
0,0,42,230,0,5,175,7,-1,0
0,0,34,2729,0,6,945,1,139,1
0,0,35,317,0,23,162,3,-1,0
0,0,60,517,0,12,1178,3,-1,0
0,0,50,-470,0,8,506,2,170,3
1,0,28,4579,0,12,409,2,-1,0
0,0,27,1,0,14,116,3,-1,0
1,0,37,5106,0,30,244,1,-1,0
1,0,31,636,0,4,352,4,-1,0
1,0,34,1076,0,12,152,1,182,6
0,0,38,126,0,21,164,2,-1,0
0,0,32,-33,0,28,234,3,-1,0
0,0,37,430,0,27,154,4,-1,0
0,0,33,-6,0,7,566,2,-1,0
0,0,71,383,0,27,327,2,183,3
0,0,27,130,0,7,265,3,-1,0
0,0,38,2569,0,9,172,1,-1,0
0,0,34,201,0,22,257,2,-1,0
1,0,54,0,0,13,618,1,-1,0
0,0,30,6,0,28,241,3,-1,0
0,0,35,475,1,21,936,4,-1,0
0,0,33,706,0,7,329,1,322,1
0,0,36,1825,0,14,24,1,346,1
0,0,59,185,0,22,177,5,138,1
0,0,72,4415,0,13,120,1,-1,0
0,0,64,679,0,22,135,3,-1,0
0,0,53,320,0,9,175,1,-1,0
0,0,35,2988,0,25,179,1,-1,0
0,0,58,1407,0,30,58,1,-1,0
0,0,40,1270,0,17,342,2,-1,0
0,0,41,654,0,13,139,2,-1,0
0,0,48,5173,0,18,88,8,-1,0
0,0,44,3463,1,28,210,3,-1,0
0,0,39,0,0,2,731,1,193,3
1,0,61,6016,0,2,670,3,-1,0
0,0,36,177,0,12,63,5,-1,0
0,0,28,3694,1,8,70,2,-1,0
0,0,58,1640,1,4,72,6,274,4
0,0,60,174,0,15,241,1,364,1
0,0,66,10177,0,5,272,4,-1,0
1,0,36,490,0,28,207,8,98,1
0,0,49,2576,0,15,64,6,-1,0
0,0,40,0,0,12,543,2,-1,0
0,0,23,598,0,30,166,1,-1,0
0,0,29,15459,0,26,245,3,97,7
0,0,44,271,1,9,94,1,-1,0
0,0,54,2508,0,20,34,8,-1,0
0,0,47,320,0,30,203,2,-1,0
0,0,33,640,0,24,318,1,-1,0
0,0,30,1772,0,13,158,4,-1,0
0,0,27,15,1,21,177,1,-1,0
0,0,49,2370,1,17,56,1,103,2
0,0,27,201,0,4,172,2,-1,0
0,0,51,160,0,7,136,1,359,1
0,1,32,5,1,18,82,3,363,2
0,0,30,75,0,16,123,1,-1,0
0,0,33,4902,0,20,110,1,-1,0
0,0,27,-79,0,30,385,5,-1,0
1,0,75,1341,0,18,415,7,-1,0
0,0,37,490,0,2,73,1,-1,0
0,0,36,1521,0,16,243,2,-1,0
0,0,37,131,0,9,137,2,-1,0
0,0,35,8,0,23,55,4,-1,0
0,0,32,-632,1,20,18,5,-1,0
0,0,32,116,1,16,255,2,-1,0
0,0,35,189,0,11,95,1,-1,0
0,0,31,2,1,10,112,1,-1,0
0,0,28,4229,1,5,205,2,-1,0
0,0,27,54,0,18,97,1,370,1
0,0,22,549,0,2,154,1,-1,0
0,0,35,298,0,13,135,2,370,2
0,0,69,579,0,14,230,1,-1,0
0,0,37,1467,1,17,349,1,-1,0
0,0,45,0,0,8,38,1,-1,0
0,0,47,109,0,22,268,1,-1,0
0,0,52,-11,0,11,94,4,-1,0
0,0,33,90,0,28,263,2,-1,0
1,0,60,493,0,18,671,4,-1,0
0,0,33,1897,1,2,197,1,-1,0
0,0,44,2403,0,28,180,2,-1,0
0,0,38,868,0,20,452,2,-1,0
0,0,54,653,0,15,352,1,-1,0
0,0,32,0,0,15,175,4,-1,0
0,0,33,0,1,19,163,2,-1,0
0,0,55,218,0,29,200,2,-1,0
0,0,51,5050,1,16,75,7,-1,0
0,0,48,741,0,16,227,1,-1,0
0,0,37,1050,0,3,586,3,-1,0
0,0,33,-56,1,10,119,5,-1,0
0,0,30,1,1,22,80,2,-1,0
0,0,43,-98,1,12,112,2,330,3
0,0,49,4667,0,19,130,2,-1,0
0,0,54,541,0,3,237,3,-1,0
0,0,31,7744,0,26,377,8,-1,0
1,0,54,895,0,7,335,1,-1,0
0,0,36,-129,0,29,121,3,-1,0
0,0,30,0,0,15,127,5,-1,0
1,0,27,158,0,1,650,2,-1,0
0,0,30,122,0,16,107,1,-1,0
0,0,30,673,0,20,610,2,-1,0
0,0,35,0,0,25,124,4,-1,0
0,0,33,411,0,8,216,1,-1,0
0,0,43,-97,1,31,747,4,-1,0
0,0,41,-217,0,11,313,1,349,3
1,0,41,5037,0,23,252,9,185,5
1,0,46,2232,0,13,121,1,-1,0
0,0,54,-932,0,7,799,1,-1,0
0,0,32,913,0,23,883,1,674,4
0,0,30,236,0,16,197,1,-1,0
0,0,40,0,0,11,271,2,-1,0
0,0,30,2581,0,12,221,2,-1,0
0,0,27,639,1,14,243,3,-1,0
0,0,41,849,0,15,72,1,-1,0
0,0,54,386,0,2,155,2,-1,0
0,0,32,1218,0,28,70,2,-1,0
1,0,31,2603,0,11,280,4,-1,0
0,0,42,-921,0,26,115,2,-1,0
0,0,48,607,0,20,29,2,-1,0
0,0,34,79,0,14,406,2,-1,0
0,0,55,61,1,25,113,3,-1,0
0,0,49,1091,0,30,47,2,-1,0
0,0,46,743,0,5,36,2,-1,0
0,0,47,209,0,6,135,2,-1,0
0,0,24,172,0,3,67,2,-1,0
0,0,58,2,0,16,684,1,-1,0
1,0,32,41,0,21,686,5,-1,0
0,0,25,1116,0,2,170,3,-1,0
0,0,49,-55,0,17,150,3,-1,0
1,0,59,5845,0,14,1060,2,-1,0
0,0,30,329,0,6,122,16,-1,0
0,0,46,494,0,26,724,1,-1,0
1,0,42,1519,0,19,230,1,92,1
0,0,37,2685,0,20,187,2,-1,0
0,0,44,-14,1,19,179,4,-1,0
0,0,49,5673,1,4,357,3,-1,0
0,0,41,1459,0,5,82,1,-1,0
0,0,48,0,0,26,176,15,-1,0
0,0,31,625,0,7,424,1,138,1
0,0,37,0,0,18,115,1,-1,0
0,0,51,867,0,3,177,2,211,3
