Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited
1,43,9,2,1,0,0
1,29,9,3,0,1,0
1,44,3,2,0,1,0
1,62,7,1,0,1,0
0,28,4,2,1,1,0
0,38,1,1,0,0,0
0,42,8,2,1,0,0
0,43,10,2,1,1,0
1,39,1,2,1,1,0
0,42,3,2,0,0,1
0,26,7,2,1,0,0
1,52,5,3,0,0,1
0,33,6,2,1,0,0
1,42,7,1,1,1,0
1,45,6,1,1,0,1
1,71,0,1,1,1,0
1,40,10,1,1,0,1
1,35,3,1,1,1,0
0,29,4,2,0,1,0
1,24,4,2,1,1,0
0,43,3,2,0,1,0
0,37,5,1,1,1,1
1,40,7,2,1,0,0
1,41,7,1,1,0,0
0,45,5,1,1,0,1
1,31,1,1,1,0,0
1,49,6,1,1,0,1
1,32,6,2,1,1,0
0,48,1,2,0,1,0
1,32,3,2,1,1,0
0,25,4,1,1,0,0
0,32,4,2,1,0,0
1,33,6,2,0,0,0
1,35,0,1,0,1,0
1,34,9,2,1,1,0
1,53,10,1,1,1,0
1,39,1,1,0,0,0
0,22,3,2,0,0,0
1,40,4,2,0,1,0
1,29,1,2,0,1,0
1,46,3,2,0,1,0
1,30,0,1,1,0,0
1,30,2,1,1,0,0
0,24,1,2,1,1,0
1,30,1,1,1,1,0
0,72,3,1,1,1,0
1,67,3,1,1,1,0
1,30,5,2,1,0,0
0,39,7,1,1,0,1
1,35,1,2,1,0,0
0,38,4,2,1,1,0
1,34,6,2,1,0,0
0,42,1,1,1,0,1
0,48,4,1,1,0,1
1,25,5,1,1,0,0
1,40,3,1,1,0,1
1,30,4,1,0,1,0
0,49,2,1,1,1,0
1,38,3,1,1,0,0
0,50,6,1,1,1,0
0,22,7,1,1,0,0
0,74,3,2,1,1,0
1,33,3,2,1,0,0
0,47,1,1,0,0,1
1,33,8,2,0,0,0
1,38,7,1,0,0,0
0,48,8,1,1,0,0
0,38,4,2,1,1,0
1,38,9,1,1,0,1
1,34,5,1,1,1,0
0,20,4,2,1,1,0
1,36,4,2,0,0,1
0,52,10,1,1,1,1
1,26,4,2,1,0,0
1,57,6,1,1,0,1
1,40,7,1,1,0,1
0,47,5,1,1,0,1
1,52,8,1,1,1,0
0,23,6,2,0,1,0
1,37,6,2,0,0,0
0,31,7,2,1,1,0
0,32,6,2,1,1,0
1,39,8,2,1,0,0
1,29,3,1,1,0,0
0,41,8,2,1,1,0
1,32,10,1,1,1,0
0,38,7,1,0,1,0
0,35,8,1,1,0,0
1,36,0,1,1,0,1
0,32,5,2,1,0,0
1,24,8,2,1,0,0
1,42,5,1,1,0,1
1,36,2,3,0,0,1
0,31,10,2,1,0,0
1,22,2,2,1,1,0
0,51,3,2,1,1,0
0,34,4,1,1,1,0
1,36,7,1,1,1,0
1,41,4,1,0,1,1
1,40,4,2,1,1,0
1,34,0,2,1,0,0
1,29,4,1,1,0,1
0,39,3,3,1,1,1
1,36,6,2,1,0,0
0,26,4,2,0,0,0
1,38,7,2,1,1,0
0,39,2,1,1,1,0
1,29,9,2,1,0,0
1,38,7,2,1,0,0
0,32,2,2,1,0,0
1,28,7,2,1,0,0
0,46,3,1,1,0,0
0,38,2,2,0,0,0
0,34,1,1,0,0,1
1,38,7,2,1,0,0
1,31,4,2,1,0,0
0,52,0,1,1,1,1
1,59,1,1,1,1,1
0,42,3,2,0,0,0
0,21,8,1,1,0,1
0,62,8,1,0,0,1
1,48,5,1,0,1,0
1,42,8,2,1,1,0
0,47,1,3,0,0,1
1,61,7,1,1,1,0
1,29,2,2,1,0,0
1,31,4,2,1,0,0
0,24,4,2,1,0,0
1,56,1,2,0,0,1
1,33,1,1,1,1,1
1,35,7,1,1,0,1
0,58,1,1,1,1,0
0,33,8,1,1,0,0
0,45,3,2,1,1,0
0,32,2,1,1,0,0
0,35,7,1,1,1,1
0,34,1,1,0,1,0
1,37,9,1,1,0,0
1,37,0,2,1,1,0
1,34,4,2,1,1,0
0,27,2,1,1,1,0
1,31,6,2,0,0,0
1,22,5,2,0,1,0
0,42,4,2,1,0,0
1,42,9,2,1,0,0
0,57,1,1,0,1,0
0,37,5,1,1,0,1
1,40,5,2,1,1,0
1,41,9,2,1,0,0
1,43,9,2,1,1,0
1,43,4,1,0,1,1
1,28,8,1,1,0,0
0,30,3,2,1,0,0
0,29,5,3,1,0,0
1,34,3,1,1,1,0
1,38,4,2,0,0,0
0,27,6,1,0,0,0
0,29,4,1,0,1,0
1,45,2,1,0,1,0
0,45,7,1,0,0,1
1,39,2,2,1,1,0
1,34,3,1,1,0,0
1,49,3,2,1,1,0
1,54,1,1,0,1,0
0,58,9,2,1,0,1
1,37,10,2,1,0,0
1,35,8,1,1,0,1
1,41,6,1,1,0,1
0,30,9,1,1,0,0
0,32,5,2,0,1,0
0,36,0,1,1,1,0
0,49,5,2,0,0,0
0,28,1,2,1,0,0
0,35,10,1,1,1,0
0,27,2,2,1,0,0
0,38,8,1,1,1,0
1,26,6,1,0,0,0
1,40,0,1,0,0,1
0,43,3,2,1,1,0
0,36,3,2,1,0,0
0,40,5,1,1,0,1
1,39,5,2,1,0,0
1,34,9,2,0,0,0
1,21,1,2,1,0,0
1,49,4,1,1,1,1
0,31,1,2,0,0,0
1,34,6,2,1,1,0
0,24,7,1,1,1,0
0,43,5,1,1,1,1
1,36,1,2,1,1,0
1,47,7,1,1,0,0
1,37,3,1,1,1,0
0,35,3,2,1,1,0
0,50,9,1,1,1,1
1,30,2,2,1,0,0
1,40,5,1,1,1,1
0,29,1,2,1,1,0
1,27,3,1,0,1,0
0,61,4,2,1,0,1
0,28,6,3,1,0,1
0,24,7,2,1,0,0
0,43,2,1,1,1,0
1,28,4,1,1,0,0
0,34,6,2,1,0,0
1,38,9,1,1,0,0
1,41,7,1,0,1,0
1,30,6,2,0,0,0
1,46,2,1,1,0,1
1,22,5,1,1,0,0
1,35,2,1,1,1,0
0,40,7,2,1,1,0
1,76,10,1,0,1,0
1,32,5,2,1,0,0
1,30,4,1,1,1,0
0,47,6,1,1,1,0
0,32,7,2,0,0,0
1,51,7,3,1,0,1
0,32,5,2,0,1,0
1,42,6,2,1,0,1
0,22,4,2,1,1,0
1,33,6,1,1,0,1
0,54,8,1,1,0,1
1,33,5,1,0,1,0
1,29,3,2,1,1,0
0,23,5,1,0,0,1
1,44,5,2,1,1,1
0,33,7,2,1,1,0
1,37,2,2,1,0,0
1,46,1,1,1,0,0
1,47,1,2,0,1,0
0,47,8,1,1,0,0
0,53,6,1,1,1,0
0,42,6,2,1,0,0
0,28,7,2,1,0,0
0,38,3,2,1,0,0
0,31,6,2,1,1,0
1,36,2,2,0,1,0
1,30,4,1,1,0,0
1,46,9,1,1,0,1
0,39,4,2,1,0,0
0,66,7,1,1,1,0
1,63,6,1,1,1,0
1,33,0,1,1,1,0
1,42,5,2,1,0,0
1,24,3,2,0,1,0
1,28,7,2,1,0,0
1,36,9,1,1,1,0
0,21,1,2,1,1,0
1,30,4,1,1,1,0
1,25,6,1,0,1,0
0,38,0,2,0,0,0
0,44,10,1,1,0,1
0,66,7,2,1,1,0
1,24,6,2,1,0,0
0,28,3,2,1,1,0
0,26,4,2,1,1,0
1,32,5,1,1,1,0
0,40,10,1,1,0,1
1,68,4,1,1,1,0
0,55,4,2,1,0,0
0,46,1,4,1,0,1
1,46,3,2,1,1,0
1,42,9,1,1,0,0
0,38,3,2,1,1,0
0,33,3,2,1,0,0
0,36,1,2,0,1,0
1,27,5,1,1,0,1
1,38,6,2,1,0,0
0,40,1,1,0,1,0
0,42,7,1,0,0,0
1,31,9,1,0,1,0
0,55,8,3,1,0,1
0,36,3,1,1,0,0
1,38,2,1,1,1,0
0,44,6,1,1,0,0
0,38,4,2,1,1,0
1,30,7,1,1,0,0
1,42,2,1,1,1,0
0,39,7,2,0,0,0
1,33,5,2,1,0,1
1,32,6,1,1,0,0
1,32,9,1,1,1,0
1,37,5,1,1,0,1
1,42,7,2,1,1,0
1,67,7,2,0,1,0
0,39,6,2,0,1,0
1,25,4,2,1,1,0
1,46,8,1,0,0,1
1,35,8,2,1,1,0
1,45,7,1,0,1,0
1,59,7,1,0,1,0
0,63,5,1,1,1,0
1,37,5,2,0,0,0
0,39,9,1,0,0,0
1,39,7,1,1,0,0
1,40,10,1,1,0,1
1,31,9,1,1,0,0
0,37,2,1,0,0,0
0,41,7,2,1,1,0
1,30,2,2,0,1,0
1,30,0,1,1,1,0
0,33,3,1,0,0,0
1,55,2,1,0,1,0
1,34,5,2,1,1,0
1,30,10,1,0,0,0
1,42,8,2,1,1,0
1,37,1,1,1,0,0
1,34,3,1,1,1,0
0,31,2,2,1,0,0
0,32,9,2,1,0,1
0,31,0,2,1,0,0
1,52,10,1,0,0,1
0,46,3,1,1,1,1
1,49,2,2,0,0,0
1,33,10,2,1,1,0
1,30,8,2,0,0,0
0,27,2,1,1,1,0
0,37,7,1,1,1,0
1,38,8,1,1,1,1
1,38,3,2,1,1,0
1,54,2,1,1,0,1
0,27,5,1,0,0,0
0,31,4,2,1,1,0
1,37,3,1,1,0,1
0,43,5,3,1,1,1
1,41,2,2,0,1,0
0,47,7,2,1,1,0
1,40,6,2,0,0,0
0,44,2,1,1,0,0
1,50,7,2,0,0,1
1,26,2,1,1,1,0
0,46,8,1,0,1,0
0,38,3,2,1,0,0
1,20,3,1,1,1,0
0,62,3,1,0,1,1
0,40,6,1,1,0,1
0,46,8,2,1,0,0
1,37,7,2,1,1,0
1,38,3,2,1,1,0
0,38,8,1,1,0,0
1,28,1,2,1,1,0
0,43,9,1,1,0,1
1,38,5,1,1,0,0
0,30,10,2,1,0,0
1,52,5,1,1,1,0
1,46,7,1,1,1,0
1,43,2,1,1,1,1
0,41,7,3,1,0,1
1,71,4,1,1,1,0
1,42,3,1,1,0,0
0,40,6,2,1,0,1
0,26,6,2,0,0,0
1,30,5,1,1,1,0
1,37,2,2,1,1,0
1,32,7,1,1,1,0
1,43,3,1,1,0,0
0,41,3,1,1,1,0
0,54,9,1,0,0,1
1,48,5,1,1,1,1
1,29,7,2,1,0,0
1,52,7,1,0,1,1
1,39,6,1,1,1,0
1,49,4,2,1,1,0
1,43,3,2,0,1,0
1,43,9,2,1,1,0
1,37,0,1,1,1,0
0,22,3,2,0,1,0
1,32,4,2,1,1,0
1,41,10,2,1,1,0
1,30,4,2,0,1,0
1,39,3,2,1,1,0
1,43,8,1,1,0,1
0,37,7,2,1,0,0
1,44,7,1,1,1,1
0,31,4,2,1,1,0
1,50,8,1,1,1,1
0,26,7,2,1,0,0
0,43,8,1,1,0,0
1,38,8,2,0,1,0
0,46,9,1,1,0,1
1,44,3,1,1,0,0
0,27,6,2,1,1,0
1,41,8,3,1,1,1
0,44,6,1,1,1,0
0,35,4,2,1,1,0
0,32,10,1,1,1,0
1,26,3,1,1,0,0
0,41,5,3,1,0,1
0,42,3,2,1,0,0
0,23,10,1,0,1,0
0,46,8,1,1,0,1
0,35,8,1,0,1,0
0,42,7,2,0,1,0
1,66,4,1,1,1,0
0,40,0,1,0,1,1
0,55,2,1,1,0,1
0,27,9,2,1,0,0
0,38,4,2,1,1,1
1,45,8,2,1,0,0
0,32,2,1,1,0,0
1,29,9,1,1,1,0
1,46,7,2,1,0,0
0,33,0,1,1,0,1
0,46,4,2,1,1,1
0,38,3,2,0,0,1
0,29,5,2,1,0,0
0,27,9,2,0,1,0
0,43,2,2,1,0,0
1,29,8,1,1,0,0
0,27,6,1,1,1,0
0,41,4,1,1,0,1
0,44,6,1,1,0,1
1,23,2,1,0,1,0
1,69,2,1,1,1,0
1,32,9,2,0,0,0
0,40,5,1,1,0,0
0,73,7,2,0,0,1
0,30,4,2,0,1,0
0,29,4,1,1,1,0
1,30,10,2,0,0,0
0,30,5,1,1,1,0
1,28,7,2,1,1,0
0,33,8,2,1,0,0
0,24,2,2,0,1,0
0,40,9,1,1,0,0
0,44,2,1,1,1,0
1,45,5,1,0,1,0
1,32,5,1,1,0,0
1,41,9,1,0,1,0
1,30,1,2,1,1,0
0,42,8,1,0,0,1
0,42,2,1,0,1,0
0,39,4,1,1,0,0
0,59,9,1,0,0,1
1,57,5,1,1,1,0
0,26,8,1,1,1,0
0,29,3,1,0,1,0
1,48,2,1,1,0,0
0,44,4,1,1,1,0
1,62,1,2,0,1,0
0,41,9,1,1,0,0
1,44,8,2,1,0,0
1,28,1,2,0,1,0
0,31,9,1,0,1,0
1,56,9,1,0,0,1
0,65,7,1,1,1,0
1,39,10,1,1,0,1
1,44,6,1,1,1,0
1,43,8,1,1,0,0
0,43,6,3,0,0,1
0,38,10,2,0,1,0
0,24,7,1,1,0,0
1,33,2,1,0,1,0
1,56,5,1,1,1,1
0,46,4,1,1,0,1
0,26,6,2,0,0,0
1,31,3,1,1,0,1
0,38,10,2,1,1,0
0,35,3,1,1,1,1
0,53,7,1,1,1,0
0,34,7,1,1,1,1
1,35,2,2,0,1,0
1,28,8,2,1,0,0
1,66,4,2,0,1,0
1,25,2,2,1,1,0
0,55,10,1,1,0,1
1,23,10,1,1,1,0
1,34,4,2,1,0,0
0,41,1,1,1,0,1
1,37,5,1,0,1,0
0,40,6,2,1,1,0
0,32,3,1,1,0,0
0,29,7,1,1,0,0
0,35,0,2,1,0,0
1,52,3,1,1,0,1
0,49,1,4,0,0,1
0,31,1,2,1,1,0
1,48,4,1,1,1,0
0,26,1,1,1,1,0
1,36,8,2,0,0,0
0,30,6,2,0,1,0
1,26,8,1,1,0,0
0,26,5,2,0,1,0
1,37,2,1,0,1,0
0,45,5,1,1,0,1
1,32,8,2,1,1,0
1,30,5,1,1,1,0
1,38,8,2,1,0,0
1,26,8,1,1,1,0
1,36,1,2,0,1,0
0,29,1,2,1,1,0
0,46,10,2,0,0,1
0,39,4,1,1,1,0
0,51,4,1,0,1,1
1,30,6,4,1,0,1
0,39,8,1,0,1,0
0,31,8,2,1,0,0
0,43,7,1,1,0,1
1,50,9,1,0,0,1
0,30,3,1,1,0,0
1,52,6,2,0,1,0
1,57,7,1,0,1,0
1,38,8,2,0,0,0
1,35,9,2,1,0,0
0,25,7,2,0,1,0
0,28,8,1,1,1,0
1,50,1,1,0,1,1
0,31,7,2,1,1,0
1,39,5,2,0,0,0
1,47,5,1,0,0,1
1,32,8,2,1,0,0
1,48,4,1,0,0,1
1,27,10,2,0,0,0
0,43,3,1,1,0,0
1,36,6,2,1,1,0
1,37,6,1,1,0,0
1,33,2,1,1,1,0
0,37,0,2,0,0,0
1,39,10,2,1,1,0
1,42,2,2,1,0,0
1,38,8,2,1,1,0
1,39,6,1,0,1,0
0,37,7,1,0,0,0
1,54,6,2,0,1,0
0,36,8,2,0,0,0
0,64,3,1,1,1,1
1,52,5,1,0,1,1
0,29,6,2,0,1,0
0,35,1,1,1,1,0
1,41,8,2,1,1,0
1,51,6,2,0,1,0
0,41,4,1,1,1,0
1,34,8,2,0,0,0
1,35,8,1,1,0,0
1,32,5,1,1,1,0
1,23,8,2,1,0,0
0,26,2,2,1,1,0
0,28,6,2,0,1,0
0,32,1,1,0,1,0
0,37,3,1,0,1,0
0,47,4,1,0,1,1
0,33,9,1,0,1,0
0,34,8,2,1,0,0
0,28,8,1,1,1,0
0,36,4,1,1,1,0
1,38,8,1,1,1,0
1,23,1,2,1,1,0
1,37,5,1,1,0,0
0,33,4,1,1,1,0
1,69,6,1,1,1,0
1,43,7,2,1,1,0
0,42,6,1,1,1,0
0,48,1,1,1,1,0
0,30,2,2,1,1,0
1,25,8,2,1,1,0
1,48,4,1,1,0,1
0,54,2,2,1,1,0
0,52,7,2,0,1,0
1,34,1,1,1,1,0
0,38,8,2,0,1,0
1,34,4,2,1,1,0
0,40,7,1,0,1,1
0,29,10,2,1,1,0
1,37,2,1,1,1,1
0,35,1,2,0,1,0
1,42,0,2,1,1,0
0,43,10,1,0,0,0
1,42,4,2,1,1,0
1,31,6,2,1,1,1
0,40,5,1,0,1,0
0,42,8,2,1,0,0
1,38,1,2,1,0,0
0,37,9,2,1,0,0
1,53,6,1,0,0,1
1,40,8,1,1,1,0
0,42,1,1,1,0,1
0,49,1,2,1,1,1
1,23,5,1,1,0,0
0,44,3,1,1,0,1
0,35,6,1,1,1,0
1,23,10,1,1,1,0
1,23,2,2,1,0,0
0,40,9,2,1,1,0
0,21,8,2,1,1,0
1,28,7,1,0,0,0
1,41,8,1,1,1,0
0,35,6,1,0,1,0
0,34,7,2,1,1,0
1,38,1,2,0,1,0
0,43,8,2,0,0,1
0,42,3,2,1,1,0
1,33,6,1,1,1,0
0,33,4,2,1,0,0
0,37,7,2,1,1,0
1,61,7,1,0,1,0
1,36,7,1,1,1,0
0,39,5,2,1,0,0
1,39,6,2,1,1,0
1,29,3,1,1,0,0
1,36,7,1,1,1,0
0,28,6,2,1,1,0
1,38,4,2,1,0,0
1,27,7,1,1,0,0
1,32,5,1,1,1,0
0,48,8,1,1,0,1
0,42,1,2,0,1,0
1,28,2,1,1,0,0
0,49,8,2,1,0,0
0,42,4,3,1,0,1
0,36,8,1,1,1,0
0,31,1,1,0,1,0
0,31,9,2,1,1,0
0,40,2,2,1,0,0
1,64,4,2,1,1,0
0,39,2,2,1,0,0
0,35,8,1,1,0,0
0,24,0,2,1,1,0
0,49,9,1,1,0,1
1,52,3,1,1,0,1
1,29,3,2,1,1,0
1,77,9,3,1,1,0
0,21,6,1,1,1,0
0,49,4,2,1,1,0
0,40,4,2,0,1,0
1,27,8,2,1,0,0
1,18,10,1,0,1,0
1,43,1,2,0,1,0
1,38,5,1,1,1,1
0,25,4,2,1,0,0
1,38,2,1,1,0,0
0,25,10,2,1,0,0
1,44,3,2,1,0,0
0,28,0,2,1,1,1
1,32,5,1,1,0,0
0,30,9,2,0,1,0
1,46,5,1,1,1,1
1,57,8,1,1,1,1
1,54,1,1,1,1,1
1,30,3,1,1,0,0
1,35,7,1,0,0,0
0,23,5,2,1,1,0
0,33,7,1,1,1,0
0,37,6,2,1,0,0
0,31,0,2,0,0,0
1,39,9,1,1,0,0
1,32,8,2,0,1,0
1,47,5,1,1,0,0
1,53,2,2,0,0,0
1,62,3,1,1,1,0
0,34,4,1,1,0,0
0,37,7,1,1,1,0
0,41,3,1,1,0,0
0,50,5,1,1,0,1
0,45,7,2,1,1,0
0,40,8,1,1,0,0
1,41,4,2,1,0,0
1,34,6,2,0,0,0
1,31,9,1,1,1,1
1,59,5,1,1,1,0
1,56,1,1,1,0,1
1,32,8,2,0,0,0
0,47,9,1,1,0,0
1,31,6,1,1,0,0
0,54,6,3,1,0,1
1,44,2,1,0,1,0
0,31,9,2,1,1,0
0,37,7,2,1,0,0
1,32,0,2,1,1,0
1,40,7,1,0,1,0
0,40,4,1,1,0,1
1,52,4,1,0,1,0
1,42,1,2,0,1,0
0,46,5,1,1,0,1
0,46,8,2,1,1,0
1,24,10,1,0,0,0
0,37,7,2,1,1,0
1,24,3,1,1,0,1
1,41,2,2,1,1,0
0,37,6,2,1,0,0
0,26,1,1,1,1,0
0,42,7,1,1,1,1
1,33,10,2,1,0,0
0,44,8,3,1,0,1
0,40,8,2,1,0,0
0,18,4,1,1,0,0
0,42,1,1,0,0,0
1,39,6,1,1,1,0
0,32,3,2,1,1,0
1,41,0,1,1,0,0
1,52,5,1,1,1,0
0,24,7,1,1,0,0
0,20,0,1,0,0,1
1,36,5,2,1,1,0
1,37,4,1,1,1,0
0,41,1,2,0,1,0
1,35,8,1,1,0,1
1,36,3,2,0,1,0
1,31,8,1,1,1,0
1,23,7,2,0,0,0
0,34,8,1,0,1,0
1,37,9,1,1,1,0
1,34,7,2,0,0,0
1,44,8,2,0,0,0
1,30,8,2,0,0,0
1,51,7,2,1,0,0
0,31,8,2,1,0,0
0,30,8,2,1,0,0
1,50,9,4,1,1,1
1,22,5,2,1,0,0
1,42,1,1,1,0,0
0,29,4,1,0,1,0
1,35,4,1,1,1,0
1,38,0,1,1,0,0
0,40,5,2,1,0,0
0,49,2,1,0,0,0
1,30,2,2,0,1,0
1,28,8,1,1,0,0
1,30,5,2,1,1,0
1,47,1,1,1,1,0
1,44,9,1,1,0,0
1,45,6,1,0,0,0
1,43,9,2,0,1,0
1,33,9,1,1,1,0
0,35,3,1,1,0,1
1,32,8,1,1,0,0
0,57,1,2,1,1,0
0,33,3,2,0,1,0
0,39,7,2,1,0,0
0,30,5,1,1,1,0
1,42,6,2,1,0,0
1,29,5,2,1,0,0
0,37,2,2,0,1,0
1,38,5,1,0,1,0
0,36,4,2,1,1,0
0,40,5,2,0,0,0
1,33,0,2,0,1,0
1,20,7,2,1,0,0
0,44,4,2,1,0,0
1,49,5,1,1,0,0
1,32,7,2,1,1,0
0,21,3,2,1,1,0
1,30,8,1,0,0,0
0,29,0,1,1,0,0
1,39,9,1,1,1,0
1,41,8,1,1,0,0
1,23,7,2,1,0,0
0,42,7,1,0,0,0
0,25,4,2,0,1,0
0,54,1,1,0,0,1
1,40,6,1,1,1,0
0,39,7,1,0,1,0
1,30,2,1,1,0,0
0,59,1,1,0,1,1
1,34,9,1,1,0,0
1,34,2,1,1,0,1
1,42,9,2,1,0,1
0,33,7,2,1,1,0
1,29,7,1,0,0,0
0,41,2,1,1,0,0
0,23,10,2,0,0,0
1,33,5,2,1,0,0
0,52,7,1,0,1,1
1,37,2,2,0,1,0
0,39,1,1,1,1,1
0,30,5,1,1,0,0
1,35,9,2,1,0,0
1,38,5,1,0,1,1
0,36,4,2,1,0,1
0,34,1,1,1,1,0
1,38,7,1,0,0,0
1,40,1,2,1,1,0
1,43,6,2,1,1,0
0,34,3,2,1,1,0
0,48,7,2,1,1,0
1,28,1,2,0,0,0
1,39,2,2,1,1,0
0,36,4,1,0,0,1
1,37,1,1,0,1,0
1,27,4,2,1,1,0
1,34,1,1,0,0,0
1,28,7,2,1,0,0
0,38,8,1,0,0,0
1,38,5,2,0,0,0
1,34,4,1,0,0,0
0,41,5,1,1,1,0
1,36,2,2,1,0,0
1,33,8,2,1,0,0
0,36,0,1,0,0,0
0,35,6,2,0,0,1
1,38,1,2,0,1,0
1,36,8,1,1,1,0
1,40,3,2,1,1,0
1,37,2,2,1,0,1
1,25,1,1,0,0,1
0,43,8,1,0,1,0
0,37,6,2,1,1,0
0,74,3,2,1,1,0
0,35,8,2,1,0,0
1,41,7,1,0,1,0
1,36,1,2,1,1,0
1,38,1,2,1,0,0
0,35,5,1,0,1,0
1,37,9,1,1,0,0
1,44,4,1,1,0,1
0,51,4,3,0,0,1
0,39,10,2,1,1,0
0,59,3,2,1,1,0
1,30,7,1,1,1,0
0,24,8,1,1,0,0
0,26,1,1,0,0,0
1,33,5,1,0,1,0
0,31,7,2,1,0,0
1,38,7,2,0,0,0
0,49,2,1,0,1,1
1,41,5,2,0,0,0
0,50,6,2,1,1,0
0,65,0,2,1,1,0
0,26,0,2,0,1,0
0,33,7,1,1,0,0
1,38,9,2,1,0,0
1,31,2,2,1,1,0
1,32,9,1,1,1,0
1,29,3,1,0,0,0
0,36,3,1,1,0,0
1,32,5,2,1,1,0
1,45,8,2,0,1,0
1,23,9,1,1,1,0
1,35,1,2,0,0,0
0,31,4,1,1,1,0
0,57,8,1,1,1,1
0,37,4,1,1,1,0
1,45,4,1,1,0,1
1,25,9,2,1,1,0
0,22,7,2,0,1,1
0,31,9,2,0,0,0
1,45,8,1,0,0,1
1,37,5,2,1,1,0
0,36,7,2,1,1,0
1,22,0,1,1,0,0
1,32,8,1,1,0,1
0,46,5,2,0,1,0
1,38,6,1,1,1,0
1,31,6,2,1,1,0
1,56,7,2,1,0,1
1,39,0,2,0,0,1
1,54,9,1,1,1,0
0,34,5,1,1,1,0
0,34,3,1,1,0,0
0,35,8,2,1,1,0
0,36,1,2,1,0,0
0,48,2,2,1,1,0
1,36,9,1,0,1,1
0,30,7,1,1,0,0
0,37,0,1,0,1,1
0,35,8,1,0,1,0
0,29,8,2,1,0,0
0,33,5,2,1,1,0
0,52,4,1,1,1,0
1,38,10,1,1,1,0
0,41,4,1,1,0,0
0,36,4,1,0,0,1
0,47,9,1,1,1,1
0,29,2,1,1,0,1
0,29,1,1,1,1,0
1,61,4,2,1,1,0
1,34,9,2,1,1,0
0,28,8,1,1,1,0
0,38,2,2,1,1,0
1,44,9,1,1,0,1
1,25,8,1,1,0,0
1,45,7,1,0,1,0
0,32,7,2,1,1,0
0,70,9,1,1,1,0
0,33,3,1,1,1,0
1,36,8,2,0,1,0
1,33,7,1,1,0,0
1,33,6,2,0,0,0
1,36,2,1,1,0,0
0,50,10,2,1,1,0
0,39,1,1,1,0,0
1,35,5,1,1,1,0
1,31,5,1,0,1,0
1,39,9,4,0,1,1
1,55,9,2,1,0,1
1,35,7,2,1,1,0
1,31,9,1,0,1,0
0,36,9,2,1,0,0
0,36,2,2,1,1,0
1,30,2,2,0,1,0
1,24,7,1,0,1,0
1,35,6,2,1,0,0
1,32,6,2,1,1,0
1,39,7,1,1,1,0
1,34,8,1,1,0,0
1,60,7,2,1,1,0
0,23,9,1,1,1,0
1,33,4,2,1,1,0
0,37,1,2,1,1,0
0,31,8,1,0,0,0
1,34,3,2,1,1,0
0,49,7,1,1,0,0
0,29,7,2,1,1,0
0,38,3,2,0,1,0
0,37,0,2,0,0,0
0,45,5,1,1,1,1
0,30,6,1,1,1,0
0,33,8,1,1,1,0
1,67,5,2,0,1,0
0,33,10,1,1,1,0
1,36,2,2,1,1,0
0,69,1,1,1,1,0
1,20,9,1,1,1,0
0,29,4,2,1,0,0
0,67,3,2,1,1,0
0,48,6,2,1,1,0
0,32,3,2,1,0,0
1,42,0,1,1,1,0
1,41,9,2,1,0,0
0,29,4,1,1,0,1
1,30,6,2,1,1,0
1,31,2,1,1,1,0
1,25,7,1,0,1,0
1,48,1,1,0,0,1
0,40,3,2,1,0,1
0,28,3,2,0,1,0
1,56,7,1,1,1,1
0,31,7,2,0,1,0
0,35,5,1,0,0,1
1,36,9,3,1,0,1
1,36,2,1,1,0,1
1,44,8,1,1,1,0
1,24,3,2,1,0,0
1,31,1,2,0,1,0
1,36,8,2,1,0,0
1,54,3,1,0,0,1
0,40,3,1,1,0,0
1,23,6,2,1,0,0
0,26,4,1,0,0,1
0,56,5,2,1,1,0
1,74,7,1,1,1,0
1,30,5,2,1,0,0
1,39,3,2,1,0,0
0,33,9,2,1,0,0
1,30,3,2,1,0,0
1,38,3,1,0,1,0
1,37,7,1,0,1,0
0,31,7,1,1,0,1
1,44,3,1,1,0,0
1,45,6,1,1,0,0
1,39,6,1,0,0,0
1,39,9,2,1,0,0
1,22,5,1,0,0,1
1,34,3,2,1,1,0
1,52,1,2,1,1,0
1,35,9,2,0,0,0
0,43,2,2,1,1,0
0,37,10,1,1,0,1
1,53,8,1,1,0,1
1,27,9,2,0,1,0
1,21,10,2,0,1,0
1,51,5,2,1,1,0
0,58,3,3,0,1,1
1,55,4,2,1,1,1
1,54,6,1,1,1,1
1,42,6,1,0,0,0
1,33,8,1,1,0,0
0,36,1,1,1,0,0
0,24,5,2,0,0,0
0,52,8,3,1,0,1
1,34,8,2,1,0,0
0,40,5,1,1,0,1
0,33,9,1,0,0,1
0,48,8,1,1,1,0
1,25,5,2,1,1,0
0,39,9,1,0,0,0
0,36,5,2,1,1,0
0,41,10,1,1,0,0
1,26,4,2,1,0,0
0,30,0,1,0,0,0
1,41,4,2,0,0,0
0,33,4,2,1,0,0
0,35,5,2,1,0,0
0,38,6,2,0,0,0
1,35,1,3,0,0,1
1,37,5,2,1,0,0
1,33,8,2,1,1,0
0,30,9,2,1,1,0
0,69,1,1,0,1,0
1,28,6,1,1,0,0
0,40,4,2,1,0,0
0,45,1,2,1,1,0
0,47,9,1,1,0,1
0,41,2,2,0,0,0
1,54,4,1,0,1,1
0,46,8,1,1,0,1
1,28,0,1,1,1,0
1,41,1,2,0,1,0
