Loan Status,Term,Current Loan Amount,Annual Income
1,1,419166,1034303
1,1,218152,1045646
1,1,656106,1699911
1,1,752686,1671525
1,1,762388,3574261
1,1,774708,2102749
1,1,374440,1139658
1,1,647482,1165992
1,1,348722,2817852
1,1,458040,1338626
1,1,645414,1300607
1,1,782562,1930970
1,1,432388,776720
1,1,345246,1080834
1,1,786412,2910705
1,1,275990,994707
1,1,479182,929955
1,1,467170,831478
1,1,400004,2590916
1,1,279048,2002144
1,1,389334,1241802
1,1,479182,929955
1,1,338294,912380
1,1,224950,1457072
1,1,426580,2423697
1,1,359392,3332315
1,1,604736,2704593
1,1,439296,1130956
1,1,344960,674291
1,1,485606,1048458
1,1,773696,2959136
1,1,261118,2198775
1,1,777018,1878948
1,1,563596,3192969
1,1,780318,2032012
1,1,692076,1428173
1,1,515108,1594138
1,1,513040,1319417
1,1,257796,1034360
1,1,779174,1922610
1,1,527692,1708974
1,1,509498,1029857
1,1,622908,1254057
1,1,334158,1731546
1,1,476300,2131553
1,1,521620,1351451
1,1,333960,769120
1,1,625240,1639225
1,1,311872,1063810
1,1,553916,2009174
1,1,759770,2249676
1,1,656370,3779100
1,1,472912,2123763
1,1,388234,670586
1,1,582230,1895326
1,1,766392,1796526
1,1,472912,2123763
1,1,646470,1861050
1,1,295504,1873020
1,1,486112,2169933
1,1,500896,1345827
1,1,778624,2324745
1,1,263846,835506
1,1,500896,1345827
1,1,525624,2572372
1,1,569624,1359792
1,1,656370,3779100
1,1,463848,2479880
1,1,325974,1088548
1,1,401896,785878
1,1,657162,1608065
1,1,734910,3886830
1,1,449856,2719584
1,1,558382,1700443
1,1,553916,2009174
1,1,532972,1848624
1,1,532972,1848624
1,1,391644,1578444
1,1,617606,1466800
1,1,656304,1768444
1,1,646470,1861050
1,1,463056,1713933
1,1,286220,1120069
1,1,269720,1844178
1,1,754688,2793285
1,1,243342,1060561
1,1,439032,1080625
1,1,618090,1525168
1,1,754688,2793285
1,1,429462,938980
1,1,356532,1886016
1,1,358402,2321496
1,1,450912,2102882
1,1,482944,2034121
1,1,760078,1482380
1,1,351340,1289549
1,1,698742,1529652
1,1,221672,959557
1,1,264880,2897538
1,1,557040,967005
1,1,230362,1630029
1,1,557040,967005
1,1,549406,1390154
1,1,334004,1346093
1,1,546656,1170818
1,1,464596,1184593
1,1,605528,1718284
1,1,230362,1630029
1,1,403612,1568545
1,1,442068,954465
1,1,463364,1385233
1,1,258896,1024841
1,1,450516,914337
1,1,394174,1682754
1,1,548020,1609186
1,1,372592,949240
1,1,386584,758784
1,1,563486,1790826
1,1,286308,1331463
1,1,661100,1190065
1,1,393426,1698885
1,1,261184,1409762
1,1,551100,1998990
1,1,356708,770184
1,1,438174,1242296
1,1,519552,3084840
1,1,440264,1178703
1,1,341616,1396082
1,1,760078,1482380
1,1,673992,1097915
1,1,326040,1126320
1,1,279796,1238933
1,1,539836,2039688
1,1,456192,1174352
1,1,415074,1886700
1,1,450736,1751724
1,1,656304,1768444
1,1,256938,1123907
1,1,779790,2501369
1,1,657492,1288580
1,1,563486,1790826
1,1,758076,2244660
1,1,372592,949240
1,1,320628,1235323
1,1,490534,1891260
1,1,551100,1998990
1,1,472054,1604341
1,1,450912,2102882
1,1,263846,835506
1,1,768856,1745378
1,1,314226,3004489
1,1,558382,1700443
1,1,490534,1891260
1,1,463056,1713933
1,1,352484,1113058
1,1,438042,1560812
1,1,522412,1691874
1,1,312950,602775
1,1,525624,1409135
1,1,223014,1926030
1,1,286308,1331463
1,1,617606,1466800
1,1,450736,1751724
1,1,544566,1599021
1,1,223322,1350083
1,1,442068,954465
1,1,758076,2244660
1,1,341616,1396082
1,1,759770,2249676
1,1,661760,2405400
1,1,448602,1603182
1,1,717090,1393441
1,1,448602,1603182
1,1,222024,882037
1,1,322718,1802264
1,1,544566,1599021
1,1,264902,653638
1,1,264880,2897538
1,1,243342,1060561
1,1,291016,676647
1,1,271282,825740
1,1,657492,1288580
1,1,328680,1059288
1,1,347842,844911
1,1,223322,1350083
1,1,386584,758784
1,1,443938,1089023
1,1,358754,2116239
1,1,768856,1745378
1,1,496892,1928690
1,1,778250,2304396
1,1,539836,2039688
1,1,498806,1162553
1,1,672078,1354339
1,1,525624,2572372
1,1,778624,2324745
1,1,296472,703076
1,1,388234,670586
1,1,290752,1004378
1,1,568414,1116744
1,1,556160,3266176
1,1,501138,1518632
1,1,444840,916275
1,1,434236,1828237
1,1,208582,1262797
1,1,692054,1336650
1,1,354354,1032878
1,1,208582,1262797
1,1,331254,1621137
1,1,507782,1048021
1,1,552970,1432695
1,1,692054,1336650
1,1,347908,845082
1,1,653796,3952494
1,1,540628,1459067
1,1,365750,1108327
1,1,784784,1742832
1,1,405328,792566
1,1,312092,540930
1,1,485694,1143990
1,1,611666,1151514
1,1,379258,748676
1,1,431750,1051688
1,1,337062,1261429
1,1,510642,1764036
1,1,487322,1670499
1,1,536712,2064312
1,1,326766,564414
1,1,786478,1746594
1,1,310200,800014
1,1,259908,1627388
1,1,432828,1420459
1,1,437888,1418160
1,1,758230,2656713
1,1,267322,1070954
1,1,485342,941925
1,1,507848,1253164
1,1,392238,846887
1,1,663102,1485154
1,1,485342,941925
1,1,268268,2471406
1,1,443036,1243531
1,1,351406,1351413
1,1,322784,1092728
1,1,548746,1459637
1,1,435908,1411757
1,1,487322,1670499
1,1,370590,1152597
1,1,247522,614042
1,1,393624,2077460
1,1,437888,1418160
1,1,421080,2334150
1,1,267322,1070954
1,1,339460,1221548
1,1,617782,2038890
1,1,259908,1627388
1,1,269500,2521376
1,1,491986,1279118
1,1,750750,3241875
1,1,737902,1602859
1,1,411136,1112526
1,1,701624,2138070
1,1,218460,528276
1,1,737902,1602859
1,1,706024,1365720
1,1,445588,2501369
1,1,360822,678509
1,1,526680,1099245
1,1,339460,1221548
1,1,688886,1340032
1,1,496034,1192041
1,1,354354,1032878
1,1,437008,1415310
1,1,617188,1771940
1,1,667524,1767931
1,1,382294,753084
1,1,217184,787778
1,1,673552,4691100
1,1,755986,2159768
1,1,436766,1062898
1,1,393624,2077460
1,1,421762,1422872
1,1,668382,1539304
1,1,665940,2166323
1,1,706024,1365720
1,1,663102,1485154
1,1,269500,2521376
1,1,653796,3952494
1,1,585090,2679114
1,1,263692,721126
1,1,497530,1348905
1,1,552970,1432695
1,1,472340,4856400
1,1,233618,1214252
1,1,262064,1093963
1,1,174966,849965
1,1,441496,1525168
1,1,585090,2679114
1,1,268268,2471406
1,1,253660,643473
1,1,758230,2656713
1,1,331254,1621137
1,1,431750,1051688
1,1,755986,2159768
1,1,485694,1143990
1,1,286000,1140000
1,1,501138,1518632
1,1,611666,1151514
1,1,605770,2242152
1,1,658482,2968560
1,1,405900,1012700
1,1,217184,787778
1,1,329450,1517416
1,1,647988,2182549
1,1,617782,2038890
1,1,604780,1249839
1,1,322784,1092728
1,1,374176,1710741
1,1,351406,1351413
1,1,382294,753084
1,1,360822,678509
1,1,472340,4856400
1,1,510642,1764036
1,1,566852,1275470
1,1,539000,2234400
1,1,381612,1074982
1,1,464134,3244858
1,1,536712,2064312
1,1,548746,1459637
1,1,496342,1304597
1,1,647130,1248186
1,1,262064,1093963
1,1,365750,1108327
1,1,746372,2302116
1,1,346544,972686
1,1,200882,1044639
1,1,516538,2323472
1,1,217822,1266540
1,1,378576,732982
1,1,389708,804004
1,1,269852,4039742
1,1,261866,1055374
1,1,398970,2354537
1,1,324236,1456065
1,1,439296,1337448
1,1,743666,2512978
1,1,523182,1270948
1,1,608982,2441842
1,1,550110,1976399
1,1,332178,1243151
1,1,452804,874418
1,1,449944,1437768
1,1,352990,1207887
1,1,756228,1865990
1,1,351516,853803
1,1,765160,1925783
1,1,269852,4039742
1,1,446512,2060436
1,1,263120,1514984
1,1,755150,1546562
1,1,429990,1028356
1,1,470492,1064228
1,1,265474,1389527
1,1,200882,1044639
1,1,433840,1582548
1,1,760760,2158780
1,1,294712,1047014
1,1,548570,1610801
1,1,335500,1368000
1,1,233046,1476015
1,1,259512,747080
1,1,749650,2822032
1,1,378136,857888
1,1,345730,1626951
1,1,445280,886198
1,1,556358,1366423
1,1,332178,1243151
1,1,745404,3284150
1,1,650166,2246028
1,1,329054,947245
1,1,563530,1401649
1,1,331826,2407167
1,1,626472,1449225
1,1,539792,2524986
1,1,780010,2174911
1,1,378136,857888
1,1,294712,1047014
1,1,471790,1641049
1,1,550110,1976399
1,1,320584,1167759
1,1,528528,1445444
1,1,433840,1582548
1,1,540826,1985101
1,1,610588,1751458
1,1,561726,1455362
1,1,645084,2785590
1,1,449944,1437768
1,1,239844,1937031
1,1,534798,1750641
1,1,391358,1224531
1,1,378576,732982
1,1,605660,2988928
1,1,565158,977132
1,1,743886,1441530
1,1,525888,1135440
1,1,331826,2407167
1,1,391358,1224531
1,1,269236,1162572
1,1,501050,1923180
1,1,745404,3284150
1,1,542476,1499176
1,1,556358,1366423
1,1,744964,1896694
1,1,614526,1800668
1,1,263846,740563
1,1,650166,2246028
1,1,774708,2293908
1,1,243518,721392
1,1,788788,2140996
1,1,774312,2674896
1,1,548966,1024043
1,1,543400,1356068
1,1,368786,907839
1,1,109120,848084
1,1,351516,853803
1,1,259512,747080
1,1,217822,1266540
1,1,563530,1401649
1,1,356884,1426482
1,1,757152,2578205
1,1,757152,1868270
1,1,768394,2464813
1,1,533874,2082248
1,1,471790,1641049
1,1,537130,1707169
1,1,768394,2464813
1,1,261866,1055374
1,1,537130,1707169
1,1,627770,1936290
1,1,774708,2293908
1,1,267388,1058376
1,1,546700,1903705
1,1,614526,1800668
1,1,760760,2158780
1,1,746372,2302116
1,1,239844,1937031
1,1,788788,2140996
1,1,329208,966682
1,1,675576,2022626
1,1,756228,1865990
1,1,176176,2003721
1,1,523182,1270948
1,1,345730,1626951
1,1,243518,721392
1,1,498960,964896
1,1,451924,2769288
1,1,534798,1750641
1,1,344212,1300607
1,1,470492,1064228
1,1,542476,1499176
1,1,352990,1207887
1,1,424754,2069309
1,1,540826,1985101
1,1,565158,977132
1,1,448888,1453785
1,1,437690,969969
1,1,762696,6906766
1,1,588962,1412897
1,1,438020,1149234
1,1,248270,1023815
1,1,107382,899232
1,1,247038,930962
1,1,577830,1530963
1,1,756998,1587716
1,1,606584,1975050
1,1,399806,1074222
1,1,306526,917073
1,1,506088,874152
1,1,601458,1743858
1,1,247038,930962
1,1,660308,1335054
1,1,328878,1567842
1,1,447436,772844
1,1,554136,1493115
1,1,468600,3680889
1,1,659802,1519544
1,1,761156,3770208
1,1,666864,3801121
1,1,360536,1349266
1,1,431156,785764
1,1,439076,1554732
1,1,240262,1018989
1,1,676918,1818794
1,1,311058,805904
1,1,763378,1977843
1,1,756074,3693904
1,1,560846,1704946
1,1,451044,2133225
1,1,764302,2017952
1,1,263956,864329
1,1,763840,2073280
1,1,445720,1343433
1,1,447436,772844
1,1,248248,1627122
1,1,331892,1050966
1,1,787402,1554352
1,1,369754,1122501
1,1,388366,1304331
1,1,788018,1944460
1,1,664818,3157895
1,1,559416,1893844
1,1,762696,6906766
1,1,440396,1064950
1,1,773476,1374156
1,1,484506,1286927
1,1,672342,2032316
1,1,271458,621319
1,1,519816,1111101
1,1,606584,1975050
1,1,563750,1752750
1,1,773542,2672236
1,1,263956,864329
1,1,740894,2520635
1,1,664818,3157895
1,1,563750,1752750
1,1,251130,1432448
1,1,553630,1989034
1,1,334400,1060485
1,1,763994,4035600
1,1,323642,1397507
1,1,763378,1977843
1,1,754534,2978896
1,1,763994,4035600
1,1,563486,1085584
1,1,544170,1127916
1,1,540320,2295865
1,1,510488,3017732
1,1,434764,938695
1,1,314996,965333
1,1,540320,2295865
1,1,760144,2700983
1,1,432586,943445
1,1,767690,2273160
1,1,397342,953230
1,1,420904,1311646
1,1,526988,1422302
1,1,240262,1018989
1,1,613096,2363847
1,1,393316,1868213
1,1,434764,938695
1,1,495352,1764720
1,1,331892,1050966
1,1,672342,2032316
1,1,754534,2978896
1,1,495352,1764720
1,1,515174,1334750
1,1,625614,1842810
1,1,314996,965333
1,1,604296,2329875
1,1,553630,1989034
1,1,311058,805904
1,1,280082,1674603
1,1,659802,1519544
1,1,431596,2012803
1,1,520608,3184780
1,1,625614,1842810
1,1,223674,1931730
1,1,214874,567853
1,1,440704,1332128
1,1,304304,969228
1,1,519816,1111101
1,1,577830,1530963
1,1,773542,2672236
1,1,136906,685596
1,1,445500,1572744
1,1,388366,1304331
1,1,428274,1637458
1,1,432916,1542268
1,1,280082,1674603
1,1,468600,3680889
1,1,397342,953230
1,1,597476,1167455
1,1,251130,1432448
1,1,268708,1074963
1,1,524832,1594290
1,1,760606,2252184
1,1,328372,743451
1,1,334400,1060485
1,1,760144,2700983
1,1,545006,1331444
1,1,347886,718485
1,1,366212,1058509
1,1,381326,891138
1,1,370524,730816
1,1,545006,1331444
1,1,231704,469737
1,1,335346,1081233
1,1,257796,752533
1,1,224114,929062
1,1,364430,1311380
1,1,389466,1214632
1,1,385836,834233
1,1,516648,1896333
1,1,268774,1392757
1,1,527428,2254008
1,1,179806,1067572
1,1,332706,1047603
1,1,353760,954750
1,1,561242,1882919
1,1,466532,2398275
1,1,450076,1082145
1,1,659274,1667117
1,1,571472,1445957
1,1,341528,945345
1,1,291874,1163370
1,1,402622,1255634
1,1,179806,1067572
1,1,250338,868680
1,1,215930,1025677
1,1,762916,1477782
1,1,422796,921367
1,1,385836,834233
1,1,165198,654341
1,1,668910,1925650
1,1,411730,1160330
1,1,274560,1035082
1,1,647394,1427223
1,1,439560,1138860
1,1,441452,1143762
1,1,414458,1677852
1,1,763840,2186368
1,1,593692,1652772
1,1,439164,1517112
1,1,492008,1358975
1,1,108152,953135
1,1,352176,1368684
1,1,282216,937460
1,1,335346,1081233
1,1,351076,1085869
1,1,536932,2415147
1,1,266904,758385
1,1,415998,908808
1,1,314996,1165878
1,1,448360,1086154
1,1,246312,543020
1,1,439164,1517112
1,1,613976,3029968
1,1,257554,1130728
1,1,347886,718485
1,1,448162,1250067
1,1,274560,1035082
1,1,440352,1178950
1,1,561242,1882919
1,1,326480,1033828
1,1,570570,1295268
1,1,330858,761976
1,1,668910,1925650
1,1,282524,864576
1,1,763840,2186368
1,1,250338,868680
1,1,294910,1516523
1,1,449746,1105857
1,1,438658,1101734
1,1,308946,1334123
1,1,514184,890929
1,1,352176,1368684
1,1,268774,1392757
1,1,215930,1025677
1,1,248028,1013650
1,1,418462,1017469
1,1,364430,1311380
1,1,165198,654341
1,1,492008,1358975
1,1,433532,1375695
1,1,521378,1164510
1,1,444444,1151514
1,1,326480,1033828
1,1,387970,1396082
1,1,559680,1585417
1,1,516648,1896333
1,1,450076,1082145
1,1,108152,953135
1,1,267916,964060
1,1,658900,1506168
1,1,389950,1029021
1,1,774312,1413866
1,1,655776,1359241
1,1,437932,1512856
1,1,406692,839021
1,1,219890,604656
1,1,433532,1375695
1,1,286022,494019
1,1,263604,986518
1,1,448976,1105097
1,1,406692,839021
1,1,613976,3029968
1,1,659274,1667117
1,1,645150,1426368
1,1,542960,3751360
1,1,763070,1977045
1,1,516978,1261809
1,1,624250,2672540
1,1,630784,3696640
1,1,431640,2120229
1,1,527098,1595563
1,1,516978,1261809
1,1,659010,1283944
1,1,558140,1687105
1,1,772618,2673813
1,1,787094,2835579
1,1,326942,1091759
1,1,788172,2820018
1,1,235312,903184
1,1,530068,2288892
1,1,219340,1884838
1,1,522126,1842050
1,1,345246,1162838
1,1,392150,1395645
1,1,458216,1130652
1,1,257708,1228578
1,1,261646,1167512
1,1,524414,943540
1,1,648516,2800410
1,1,278278,1007855
1,1,436480,1526688
1,1,443124,2277055
1,1,606122,1744884
1,1,770154,1805361
1,1,257708,1228578
1,1,433070,1010876
1,1,626538,2222373
1,1,606122,1744884
1,1,670296,1659498
1,1,235312,903184
1,1,439780,1139430
1,1,215666,1508676
1,1,390016,939550
1,1,760848,1689651
1,1,777854,3742791
1,1,315260,2333808
1,1,369996,777024
1,1,336204,1432429
1,1,376904,758100
1,1,396154,1520608
1,1,405196,855399
1,1,789184,1596798
1,1,669438,2312604
1,1,663564,2101286
1,1,680922,1431840
1,1,555456,2284332
1,1,766238,2079759
1,1,542080,1226583
1,1,759836,1349950
1,1,766238,2079759
1,1,439780,1139430
1,1,789184,1596798
1,1,315260,2333808
1,1,542080,1226583
1,1,436480,1526688
1,1,484264,912646
1,1,558140,1687105
1,1,355564,2686866
1,1,353716,1431992
1,1,515746,2041512
1,1,647196,1578805
1,1,355520,1343300
1,1,525624,1371306
1,1,278278,1007855
1,1,760606,2289728
1,1,408584,2225660
1,1,630784,3696640
1,1,446292,2794406
1,1,527098,1595563
1,1,556996,1924130
1,1,291896,1186759
1,1,763070,1751097
1,1,261646,1167512
1,1,327206,1582434
1,1,484264,912646
1,1,445478,2281995
1,1,446292,2794406
1,1,353716,1431992
1,1,530860,1146156
1,1,663564,2101286
1,1,770154,1805361
1,1,753610,2324422
1,1,753610,2324422
1,1,327206,1582434
1,1,397496,866476
1,1,772618,2673813
1,1,698368,1420288
1,1,756690,2688671
1,1,693770,1337733
1,1,572506,1426292
1,1,672474,1742319
1,1,627946,2792943
1,1,364914,926915
1,1,680922,1431840
1,1,458216,1130652
1,1,522126,1842050
1,1,756690,2688671
1,1,272690,1318828
1,1,379610,967100
1,1,544566,2633666
1,1,467456,4133203
1,1,379610,967100
1,1,337832,875273
1,1,493526,1553440
1,1,763466,1507080
1,1,223190,1037932
1,1,268224,1772111
1,1,767008,2271108
1,1,653862,1694097
1,1,223190,1037932
1,1,501534,1504952
1,1,525250,1833424
1,1,259820,841491
1,1,757218,3269805
1,1,402534,1487149
1,1,765688,1889360
1,1,648582,1363003
1,1,328196,989178
1,1,405702,1070612
1,1,403282,1325440
1,1,297132,660991
1,1,542256,2285320
1,1,517550,1396785
1,1,469282,1108840
1,1,771936,2083806
1,1,608432,4222427
1,1,661188,4358828
1,1,552486,1526840
1,1,751762,1669473
1,1,541486,1795728
1,1,220484,856881
1,1,557414,1189343
1,1,333036,943407
1,1,358644,1115414
1,1,789096,1758241
1,1,338030,973085
1,1,403282,1325440
1,1,536184,1350615
1,1,430342,2516436
1,1,545226,1026494
1,1,737792,1352610
1,1,784014,1934580
1,1,764918,1793087
1,1,322014,815765
1,1,598928,1915770
1,1,648582,1363003
1,1,518496,1865800
1,1,537658,2708678
1,1,388784,932710
1,1,333036,943407
1,1,754996,5216260
1,1,149072,716509
1,1,500192,1784252
1,1,525250,1833424
1,1,737088,1449111
1,1,501534,1504952
1,1,515636,1634722
1,1,572616,1119708
1,1,539594,1013688
1,1,514910,1111728
1,1,421674,2086447
1,1,441716,1384530
1,1,345048,1076654
1,1,268224,1772111
1,1,559460,1256242
1,1,619828,1747373
1,1,764918,1793087
1,1,517550,1396785
1,1,315480,778468
1,1,301598,1593720
1,1,536976,1354130
1,1,192324,1370603
1,1,279796,925034
1,1,232980,804878
1,1,784014,1934580
1,1,225368,739613
1,1,328196,989178
1,1,469282,1108840
1,1,493526,1553440
1,1,445368,1788565
1,1,573166,1126092
1,1,527956,1462848
1,1,436480,3958080
1,1,281578,871036
1,1,297132,660991
1,1,518496,1865800
1,1,372196,1243645
1,1,107690,1394942
1,1,238304,935465
1,1,782474,1930780
1,1,651618,1727442
1,1,603724,1373890
1,1,390544,1488688
1,1,603724,1373890
1,1,465168,1116801
1,1,266948,1152768
1,1,436128,1713781
1,1,606936,1628699
1,1,472912,1633715
1,1,336292,660079
1,1,390808,995809
1,1,372196,1243645
1,1,336292,660079
1,1,378642,857413
1,1,107690,1394942
1,1,437074,862277
1,1,443498,856463
1,1,555720,1142736
1,1,331914,716661
1,1,299618,576080
1,1,311740,872594
1,1,225302,1002155
1,1,491216,1827116
1,1,468446,1011427
1,1,219362,1079865
1,1,333674,1344763
1,1,438768,852606
1,1,337238,2146981
1,1,331760,1528056
1,1,344366,836456
1,1,344718,1339690
1,1,771694,6188585
1,1,329824,1781972
1,1,431992,3021988
1,1,782012,1640194
1,1,748154,3076784
1,1,555720,1142736
1,1,262416,717668
1,1,562166,2136189
1,1,657162,2525594
1,1,616814,1213758
1,1,540386,904172
1,1,657162,2525594
1,1,262416,717668
1,1,224246,720822
1,1,390544,1488688
1,1,437074,862277
1,1,270160,505514
1,1,518848,975954
1,1,592306,1165992
1,1,356466,962065
1,1,375144,745446
1,1,409574,1318828
1,1,390808,995809
1,1,344718,1339690
1,1,562650,1166220
1,1,562650,1166220
1,1,440748,799349
1,1,227546,685159
1,1,727826,3752367
1,1,748154,3076784
1,1,315524,875862
1,1,331870,651814
1,1,224246,720822
1,1,295130,675849
1,1,331760,1528056
1,1,331914,716661
1,1,518848,975954
1,1,333806,1441397
1,1,592306,1165992
1,1,227546,685159
1,1,215050,705755
1,1,295130,675849
1,1,468446,1011427
1,1,760078,1711482
1,1,769230,2799707
1,1,440528,2092508
1,1,760386,2063875
1,1,456016,1127916
1,1,406758,904096
1,1,517484,1489752
1,1,769230,2799707
1,1,605440,1075438
1,1,783090,2108297
1,1,520498,1781991
1,1,756228,1492792
1,1,770924,1712052
1,1,785488,1783131
1,1,451110,1311114
1,1,767470,1514984
1,1,537570,1207089
1,1,469084,1498720
1,1,451462,1593359
1,1,565774,1804126
1,1,763620,4145306
1,1,660858,1902470
1,1,440528,2092508
1,1,572528,1431574
1,1,772618,2383075
1,1,600776,1945733
1,1,772618,2383075
1,1,701536,3022729
1,1,786632,1746936
1,1,562782,1121646
1,1,600776,1945733
1,1,591096,1155846
1,1,542366,1873590
1,1,715396,2583715
1,1,555610,2226477
1,1,525140,1606279
1,1,326612,2068473
1,1,557436,1964163
1,1,585420,1150146
1,1,525140,1606279
1,1,638242,1315769
1,1,648252,1492944
1,1,715396,2583715
1,1,585420,1150146
1,1,760386,2063875
1,1,731786,4435113
1,1,572528,1431574
1,1,139524,941298
1,1,606584,2301242
1,1,783244,1836046
1,1,660858,1902470
1,1,410630,1850258
1,1,343948,798285
1,1,542366,1873590
1,1,769010,2011378
1,1,692802,2000681
1,1,537570,1207089
1,1,284196,1342236
1,1,343948,798285
1,1,648978,1681443
1,1,786632,1746936
1,1,440396,1673501
1,1,606584,2301242
1,1,441936,2328203
1,1,756228,1492792
1,1,608432,10275770
1,1,406758,904096
1,1,638242,1315769
1,1,329120,1515896
1,1,469678,2250246
1,1,483098,1467978
1,1,333168,1163750
1,1,761222,3287095
1,1,789096,2433900
1,1,786104,2715594
1,1,568392,1906916
1,1,314468,921462
1,1,505252,975555
1,1,622468,3647905
1,1,519024,2222563
1,1,555830,1490987
1,1,761222,3287095
1,1,530332,1240434
1,1,267388,1305832
1,1,469678,2250246
1,1,560098,1116288
1,1,439384,1062518
1,1,361064,1299277
1,1,363858,806911
1,1,343486,927010
1,1,226798,1198083
1,1,776314,1909842
1,1,282282,1199869
1,1,648846,1285274
1,1,605858,1138518
1,1,606760,1003428
1,1,221980,1150260
1,1,287804,2000054
1,1,356466,1924130
1,1,646030,3504816
1,1,667062,2400422
1,1,263340,2084775
1,1,429066,928720
1,1,774554,2771264
1,1,534534,2249676
1,1,248006,1625507
1,1,627154,2089145
1,1,784322,3483612
1,1,257796,1049579
1,1,512116,1112640
1,1,333168,1016671
1,1,511390,1177772
1,1,288398,754756
1,1,226798,1198083
1,1,753148,1709715
1,1,545996,945915
1,1,455576,1311513
1,1,498014,979279
1,1,545050,2353625
1,1,759374,1536492
1,1,654192,2207211
1,1,535458,2745557
1,1,526636,1516048
1,1,512732,1138385
1,1,445280,1504439
1,1,709148,2488031
1,1,397298,767828
1,1,774994,1499138
1,1,772618,2287752
1,1,266618,1601111
1,1,393250,1940660
1,1,753830,1488080
1,1,771848,2856840
1,1,622468,3647905
1,1,667062,2400422
1,1,570196,1575442
1,1,230604,1640707
1,1,393096,1125142
1,1,381788,1435241
1,1,449284,1122235
1,1,784630,2555652
1,1,221936,781964
1,1,558360,1060884
1,1,366630,901930
1,1,431728,1454146
1,1,757306,1569666
1,1,304018,1312843
1,1,391688,845690
1,1,765314,5060935
1,1,256498,1041352
1,1,477620,2643641
1,1,96822,586283
1,1,664752,2583468
1,1,434610,895508
1,1,260480,693652
1,1,668778,2791651
1,1,527428,1290575
1,1,433840,2060740
1,1,425568,737333
1,1,388366,1024841
1,1,329120,1515896
1,1,602206,3006541
1,1,388432,1565524
1,1,671836,1310183
1,1,435028,751412
1,1,521620,1368570
1,1,434610,895508
1,1,788942,3504132
1,1,335082,964630
1,1,286792,870732
1,1,653862,1882330
1,1,218724,1662310
1,1,438988,850896
1,1,344916,893665
1,1,444532,863816
1,1,319594,2300064
1,1,537988,1043898
1,1,221980,1150260
1,1,443344,2728077
1,1,261712,1498644
1,1,188144,749208
1,1,664752,2583468
1,1,360382,1186588
1,1,703516,2000111
1,1,464772,1892286
1,1,555390,1304654
1,1,324786,2748863
1,1,420838,2934113
1,1,402820,773072
1,1,242792,1077300
1,1,539880,1958292
1,1,674564,1785335
1,1,446864,1061302
1,1,467874,808469
1,1,222728,577068
1,1,755766,2610790
1,1,774400,2579630
1,1,366278,1016063
1,1,263472,1023948
1,1,630344,1963707
1,1,646030,3504816
1,1,477620,2643641
1,1,759000,3183811
1,1,516494,1393935
1,1,779328,1711463
1,1,308748,895147
1,1,652806,2255148
1,1,783860,2040581
1,1,755062,2235768
1,1,242286,1307789
1,1,376728,956935
1,1,784322,3483612
1,1,554246,1177506
1,1,514272,2202100
1,1,765314,5060935
1,1,393030,1282310
1,1,455950,972268
1,1,397958,956783
1,1,789096,2433900
1,1,439164,1272335
1,1,393250,1940660
1,1,755062,2235768
1,1,400356,825987
1,1,393866,2078714
1,1,333168,1163750
1,1,668778,2791651
1,1,706882,4273442
1,1,153164,507300
1,1,781550,1542800
1,1,346764,1740666
1,1,755062,2235768
1,1,758450,2339375
1,1,445478,932710
1,1,438988,1232169
1,1,434500,1238325
1,1,546986,2388015
1,1,346764,1740666
1,1,527428,1290575
1,1,228932,1102665
1,1,621984,3165419
1,1,443652,1264412
1,1,361064,1299277
1,1,549406,1442404
1,1,364232,1220066
1,1,708884,1738386
1,1,549406,1442404
1,1,781550,1542800
1,1,789184,4381457
1,1,570262,1603030
1,1,758450,2339375
1,1,324764,1009679
1,1,324324,1717942
1,1,360382,1186588
1,1,397298,767828
1,1,630344,1963707
1,1,534534,2249676
1,1,346434,1121988
1,1,763070,2074952
1,1,755062,2235768
1,1,263384,1326941
1,1,244596,538916
1,1,370458,1114464
1,1,596992,1031168
1,1,439384,1062518
1,1,630476,1541223
1,1,353584,1765404
1,1,263472,841909
1,1,653532,3524215
1,1,258808,1124990
1,1,624448,1444532
1,1,307978,892905
1,1,443740,1341305
1,1,788942,1557392
1,1,310398,1072303
1,1,356576,858078
1,1,624448,1444532
1,1,443652,1264412
1,1,568282,1496820
1,1,517968,2385792
1,1,511390,1177772
1,1,531762,2319444
1,1,314468,921462
1,1,316734,1234753
1,1,370458,1114464
1,1,772156,1627065
1,1,615252,1745910
1,1,789184,4381457
1,1,753148,1709715
1,1,219846,379734
1,1,390786,674975
1,1,432718,1463171
1,1,401434,1142964
1,1,442860,1568127
1,1,784630,2555652
1,1,380996,851637
1,1,777546,2979618
1,1,218724,1662310
1,1,392920,1696662
1,1,756228,2052589
1,1,319594,2300064
1,1,453332,2494947
1,1,768548,2370497
1,1,446600,1446375
1,1,266618,1601111
1,1,630476,1541223
1,1,263032,522006
1,1,523644,1131792
1,1,478192,1220180
1,1,671836,1310183
1,1,343486,927010
1,1,652806,2255148
1,1,357148,1927740
1,1,308748,895147
1,1,441760,2155588
1,1,449988,1165878
1,1,458018,1695294
1,1,445192,1441815
1,1,388432,1565524
1,1,778558,2497417
1,1,546150,1226355
1,1,759374,1536492
1,1,640684,1528645
1,1,439428,1916720
1,1,523644,1131792
1,1,380996,851637
