churn,months,totcalls,totmou,d0alband
0,20,1614,3681,1
0,20,680,1943,1
1,20,1506,4112,1
0,22,8826,33870,1
1,20,2000,3634,0
0,22,208,412,0
0,26,1195,3733,1
1,20,1006,2760,1
0,20,4579,9030,1
0,26,8946,38632,1
0,22,7075,16433,1
0,26,1315,12198,1
0,24,2449,5160,1
1,26,12190,26817,1
1,24,464,1178,1
1,20,926,2430,0
1,20,6831,14146,1
1,22,57,95,1
0,22,1916,5232,1
0,20,3469,11180,1
0,26,12129,23013,1
0,22,2944,6002,1
1,24,3798,11618,1
0,20,9138,16738,1
1,22,1505,2739,1
0,26,2968,7391,0
1,20,4103,7263,0
1,24,25813,48838,1
1,26,3954,20836,1
1,22,855,1750,0
1,24,9706,22601,1
1,20,2172,5122,1
1,22,1696,4057,0
0,24,2098,6361,1
1,20,2414,5718,1
0,24,1086,2295,1
0,24,460,1120,0
1,24,1037,3572,0
1,24,2125,6738,0
1,22,2329,3725,1
1,20,2679,5157,1
0,20,1672,4487,1
0,20,2959,5267,1
1,20,3483,7299,0
1,24,450,2193,1
1,20,1141,2629,0
1,24,1991,6909,1
1,24,5366,13330,1
0,24,2609,5408,1
0,20,2040,4952,1
0,20,446,879,0
1,22,6268,13207,1
1,24,4681,9561,1
1,22,506,969,1
1,22,114,376,1
1,24,4037,20778,1
1,26,13181,33103,0
0,24,1882,4279,1
1,20,996,1522,1
0,26,3972,11023,0
1,24,2139,7857,1
1,24,1228,5640,0
1,22,2512,3747,0
1,20,53,70,0
0,26,1010,4255,1
1,20,316,477,1
1,20,553,1416,1
1,26,3964,10528,1
1,20,3991,7981,0
1,22,1815,6802,1
1,24,2376,5690,1
1,26,2028,5511,0
1,20,1456,4457,1
1,24,805,1972,1
0,24,1581,5169,1
1,26,2058,6738,1
1,20,1813,9774,1
1,22,3352,13911,1
0,24,4882,11554,1
0,26,7500,20052,1
1,25,3475,6452,0
0,20,8305,15989,0
0,26,10784,21902,0
1,24,890,1671,1
1,20,7297,21896,1
0,26,2273,4287,0
0,20,1911,6877,1
0,20,1301,3847,0
0,22,2025,4220,1
0,26,4842,8927,1
1,24,2051,4463,1
1,22,879,1399,0
0,22,313,1880,0
0,26,1595,5531,0
0,24,1429,5797,0
0,22,4868,9468,1
1,20,1021,1480,0
0,22,2336,5738,1
1,24,8776,18313,1
1,26,3839,8852,0
0,20,2623,10519,1
1,22,1787,3348,1
1,24,7589,14419,1
1,20,2387,8889,1
1,24,11300,18419,1
0,20,419,924,1
0,24,3439,11480,1
0,22,9228,20797,1
0,26,953,2334,1
1,22,3051,8022,0
1,20,600,1474,1
0,24,11759,29842,0
0,24,6960,21777,0
1,22,1507,6265,0
0,20,107,269,1
0,20,302,629,1
0,20,3642,8673,0
1,26,533,1747,1
0,20,4749,11714,1
0,20,2207,4207,1
0,22,5556,13116,1
0,24,4232,22490,1
1,20,2359,7578,1
1,26,117,199,1
0,22,4010,8188,1
0,20,2574,6392,1
0,24,232,436,0
0,24,2468,5369,0
1,24,8909,28419,1
1,20,2099,5419,1
0,20,3460,9414,0
1,20,4472,17862,1
0,20,1373,3446,1
1,22,2286,14346,1
1,20,2477,6023,0
1,20,345,2146,0
1,22,8523,25351,0
0,20,3498,7830,1
0,26,6671,14409,1
1,20,585,3032,0
1,20,1589,2725,0
0,24,199,577,1
0,24,485,2125,0
1,24,991,2348,1
0,20,513,1007,0
0,20,2959,5356,1
0,20,3538,11588,1
1,20,767,1983,1
0,24,156,237,0
1,22,967,2702,1
0,24,750,4297,1
0,20,362,2160,1
0,24,1771,3841,1
1,24,2753,14595,0
0,22,1679,5257,1
1,20,2180,6067,0
1,20,2052,5988,1
1,24,1584,2944,1
1,20,443,611,1
0,20,3356,8986,1
1,22,1392,4426,1
0,26,6159,9376,1
1,22,874,3441,1
1,24,688,2197,0
1,20,3023,14572,0
0,26,4701,12347,0
1,24,1145,2015,0
1,20,4106,8660,1
1,20,1972,3753,0
1,26,1375,3379,1
1,24,1510,3527,1
1,20,1246,2797,1
1,22,5128,15166,1
1,26,12256,20702,0
1,22,563,1283,1
1,26,3530,12594,1
1,20,4371,10770,1
0,20,2306,6315,1
0,20,1997,7669,1
1,26,4620,12964,0
0,24,197,446,1
0,20,633,1366,0
0,24,2371,4784,1
1,20,5523,12603,1
1,20,703,2696,0
1,22,4831,9043,1
0,24,1779,7349,1
1,22,7019,19223,1
0,26,21682,53604,1
1,24,2134,5583,1
0,20,4872,12046,1
0,20,6022,20644,1
1,24,3151,9359,1
0,24,2212,5077,1
1,22,2472,6577,1
1,24,237,926,1
0,24,2329,5510,1
1,20,1036,1910,1
0,26,1895,5173,0
0,24,1281,2741,0
1,22,1263,2157,0
0,26,5408,14994,1
1,20,179,1616,1
0,24,406,824,0
0,26,1704,4692,1
0,20,4219,9468,0
1,24,998,2200,1
0,22,726,1088,1
0,26,1555,5539,1
1,24,3358,6504,0
1,24,7933,17589,1
1,20,1656,4384,1
1,20,207,465,0
1,24,3257,12821,0
1,24,7899,25820,1
0,20,3503,6935,1
0,20,583,3092,1
0,26,2076,6240,1
0,20,3949,7771,1
1,24,2024,5216,1
0,24,1140,6430,0
1,24,2411,3772,1
0,26,9203,33125,1
0,24,75,228,1
1,20,2449,7615,1
0,22,577,3333,1
0,22,18360,54140,1
1,20,2405,4364,1
0,20,404,582,1
1,24,2570,7180,1
1,26,4750,13639,0
1,20,764,1721,0
0,26,3326,7032,0
1,26,3987,10432,1
1,20,1061,4044,1
0,20,3642,11661,1
1,24,6914,24938,1
1,24,4539,15640,1
1,20,1706,4387,1
1,22,4384,10560,1
1,22,1941,7740,0
0,24,2394,11017,1
0,24,603,1954,1
0,20,7407,25810,1
1,24,2261,11278,1
1,26,695,4741,1
1,26,12150,30338,1
1,22,1842,4273,1
1,22,1720,4198,0
0,26,870,2475,0
1,22,4583,8935,0
1,26,4430,10062,0
0,20,11359,15833,0
0,24,6610,12297,1
0,22,1306,2803,1
1,22,1395,2976,1
0,22,4312,6445,0
0,20,438,946,1
0,20,1456,2833,0
1,26,146,211,1
1,20,4424,9332,1
1,20,30,45,0
0,22,284,1041,1
0,26,8186,20385,0
0,26,4854,19033,1
1,20,2183,7281,1
1,24,2312,5876,1
0,24,4721,10386,1
1,20,489,967,0
0,26,14327,25113,1
1,24,3374,5251,0
0,19,10190,28942,1
1,19,3587,14851,1
0,24,1305,4296,1
1,19,345,1379,1
1,24,1768,3052,1
1,24,8069,13391,1
1,24,4345,18580,1
0,26,5388,23277,1
1,22,383,1026,0
1,19,1330,2736,1
1,22,2953,7103,0
0,26,11363,18322,0
0,19,1768,6779,1
0,22,1348,2716,1
0,19,929,2089,0
0,22,4018,11652,1
1,22,1446,3021,0
0,22,399,831,1
0,19,4021,10648,1
0,23,1565,9211,1
0,24,1706,3890,1
1,19,1633,4587,1
1,26,1684,4480,0
1,26,1433,2125,0
0,19,624,2043,1
1,19,12440,27697,1
1,22,1431,3172,0
0,26,954,2233,0
0,22,4286,8139,1
1,24,8538,19815,1
0,24,2601,6959,0
1,22,2436,5425,0
1,22,716,1655,0
0,19,5815,18635,1
0,22,3629,11668,0
0,26,361,2008,1
1,19,3717,9348,1
1,19,875,3469,0
0,26,6627,15554,1
0,19,9256,17224,1
0,26,3723,12043,1
0,24,7826,28456,1
0,22,355,820,0
0,19,2460,9829,1
1,19,957,3661,1
1,26,8520,22033,1
0,22,6796,14653,0
1,22,2408,4481,1
0,19,7043,14872,1
1,19,1442,4721,0
1,19,44,83,0
1,22,1767,4047,0
0,22,3684,6922,1
0,19,5241,10247,1
0,24,8658,27954,1
0,26,771,2589,1
1,22,1193,2372,1
1,22,1379,6307,0
1,19,10593,20365,0
1,26,6805,14798,1
0,26,858,2218,1
1,26,7719,18071,1
0,26,1275,2637,1
0,24,4274,6832,1
1,26,414,953,1
0,22,57,134,0
0,24,7250,24177,1
1,22,1983,7922,1
0,19,4152,7832,0
1,24,275,3981,1
0,19,1580,4973,1
0,26,2023,2883,1
1,26,2200,6117,0
1,22,1343,4076,0
1,19,548,1017,1
0,19,6486,18276,0
0,22,4074,5203,1
1,19,1983,5798,0
1,19,371,1208,1
0,24,2732,5600,0
0,22,8706,18606,1
0,19,2245,5039,0
1,26,1737,5506,1
1,19,1635,2578,0
1,19,1109,1709,0
1,26,1967,3994,1
0,24,3004,7388,1
1,24,14,48,1
1,22,1239,3336,1
0,26,7410,23526,1
0,26,2657,5261,1
0,19,3884,20791,1
0,19,2137,5491,1
1,19,4256,10792,1
0,19,1710,4033,1
1,25,6376,15705,1
0,23,2866,6853,1
1,19,1394,3265,0
1,21,1532,3528,0
1,21,1727,4285,1
1,19,1260,5995,1
1,21,1001,2830,0
0,21,3716,11065,1
1,23,439,1047,1
0,19,2834,7209,1
0,25,1607,3475,1
0,21,2705,11242,1
0,19,7185,21571,1
0,21,1467,5189,0
1,25,5210,16474,0
0,19,1518,3602,1
1,21,19741,44391,1
1,23,1218,5881,1
1,21,4112,10572,1
1,23,1526,3831,0
1,19,1128,1979,0
1,21,437,882,1
1,21,1033,2779,1
1,25,7083,15215,1
1,23,257,625,0
1,23,782,2349,1
0,19,1220,3833,0
0,19,466,1832,1
1,19,5069,10321,1
1,23,1066,1940,0
0,19,1599,8426,1
0,23,84,143,0
1,21,1315,2056,1
0,21,977,2456,1
1,21,8546,20058,0
1,19,1388,2496,1
0,21,1038,3390,1
0,19,6013,17028,0
1,25,3459,10751,1
1,23,96,306,1
0,25,3360,9292,1
0,19,2839,5459,1
1,21,1855,5994,1
1,23,2920,4686,1
1,21,5245,8710,0
1,23,2492,5498,1
0,21,1720,5891,1
1,25,7099,21828,1
1,19,7849,15252,1
0,25,16413,31328,1
1,21,1210,2558,1
1,23,4424,7790,0
1,23,979,3950,1
1,23,1457,3074,0
1,19,610,1835,0
0,23,7568,19016,1
1,21,1861,4301,1
1,25,7380,15119,1
0,21,179,616,1
1,25,3045,7688,0
1,23,2729,7057,1
0,25,1113,2997,1
0,25,134,237,0
0,23,1014,2090,1
0,21,689,1170,0
0,25,4379,8731,1
0,19,1073,2454,0
0,19,655,2906,0
0,19,723,1827,1
0,25,1260,2759,1
1,19,2177,5216,1
1,23,1274,2766,1
1,19,6043,14919,1
0,19,3536,7434,1
0,25,5852,15442,1
0,25,3520,7945,0
1,23,120,307,1
1,19,797,1634,1
0,25,436,4799,0
0,23,5909,20607,1
1,19,2413,4782,1
1,25,3576,8050,1
1,21,1128,2952,1
1,19,1263,1817,1
0,19,1916,4107,1
1,21,1837,5648,1
0,23,135,1296,1
1,23,2163,4724,0
1,25,2386,4262,0
1,23,369,862,1
1,23,993,1594,1
1,23,7387,17090,1
0,21,1606,3162,1
1,23,616,1161,1
1,21,4275,8864,1
1,23,3020,8059,1
1,23,1997,3343,1
1,19,3688,6723,1
1,19,7937,15819,1
1,19,1480,3218,1
1,21,1100,2454,0
1,23,1966,12243,1
1,23,4097,7398,1
0,19,1437,3376,1
1,19,54416,102535,1
1,19,2179,3549,1
1,21,2762,6374,1
1,19,647,1099,0
0,19,882,2379,1
0,21,416,907,1
1,23,7698,10108,1
0,23,14508,25937,1
1,19,1575,2614,1
1,25,4222,15225,1
1,23,708,1374,0
0,21,6926,15627,1
0,23,1422,4421,0
0,21,1437,2544,0
0,21,4996,19789,0
1,25,5566,16738,1
0,19,1406,6260,1
0,23,9766,32553,0
0,23,4925,15864,1
1,19,1023,1481,1
0,21,2507,15342,1
1,23,4743,21987,0
0,23,1423,7484,1
1,23,1626,3676,1
1,21,1639,5339,1
0,19,2836,7682,1
0,23,871,6951,1
1,21,1717,8691,0
0,19,468,2319,1
0,25,988,3907,0
1,21,7024,17760,0
0,23,6016,11295,1
0,23,5367,15985,1
1,19,2678,5579,1
1,25,1774,4043,1
1,23,1855,4465,0
1,25,3592,10282,1
1,25,927,1824,1
0,19,5792,14628,1
0,21,8923,17893,1
1,25,1484,2608,0
1,19,1594,3227,1
0,23,3458,5545,1
0,25,11979,33453,1
0,19,1000,3944,1
1,19,2436,6224,1
0,23,4404,10186,1
1,25,148,328,1
0,23,1105,2972,0
1,23,897,2044,1
1,25,2128,4925,1
1,19,2640,5066,0
1,25,11808,34247,1
0,19,2719,12372,1
1,25,2625,4302,0
0,23,832,1322,0
0,23,7416,27571,1
0,19,1019,1847,1
0,25,7691,23002,0
1,23,4145,10757,0
1,19,2681,7812,0
1,21,5855,13537,0
0,19,2174,8589,1
0,23,6044,11282,1
0,21,302,463,1
1,21,2962,5389,1
0,25,1216,2907,0
0,20,4527,12807,0
1,23,968,2028,1
0,23,3025,7892,1
0,19,1224,2472,1
1,23,2830,7410,1
1,19,6012,12334,0
1,19,1718,4940,0
1,13,3368,9350,1
0,23,4652,9764,1
0,19,190,334,1
1,19,639,2255,0
0,21,4092,8420,1
1,21,2761,6097,0
0,19,1295,3129,1
0,23,3708,7297,1
1,25,1321,3062,1
1,19,1728,4955,1
0,21,2616,7912,1
1,19,3613,6964,1
0,21,5436,13136,1
1,19,2687,3591,1
0,19,212,508,0
0,23,1502,4560,1
1,25,1913,8224,1
0,19,2149,4055,0
1,21,2816,11895,1
0,19,1288,2218,1
1,19,2657,5120,1
1,19,610,1990,0
1,19,611,1255,1
0,19,4377,21424,1
0,23,14258,23087,0
1,23,4432,7382,1
0,19,426,1055,1
0,21,529,1344,1
1,25,1429,3212,0
1,25,8804,21910,1
0,19,427,1140,0
0,19,7288,13971,1
0,19,244,2512,1
1,25,1619,6078,1
0,21,487,2916,0
0,25,2561,3831,0
0,23,1749,2962,1
0,23,3542,8954,0
0,19,1212,1903,1
0,19,7747,23485,0
1,19,603,1633,0
1,19,2581,5191,1
1,19,949,2540,1
1,25,356,848,1
0,21,6727,13193,0
0,21,2100,3693,1
0,21,1717,3944,1
0,19,47,95,1
1,21,120,444,1
1,19,1066,1906,1
1,23,1058,4023,0
1,25,8170,12417,1
0,21,1559,4294,0
1,23,7129,32831,1
0,19,1872,5585,1
1,23,2720,5925,1
0,21,4331,11516,1
1,23,2005,7313,0
1,25,355,663,0
0,19,2531,5757,1
1,19,1409,2644,0
1,19,3314,6686,0
1,23,834,2068,1
1,23,1116,2101,1
1,25,7797,20981,1
0,21,2468,5284,1
1,25,1799,7943,1
1,19,437,4750,1
0,25,677,2213,1
1,25,2153,4667,1
1,23,10243,24601,1
0,23,962,3096,0
1,19,5180,6836,1
1,23,2524,9455,0
1,19,2471,5377,1
1,23,1118,2867,0
1,21,1357,2954,0
0,21,2052,3537,1
0,19,1363,3530,1
0,23,3067,4639,1
0,23,1339,2363,0
0,23,7342,20674,0
0,25,8798,18195,1
1,23,740,1393,1
0,19,7134,11395,0
1,21,4785,12763,1
1,23,6122,9834,1
0,19,201,355,1
0,19,152,420,1
0,21,207,314,1
1,23,3701,9616,0
1,23,4679,9117,1
1,25,4108,10555,1
0,19,3200,7736,1
0,23,2325,4787,0
1,21,2142,7976,1
0,25,9332,16603,1
1,23,7372,17635,1
1,25,3131,13556,1
0,25,9252,22618,0
1,19,1309,6280,1
0,21,5702,14114,1
1,23,1448,4017,1
0,19,722,3531,1
1,23,6732,10164,1
0,19,1177,5603,0
0,19,3299,9713,1
1,19,3519,6212,0
0,23,6339,10653,1
1,23,3013,10284,1
0,21,4412,7201,1
1,21,547,1483,1
1,19,7198,10350,1
1,25,1708,3572,0
0,25,1105,2145,0
1,19,2234,9937,1
1,25,7713,25724,1
0,23,1843,6154,1
1,19,1511,2207,0
1,23,6492,10309,1
1,25,3092,7481,1
0,23,4139,9543,1
1,25,5561,10607,1
0,21,1670,4233,1
0,23,7220,15589,1
0,19,8791,32078,1
0,21,1379,2670,0
1,23,3552,8690,1
0,21,248,489,1
0,21,812,1624,1
0,23,633,3527,1
1,21,435,892,0
1,23,1953,4118,0
1,23,8877,14994,0
0,19,3951,8986,1
0,21,1319,2570,1
0,21,3419,7830,0
1,25,6108,10476,0
1,23,1037,2982,1
1,25,5669,15149,1
0,25,383,631,1
0,21,3166,6707,1
1,21,2527,3838,0
1,25,1607,9737,1
0,19,1186,2370,1
0,21,2906,4243,0
0,21,8956,21778,1
0,23,3296,8180,0
1,21,5857,15252,1
1,23,10771,19658,1
1,19,737,1326,1
1,19,727,984,1
0,23,645,2268,1
0,21,4653,10125,0
0,21,7100,22630,0
1,21,1844,5868,1
1,19,2450,4317,0
1,21,3097,10088,1
1,25,1568,4211,1
1,21,156,299,1
0,19,1050,4975,1
1,23,571,987,0
1,25,3130,13818,1
1,21,518,1471,0
1,19,10531,19322,1
0,21,2060,5071,1
0,23,1713,3633,1
0,25,747,1714,1
1,25,734,1621,1
1,25,6657,31165,1
1,21,553,1342,1
0,21,1250,3675,1
0,25,2224,4561,0
0,23,887,4589,1
0,21,1902,3343,1
1,19,2795,4645,1
0,23,1104,3851,1
1,23,3127,6069,1
0,23,3636,7537,0
1,19,84,184,1
1,19,5543,10673,0
0,25,2435,8189,1
1,25,1149,2573,0
1,23,3098,8043,1
0,19,5285,18285,0
1,23,1355,2246,1
0,23,5391,12106,1
0,19,2699,5275,0
1,23,1443,3353,1
0,25,962,2745,1
1,25,1948,4338,1
1,19,3841,8988,1
1,25,1427,2598,0
0,19,1150,2654,1
1,21,2054,5547,1
0,23,2026,3913,0
1,23,2322,7881,0
0,21,2672,5669,1
0,25,597,1468,0
0,23,1843,4500,0
0,23,9815,19929,1
1,21,5760,10811,1
0,19,1872,5855,1
1,21,621,1226,1
1,23,2054,2982,0
1,19,194,448,1
0,19,5444,7834,0
0,25,19300,49094,1
1,23,10747,17792,1
1,23,3527,10121,1
0,23,7546,12428,1
1,25,1413,4820,1
0,25,7397,19901,1
0,21,509,1142,1
1,21,1173,2270,1
0,23,8536,15234,1
0,19,794,3145,1
0,23,6232,15403,1
0,21,1598,5880,1
0,19,1026,5328,0
0,19,3337,8467,1
1,19,7410,15600,0
1,19,8213,21025,1
0,25,850,2999,1
1,19,3383,8796,1
0,25,6435,14082,1
1,19,1483,4283,0
1,19,3664,6053,1
1,23,5318,15865,0
1,19,2852,6496,1
0,23,2380,16927,0
0,23,3337,9321,0
0,23,1939,4575,1
1,23,5629,8517,0
0,21,7400,16513,1
1,25,10104,26782,1
0,23,1628,10499,1
1,21,1131,1800,0
1,21,971,2563,0
1,25,1835,2653,1
0,19,3445,12477,1
1,25,3315,5733,1
0,23,688,1245,0
0,19,2796,4975,1
1,21,7811,12763,0
0,25,4077,8269,1
1,21,5876,15848,1
1,19,2844,6402,1
1,23,755,3475,1
1,25,7145,17437,0
0,25,2013,3317,0
0,21,4366,10556,1
0,19,1796,4606,1
1,25,333,1102,1
1,25,775,3570,1
0,19,10568,27766,1
0,21,396,783,0
0,21,530,1114,0
0,21,10828,16362,1
1,23,1685,2528,0
1,19,2257,8131,0
1,19,359,752,1
1,23,865,1848,1
1,21,3285,12971,1
1,25,1943,4516,1
1,23,845,3395,1
1,19,6174,17874,1
0,19,3485,13064,0
1,19,3508,7079,1
1,23,5549,25137,0
0,21,2958,8657,1
0,21,4961,15030,1
1,23,10962,43241,1
0,19,4836,19717,1
1,19,1118,7082,1
0,21,3277,11601,0
0,23,2797,7687,1
1,21,869,1769,1
1,19,3437,6920,0
1,19,3650,7203,1
1,23,2975,6084,0
1,19,826,2035,1
0,23,2695,5160,0
0,19,921,2479,1
1,25,2836,8478,1
1,19,873,2463,1
1,19,364,983,1
0,19,371,1709,1
0,19,1819,2932,1
0,21,1998,4297,1
0,23,228,355,0
0,21,1245,3553,1
0,21,849,3726,0
1,23,2268,4811,1
1,25,5902,15619,0
1,23,415,678,0
0,21,5195,13894,1
0,19,4780,9503,1
1,19,1346,3187,1
1,25,2560,4771,1
0,19,522,2443,0
1,19,854,1830,0
1,21,5239,9479,1
1,25,3809,7246,1
1,21,1703,2811,1
0,21,2911,5393,0
0,23,4622,8323,0
0,23,8621,27191,1
1,19,3832,5622,1
0,25,114,407,1
0,21,3183,9773,1
1,21,1169,3931,1
0,25,3526,8321,1
0,19,7195,23491,1
0,19,3636,9242,1
0,19,4230,9628,1
1,21,3718,8030,1
0,19,1747,6011,1
1,21,4865,9389,1
0,19,1270,3474,0
0,19,1049,2796,0
0,19,924,2537,1
1,23,1552,3687,1
0,23,1391,2678,0
1,19,5400,11732,1
1,21,2674,5833,1
1,19,1452,5612,0
0,19,7164,15370,0
0,23,10604,28500,1
1,19,1218,2897,1
1,21,1032,3224,1
1,25,998,2675,0
1,23,1373,2817,1
1,25,3914,16122,1
0,25,1930,3836,1
0,23,1700,7456,1
0,21,9971,21110,1
0,19,215,379,0
1,19,2548,5270,1
1,25,316,632,1
0,21,2927,6183,0
0,25,109,314,1
1,21,2466,6794,1
1,19,3885,8745,1
1,25,1855,4249,0
1,25,6042,10930,0
0,19,4929,14701,1
1,23,1919,3862,1
0,21,2121,4419,0
0,19,724,1575,1
0,21,3446,11913,0
1,25,1422,4933,1
1,23,1595,5434,0
1,21,1448,3059,1
0,23,2490,11408,1
1,19,5649,15035,1
0,23,2879,6557,0
1,19,1501,5280,0
0,23,2957,12091,1
0,23,1278,2611,1
0,21,2889,7850,1
0,25,3086,7233,0
1,19,501,970,1
0,21,6808,14359,1
0,19,2573,4920,1
0,21,588,2385,1
0,19,6787,13377,0
0,19,3464,19111,1
0,23,866,1563,1
1,23,1089,2570,0
1,25,224,473,0
1,19,2742,8986,0
1,19,1938,11204,1
1,23,5008,9759,0
0,21,4399,11080,0
0,23,3148,7889,1
0,23,4045,9837,0
0,23,11801,25223,1
0,21,4343,12259,0
0,25,3846,5547,1
1,25,5045,16879,0
1,23,10352,17663,1
0,19,723,2069,1
0,25,1664,5995,1
0,19,3644,7152,1
0,21,3940,15067,1
1,25,333,1106,1
1,23,3269,9755,1
0,25,2119,5065,0
0,23,239,283,0
1,19,2244,7149,1
1,21,11812,39166,1
0,23,1849,4089,1
0,25,7603,10314,1
1,19,514,1096,1
1,25,327,632,0
0,21,676,3673,0
0,19,1217,2419,1
0,23,68,452,0
1,19,1593,4678,1
0,21,83,233,1
0,25,5101,9102,1
1,21,6628,9212,1
0,25,8835,17937,1
0,23,3282,9143,0
0,25,424,1542,1
1,23,5254,16214,1
1,21,2906,9038,1
1,25,1432,2626,1
0,25,4576,11472,0
1,23,3997,5755,1
1,21,2165,5172,0
0,19,2230,5321,1
0,19,1212,4084,0
1,19,1292,3554,1
1,19,54,126,1
0,25,172,394,1
1,21,763,1903,1
0,21,2027,8735,0
0,23,2158,4930,1
0,25,1018,1814,0
0,21,1072,3956,0
0,19,21,33,1
0,23,1122,1973,1
0,19,3004,7343,1
0,19,1478,5235,1
1,19,764,2391,1
0,25,7135,15670,1
0,23,160,291,1
0,21,1340,2100,1
1,25,204,325,1
0,21,2376,6075,1
1,23,1900,5213,1
0,25,3111,6079,1
1,23,885,1699,0
0,19,2811,6141,0
0,19,1660,4366,1
0,23,799,3261,1
0,19,655,1060,1
1,21,291,469,0
1,23,1265,3270,0
0,23,2487,5473,1
1,23,2331,4700,0
0,23,3093,8756,1
0,19,5740,9035,1
1,21,2378,7083,1
1,21,1311,3769,0
0,19,412,1101,1
1,19,4874,9985,1
0,19,524,1965,1
0,19,912,4053,1
0,21,3065,8006,0
1,23,2455,5778,1
0,23,20857,32976,1
1,21,84,127,0
0,23,1064,2350,0
1,23,4916,17080,0
0,19,791,1938,1
1,25,3563,6111,1
0,19,932,3264,1
0,25,1809,5811,1
1,21,2420,6551,1
1,21,3616,8994,1
0,19,162,313,0
0,19,4718,8977,1
0,21,1568,5463,1
1,23,4586,13934,1
0,25,2420,5056,0
0,19,1065,2743,1
1,19,1635,4841,1
0,19,1461,6051,1
0,21,1077,2542,0
0,25,3381,8548,1
0,19,3475,14524,1
1,21,750,1693,1
1,21,746,1228,1
0,25,317,1545,0
0,25,1477,4168,1
0,25,8914,22442,1
0,19,889,2045,1
0,21,350,976,1
0,19,8038,12812,0
0,23,2680,6511,1
1,25,24,52,0
1,25,804,1982,1
0,21,4876,12213,1
0,25,8522,14590,1
0,19,2707,6905,1
1,19,3641,10495,1
1,21,978,1629,1
0,19,1979,5907,0
0,19,1942,4595,1
1,25,2317,8037,1
0,19,2555,5081,1
0,23,1874,6135,0
0,23,3265,5785,0
0,19,1667,2717,0
0,23,9340,16632,0
1,21,2059,4656,0
1,19,208,380,1
0,19,2415,6262,1
0,19,276,663,0
0,23,5827,15325,1
1,21,1904,5225,0
0,21,2129,4736,0
0,25,3060,6774,1
0,21,613,1193,0
1,19,3875,8114,1
0,25,2239,7258,1
0,25,2521,7746,1
0,19,726,6506,0
1,21,4673,28201,1
0,19,8219,29506,1
0,19,1400,2509,1
1,25,1499,3908,1
1,25,2142,5077,0
1,25,464,932,1
1,25,12974,30494,1
1,25,17876,38049,1
0,21,2577,11556,1
0,21,915,1800,0
0,23,2027,4983,1
0,25,3018,10732,1
0,25,12383,34272,0
0,25,541,1599,1
1,25,19363,34043,1
1,25,4748,9243,1
1,19,4834,9792,1
0,23,7139,25839,1
1,25,3308,5648,0
0,21,708,1199,1
0,21,3404,5230,0
0,19,131,272,1
0,21,1620,3405,1
1,21,3688,5488,1
1,25,8880,18499,1
0,19,1092,2735,0
0,25,774,1678,1
1,21,2086,11712,0
1,21,1632,4613,1
1,21,3150,4946,1
0,21,724,1755,1
1,19,369,951,0
0,21,1123,4744,0
1,23,1564,2878,0
1,21,3631,8429,0
0,19,393,1818,1
0,21,4301,14900,1
0,21,1285,5087,1
1,19,5403,13954,1
1,21,5945,14410,0
0,21,6848,16706,1
1,19,2644,4821,1
0,19,1515,3186,1
1,19,1609,3295,0
0,21,2170,5200,1
1,21,2204,5118,1
1,25,2332,6194,1
1,25,7016,15849,1
0,25,492,928,1
1,19,2203,5363,0
0,23,5353,17340,1
0,19,523,858,0
0,19,4077,7168,0
1,19,818,1871,0
1,21,1464,3879,1
1,21,3326,8154,0
1,19,1088,2300,1
0,21,2170,9099,1
0,23,1913,4037,0
1,21,543,1038,1
0,23,8176,17746,1
1,23,7779,24063,1
0,25,13151,30767,1
0,19,2700,7368,1
1,25,2428,3891,0
1,19,1037,2552,1
1,19,2071,5656,1
1,23,2674,5084,1
0,25,752,1511,0
1,23,5366,9727,1
1,25,634,1343,0
1,25,61,94,0
0,25,179,335,0
1,19,3554,9974,0
0,21,1768,6739,1
0,19,2403,5449,1
0,21,3886,14416,1
0,23,7226,11254,1
1,23,1802,8889,1
0,21,621,1173,0
1,19,2963,5285,0
1,23,369,975,1
1,21,2341,8360,1
1,25,411,655,1
1,23,4440,12810,1
1,21,2261,8260,1
1,23,448,735,0
0,25,3932,7980,1
0,19,643,1178,1
0,25,4505,26634,1
1,19,216,861,1
1,19,1561,4532,1
0,25,1325,6892,1
0,19,1155,3420,1
1,21,4493,19450,1
1,19,2332,4760,0
1,19,1128,2887,1
0,19,4996,7910,1
0,21,1940,5259,1
1,21,16706,22380,1
0,19,5164,12008,1
1,23,14277,42146,1
0,21,3975,8892,1
0,25,1884,14536,1
1,21,1920,8330,0
0,21,16042,30274,0
0,21,875,2994,1
1,23,1938,5125,0
1,19,4769,9321,0
0,23,366,3230,1
0,19,1828,4159,0
0,21,1714,4461,0
1,19,1072,3149,0
1,24,3430,8002,0
1,21,10,36,0
1,25,1725,5411,0
0,23,5318,10694,1
1,21,5089,9706,1
0,21,1618,4257,1
0,21,276,1748,1
0,23,10978,18704,1
0,21,6801,27544,1
1,19,5427,15121,1
0,23,885,5136,1
1,21,500,4014,1
0,23,963,2461,1
1,25,1619,3278,1
0,25,4091,15232,1
0,21,5890,12772,0
0,25,3309,10940,0
0,19,582,3072,1
0,6,1520,3873,0
0,23,494,3377,1
1,19,1167,2753,1
1,21,4303,11216,1
1,23,5048,10976,1
0,25,64,117,1
1,21,2646,7621,1
0,19,552,1433,1
0,23,1053,3288,0
1,19,1517,2828,1
