ID,CODE_GENDER,FLAG_OW0_CAR,FLAG_OW0_REALIT1,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,Months,Risk,New_Status
5038563,1,0,1,1,112500,5,5,4,2,-14908,-868,1,0,0,25,12,1
5038564,0,1,1,0,202500,5,5,2,2,-19974,-230,1,0,0,56,55,1
5038568,0,1,1,0,202500,5,5,2,2,-19974,-230,1,0,0,10,0,0
5038569,0,1,1,0,202500,5,5,2,2,-19974,-230,1,0,0,10,0,0
5038570,0,1,1,0,202500,5,5,2,2,-19974,-230,1,0,0,2,0,0
5038571,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,27,2,0
5038572,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,28,0,0
5038573,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,6,2,0
5038576,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,27,2,0
5038577,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,27,2,0
5038578,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,27,2,0
5038579,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,15,2,0
5038580,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,10,2,0
5038582,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,15,2,0
5038583,1,0,1,0,112500,2,5,2,2,-24327,365243,1,0,0,8,0,0
5038586,1,0,1,2,202500,1,5,1,3,-11509,-230,1,0,1,35,0,0
5038587,1,0,1,2,202500,1,5,1,3,-11509,-230,1,0,1,32,0,0
5038588,0,0,1,0,135000,1,2,2,2,-19147,-3303,1,0,0,1,1,1
5038589,1,1,1,1,54000,5,5,2,2,-16816,-322,1,0,0,44,1,0
5038591,1,1,1,1,54000,5,5,2,2,-16816,-322,1,0,0,55,1,0
5038592,1,1,1,1,54000,5,5,2,2,-16816,-322,1,0,0,27,0,0
5038593,1,1,1,1,54000,5,5,2,2,-16816,-322,1,0,0,27,1,0
5038594,0,0,0,0,180000,5,5,4,2,-18158,-1143,1,0,0,1,1,1
5038596,0,1,1,0,202500,1,2,2,2,-10353,-1691,1,0,0,41,0,0
5038597,0,1,1,0,202500,1,2,2,2,-10353,-1691,1,0,0,7,1,0
5038598,0,1,1,0,202500,1,2,2,2,-10353,-1691,1,0,0,39,0,0
5038599,0,1,1,0,202500,1,2,2,2,-10353,-1691,1,0,0,7,1,0
5038600,0,1,1,0,202500,1,2,2,2,-10353,-1691,1,0,0,7,1,0
5038601,0,1,1,0,202500,1,2,2,2,-10353,-1691,1,0,0,9,0,0
5038603,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,32,0,0
5038604,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,44,13,0
5038605,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,45,13,0
5038606,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,14,0,0
5038607,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,45,13,0
5038608,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,33,33,1
5038609,1,0,1,2,180000,3,2,2,2,-11020,-3578,1,0,0,32,13,0
5038610,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,5,1,1
5038611,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,32,0,0
5038612,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,26,1,1
5038613,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,19,0,0
5038614,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,14,14,1
5038615,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,21,1,0
5038616,1,0,0,1,112500,1,2,2,6,-12331,-3272,1,0,0,4,0,0
5038619,1,0,0,0,103500,2,5,2,2,-24346,365243,1,0,0,58,1,0
5038621,1,0,0,0,103500,2,5,2,2,-24346,365243,1,0,0,6,0,0
5038622,1,0,0,0,103500,2,5,2,2,-24346,365243,1,0,0,55,0,0
5038623,1,0,0,0,103500,2,5,2,2,-24346,365243,1,0,0,25,0,0
5038624,1,0,0,0,103500,2,5,2,2,-24346,365243,1,0,0,2,1,0
5038625,1,0,0,0,103500,2,5,2,2,-24346,365243,1,0,0,5,5,1
5038626,1,1,1,0,202500,5,5,2,2,-19906,-5982,1,0,0,10,1,0
5038627,1,1,1,0,202500,5,5,2,2,-19906,-5982,1,0,0,20,1,0
5038628,1,1,1,0,202500,5,5,2,2,-19906,-5982,1,0,0,52,1,0
5038629,1,1,1,0,202500,5,5,2,2,-19906,-5982,1,0,0,21,2,0
5038630,1,1,1,0,202500,5,5,2,2,-19906,-5982,1,0,0,14,1,0
5038631,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,16,1,0
5038632,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,20,0,0
5038634,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,6,0,0
5038637,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,58,1,0
5038638,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,22,0,0
5038639,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,22,0,0
5038640,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,22,0,0
5038641,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,3,1,1
5038642,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,16,0,0
5038643,1,0,1,0,135000,2,5,2,2,-20989,365243,1,0,0,3,1,0
5038644,1,0,1,0,135000,1,5,4,2,-13384,-381,1,0,0,38,0,0
5038646,1,0,1,0,135000,1,5,4,2,-13384,-381,1,0,0,4,4,1
5038647,1,0,1,0,135000,1,5,4,2,-13384,-381,1,0,0,54,0,0
5038648,1,0,1,0,135000,1,5,4,2,-13384,-381,1,0,0,41,0,0
5038649,1,0,1,0,135000,1,5,4,2,-13384,-381,1,0,0,29,0,0
5038651,1,0,1,0,67500,2,5,4,2,-16897,365243,1,0,1,19,1,1
5038652,1,0,1,3,112500,5,2,2,2,-13888,-5404,1,0,0,37,6,0
5038653,1,0,1,3,112500,5,2,2,2,-13888,-5404,1,0,0,30,6,0
5038654,1,0,1,3,112500,5,2,2,2,-13888,-5404,1,0,0,12,6,0
5038655,0,0,1,0,54000,2,5,2,2,-23462,365243,1,0,0,18,0,0
5038656,1,0,1,0,112500,5,5,2,2,-17798,-2148,1,0,0,13,0,0
5038657,1,0,1,0,112500,5,5,2,2,-17798,-2148,1,0,0,13,0,0
5038658,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,14,0,0
5038659,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,11,0,0
5038660,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,24,0,0
5038661,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,23,0,0
5038662,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,40,0,0
5038663,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,38,1,0
5038664,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,11,11,1
5038665,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,14,1,1
5038666,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,14,0,0
5038667,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,40,0,0
5038668,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,39,0,0
5038669,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,9,0,0
5038670,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,9,0,0
5038671,0,0,1,1,225000,5,2,2,2,-10382,-1081,1,0,0,7,0,0
5038672,1,0,1,0,67500,5,2,2,2,-10728,-1081,1,1,0,18,1,0
5038673,1,0,1,0,67500,5,2,2,2,-10728,-1081,1,1,0,16,1,0
5038674,1,0,1,0,67500,5,2,2,2,-10728,-1081,1,1,0,23,0,0
5038675,1,0,1,0,67500,5,2,2,2,-10728,-1081,1,1,0,1,1,1
5038677,1,0,1,0,67500,5,2,2,2,-10728,-1081,1,1,0,57,0,0
5038678,1,0,1,0,67500,5,2,2,2,-10728,-1081,1,1,0,16,1,0
5038679,1,0,0,1,225000,2,5,2,3,-18133,365243,1,0,0,8,1,1
5038680,1,0,0,1,225000,2,5,2,3,-18133,365243,1,0,0,18,0,0
5038681,1,0,0,1,225000,2,5,2,3,-18133,365243,1,0,0,8,1,1
5038682,1,0,0,1,225000,2,5,2,3,-18133,365243,1,0,0,8,1,1
5038683,1,0,1,0,180000,2,5,2,2,-20258,365243,1,0,0,3,1,0
5038685,1,0,1,0,180000,2,5,2,2,-20258,365243,1,0,0,13,1,0
5038686,1,0,1,0,180000,2,5,2,2,-20258,365243,1,0,0,4,1,1
5038688,1,1,0,0,240750,3,5,1,6,-17693,-7778,1,0,0,29,0,0
5038689,1,1,0,0,240750,3,5,1,6,-17693,-7778,1,0,0,29,9,0
5038690,1,1,0,0,240750,3,5,1,6,-17693,-7778,1,0,0,20,0,0
5038691,1,1,0,0,240750,3,5,1,6,-17693,-7778,1,0,0,35,9,0
5038693,1,1,1,0,135000,2,4,2,2,-21334,365243,1,0,0,3,0,0
5038700,1,0,1,0,90000,5,5,2,2,-17098,-1021,1,0,0,60,1,0
5038706,1,0,0,0,247500,3,5,1,2,-17416,-687,1,0,0,10,1,0
5038707,1,0,0,0,247500,3,5,1,2,-17416,-687,1,0,0,16,0,0
5038708,1,0,0,0,247500,3,5,1,2,-17416,-687,1,0,0,16,1,0
5038709,0,0,1,1,337500,1,5,3,2,-13083,-4491,1,0,1,15,0,0
5038710,0,0,1,1,337500,1,5,3,2,-13083,-4491,1,0,1,45,0,0
5038711,1,0,1,0,238500,5,5,2,2,-22246,-14536,1,0,0,30,0,0
5038712,1,0,1,0,238500,5,5,2,2,-22246,-14536,1,0,0,33,0,0
5038713,1,0,1,0,238500,5,5,2,2,-22246,-14536,1,0,0,54,0,0
5038714,1,0,1,0,238500,5,5,2,2,-22246,-14536,1,0,0,43,0,0
5038715,0,1,1,0,193500,5,5,4,2,-9540,-1143,1,1,0,28,0,0
5038716,0,1,1,0,193500,5,5,4,2,-9540,-1143,1,1,0,23,0,0
5038717,0,1,1,0,193500,5,5,4,2,-9540,-1143,1,1,0,4,0,0
5038718,0,1,1,1,270000,2,5,2,2,-15493,365243,1,0,0,26,26,1
5038719,0,1,1,1,270000,2,5,2,2,-15493,365243,1,0,0,37,0,0
5038720,0,1,1,1,270000,2,5,2,2,-15493,365243,1,0,0,40,0,0
5038721,0,1,1,1,270000,2,5,2,2,-15493,365243,1,0,0,25,0,0
5038722,0,1,1,1,270000,2,5,2,2,-15493,365243,1,0,0,16,7,0
5038723,0,1,1,1,270000,2,5,2,2,-15493,365243,1,0,0,40,0,0
5038724,1,1,0,0,225000,1,5,2,2,-10066,-3060,1,0,0,22,0,0
5038727,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,1,0,0
5038728,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,26,3,0
5038729,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,21,0,0
5038730,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,6,1,1
5038731,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,13,0,0
5038732,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,6,1,1
5038733,0,1,1,0,184500,3,2,2,2,-13916,-169,1,0,0,1,0,0
5038734,1,0,0,0,121500,2,5,3,2,-23491,365243,1,0,0,11,0,0
5038735,1,0,0,0,121500,2,5,3,2,-23491,365243,1,0,0,15,0,0
5038736,1,0,0,0,121500,2,5,3,2,-23491,365243,1,0,0,38,0,0
5038737,1,0,0,0,121500,2,5,3,2,-23491,365243,1,0,0,14,0,0
5038738,1,0,0,0,121500,2,5,3,2,-23491,365243,1,0,0,39,2,0
5038740,0,0,1,0,135000,5,5,2,2,-15819,-169,1,0,0,15,3,1
5038741,0,0,1,0,135000,5,5,2,2,-15819,-169,1,0,0,14,1,0
5038742,0,0,1,0,135000,5,5,2,2,-15819,-169,1,0,0,15,3,1
5038743,0,0,1,0,135000,5,5,2,2,-15819,-169,1,0,0,20,0,0
5038744,0,0,1,0,135000,5,5,2,2,-15819,-169,1,0,0,16,0,0
5038745,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,3,2,0
5038746,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,18,3,1
5038747,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,7,7,1
5038748,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,48,0,0
5038749,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,3,0,0
5038750,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,7,1,1
5038751,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,7,1,1
5038754,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,29,0,0
5038755,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,17,2,0
5038757,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,9,1,0
5038758,0,1,1,2,157500,1,2,2,6,-14192,-626,1,0,0,4,0,0
5038759,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,26,0,0
5038760,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,18,1,0
5038763,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,17,0,0
5038764,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,39,0,0
5038765,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,28,4,0
5038767,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,28,0,0
5038768,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,45,0,0
5038769,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,49,1,0
5038770,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,30,0,0
5038771,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,24,1,0
5038772,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,23,0,0
5038773,1,0,1,1,112500,5,5,2,2,-13741,-5221,1,0,0,3,1,0
5038774,1,0,1,0,81000,3,2,5,2,-19439,-6712,1,0,0,56,11,0
5038775,1,0,1,0,81000,3,2,5,2,-19439,-6712,1,0,0,34,11,0
5038776,1,0,1,0,81000,3,2,5,2,-19439,-6712,1,0,0,44,11,0
5038777,1,0,1,0,81000,3,2,5,2,-19439,-6712,1,0,0,36,11,0
5038778,1,0,1,0,81000,3,2,5,2,-19439,-6712,1,0,0,8,6,1
5038779,1,0,1,0,81000,3,2,5,2,-19439,-6712,1,0,0,19,11,0
5038780,1,0,1,2,94500,5,5,2,2,-12102,-1873,1,0,0,12,6,1
5038781,1,0,1,2,94500,5,5,2,2,-12102,-1873,1,0,0,3,1,0
5038782,0,1,1,0,157500,1,2,1,2,-13543,-1326,1,0,0,27,8,0
5038783,0,1,1,0,157500,1,2,1,2,-13543,-1326,1,0,0,27,11,0
5038784,0,1,1,0,157500,1,2,1,2,-13543,-1326,1,0,0,27,8,0
5038785,0,1,1,0,157500,1,2,1,2,-13543,-1326,1,0,0,54,0,0
5038786,0,1,1,0,157500,1,2,1,2,-13543,-1326,1,0,0,6,1,0
5038787,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,15,15,1
5038788,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,41,0,0
5038789,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,15,15,1
5038791,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,11,11,1
5038792,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,42,0,0
5038793,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,11,11,1
5038794,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,9,9,1
5038795,1,0,1,0,157500,2,5,2,2,-22742,365243,1,0,0,15,15,1
5038800,0,1,1,0,202500,1,2,2,2,-12658,-5374,1,0,1,22,8,0
5038803,0,1,1,0,202500,1,2,2,2,-12658,-5374,1,0,1,14,0,0
5038804,0,1,1,0,202500,1,2,2,2,-12658,-5374,1,0,1,7,0,0
5038807,0,1,1,0,202500,1,2,2,2,-12658,-5374,1,0,1,43,13,0
5038808,0,1,1,0,202500,1,2,2,2,-12658,-5374,1,0,1,14,0,0
5038809,0,1,1,0,180000,1,5,2,3,-13671,-473,1,1,0,4,1,0
5038810,0,1,1,0,180000,1,5,2,3,-13671,-473,1,1,0,14,1,0
5038811,0,1,1,0,180000,1,5,2,3,-13671,-473,1,1,0,12,1,0
5038812,0,1,1,0,180000,1,5,2,3,-13671,-473,1,1,0,4,4,1
5038813,1,0,1,0,247500,1,5,2,2,-19366,-746,1,0,0,37,0,0
5038814,1,0,1,0,247500,1,5,2,2,-19366,-746,1,0,0,58,0,0
5038815,1,0,1,0,247500,1,5,2,2,-19366,-746,1,0,0,30,0,0
5038817,1,0,1,0,247500,1,5,2,2,-19366,-746,1,0,0,58,0,0
5038818,1,0,1,0,247500,1,5,2,2,-19366,-746,1,0,0,37,0,0
5038819,1,0,1,0,247500,1,5,2,2,-19366,-746,1,0,0,1,0,0
5038821,0,1,1,0,225000,2,5,2,2,-22231,365243,1,0,0,16,0,0
5038822,0,1,1,0,225000,2,5,2,2,-22231,365243,1,0,0,7,1,0
5038823,0,1,1,0,225000,2,5,2,2,-22231,365243,1,0,0,9,1,0
5038824,0,1,1,0,225000,2,5,2,2,-22231,365243,1,0,0,10,4,0
5038825,0,1,0,1,202500,5,5,2,2,-9109,-595,1,0,1,11,0,0
5038826,0,1,0,1,202500,5,5,2,2,-9109,-595,1,0,1,11,0,0
5038827,0,1,1,0,135000,2,5,2,2,-22240,365243,1,0,0,27,2,0
5038828,0,1,1,0,135000,2,5,2,2,-22240,365243,1,0,0,15,0,0
5038829,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,3,0,0
5038830,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,2,0,0
5038831,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,2,0,0
5038832,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,7,3,1
5038835,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,3,1,1
5038836,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,3,0,0
5038837,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,32,10,0
5038838,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,23,10,0
5038839,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,2,2,1
5038840,0,0,1,0,90000,5,5,2,2,-18427,-1296,1,0,0,2,0,0
5038842,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,25,0,0
5038843,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,25,0,0
5038844,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,25,1,0
5038845,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,25,0,0
5038846,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,14,0,0
5038847,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,12,0,0
5038848,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,8,0,0
5038849,1,0,1,0,103500,1,5,2,2,-17007,-1569,1,1,0,2,1,0
5038851,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,21,0,0
5038852,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,50,0,0
5038853,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,37,0,0
5038854,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,21,0,0
5038855,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,7,1,1
5038856,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,53,0,0
5038857,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,21,0,0
5038858,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,46,17,0
5038859,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,21,0,0
5038860,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,29,0,0
5038861,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,22,0,0
5038862,1,0,1,0,90000,2,5,2,2,-24665,365243,1,0,0,7,1,1
5038863,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,23,23,1
5038864,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,23,23,1
5038865,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,23,1,0
5038866,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,34,34,1
5038867,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,6,6,1
5038868,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,34,34,1
5038869,0,1,1,1,270000,5,5,2,2,-14488,-1630,1,0,0,19,19,1
5038870,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,3,1,1
5038871,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,17,1,0
5038872,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,6,6,1
5038873,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,4,4,1
5038874,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,6,6,1
5038875,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,8,0,0
5038876,1,1,1,0,157500,1,5,2,2,-12674,-656,1,0,0,2,2,1
5038877,1,0,1,0,202500,1,5,4,2,-16546,-1995,1,0,0,29,0,0
5038880,0,1,1,0,112500,5,5,1,2,-18491,-473,1,1,0,29,1,0
5038881,0,1,1,0,112500,5,5,1,2,-18491,-473,1,1,0,38,38,1
5038882,0,1,1,0,112500,5,5,1,2,-18491,-473,1,1,0,14,1,0
5038883,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,20,0,0
5038884,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,14,1,1
5038886,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,7,4,1
5038887,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,19,19,1
5038888,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,31,31,1
5038889,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,31,31,1
5038890,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,6,6,1
5038891,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,31,31,1
5038893,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,31,31,1
5038894,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,30,0,0
5038895,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,19,15,1
5038896,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,14,1,1
5038897,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,20,0,0
5038898,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,7,4,1
5038899,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,13,13,1
5038900,1,0,1,0,135000,2,5,2,2,-22886,365243,1,0,0,3,3,1
5038903,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,18,1,1
5038904,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,29,1,0
5038906,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,18,1,1
5038907,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,18,1,1
5038908,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,16,5,1
5038909,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,19,17,1
5038910,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,24,0,0
5038911,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,25,25,1
5038914,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,23,23,1
5038915,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,25,24,1
5038917,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,11,11,1
5038918,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,16,1,0
5038919,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,17,17,1
5038920,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,11,10,1
5038921,1,0,1,1,135000,1,5,2,6,-11034,-2421,1,0,0,30,30,1
5038925,1,1,1,1,135000,1,3,3,2,-10567,-2268,1,0,0,7,0,0
5038926,1,0,1,0,54000,2,5,2,2,-20830,365243,1,0,0,20,0,0
5038927,1,0,1,0,54000,2,5,2,2,-20830,365243,1,0,0,30,19,0
5038928,1,0,1,0,54000,2,5,2,2,-20830,365243,1,0,0,20,0,0
5038929,1,0,1,0,54000,2,5,2,2,-20830,365243,1,0,0,9,0,0
5038930,1,0,1,0,54000,2,5,2,2,-20830,365243,1,0,0,42,19,0
5038932,1,0,1,0,94500,1,2,3,2,-14548,-6317,1,0,0,55,1,0
5038933,1,0,1,0,94500,1,2,3,2,-14548,-6317,1,0,0,17,1,0
5038937,1,0,1,0,225000,5,5,4,2,-21120,-4886,1,1,0,40,4,0
5038938,1,0,1,0,225000,5,5,4,2,-21120,-4886,1,1,0,28,0,0
5038939,1,0,1,0,225000,5,5,4,2,-21120,-4886,1,1,0,9,9,1
5041051,1,0,1,0,225000,2,5,1,2,-22084,365243,1,0,0,36,0,0
5041052,1,0,1,0,225000,2,5,1,2,-22084,365243,1,0,0,4,0,0
5041053,1,0,1,0,225000,2,5,1,2,-22084,365243,1,0,0,36,0,0
5041054,1,0,1,0,225000,2,5,1,2,-22084,365243,1,0,0,4,0,0
5041055,1,0,1,0,225000,2,5,1,2,-22084,365243,1,0,0,16,0,0
5041056,1,0,1,0,225000,2,5,1,2,-22084,365243,1,0,0,4,0,0
5041057,1,0,1,1,135000,5,5,2,2,-16817,-1557,1,0,0,47,1,0
5041058,1,0,1,1,135000,5,5,2,2,-16817,-1557,1,0,0,47,1,0
5041059,1,0,1,1,135000,5,5,2,2,-16817,-1557,1,0,0,1,0,0
5041060,1,0,1,1,135000,5,5,2,2,-16817,-1557,1,0,0,1,1,1
5041061,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,29,5,0
5041062,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,29,5,0
5041063,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,33,0,0
5041064,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,29,5,0
5041065,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,29,5,0
5041066,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,33,0,0
5041067,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,29,5,0
5041068,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,28,0,0
5041069,1,0,1,0,103500,5,5,4,2,-17461,-2134,1,0,0,10,3,0
5041070,1,1,1,0,54000,2,5,2,2,-20266,365243,1,0,0,56,18,0
5041071,1,0,0,0,112500,3,5,4,6,-10678,-1526,1,0,0,22,1,0
5041072,1,0,0,0,112500,3,5,4,6,-10678,-1526,1,0,0,43,1,0
