CUSTOMER_ID,RISK_SEG1ENTATION,INCIDENT_SEVERITY,Real_sta_claim,AUTHORITY_CONTACTED,ANY_INJURY
A00000507,1,1,1,0,1
A00008569,1,2,1,1,1
A00000795,1,2,1,0,1
A00000335,1,2,1,3,1
A00004581,0,1,1,3,0
A00002655,1,0,1,0,1
A00003458,1,1,1,1,1
A00005352,2,0,1,0,0
A00008469,0,0,1,0,1
A00009853,1,0,1,1,1
A00008186,1,1,1,0,1
A00004161,0,1,1,0,1
A00007608,1,2,1,0,1
A00009093,2,2,1,1,0
A00009245,1,2,1,2,0
A00008333,2,0,1,1,1
A00004027,0,1,1,2,1
A00001847,1,1,1,0,1
A00008530,0,2,1,3,1
A00006225,1,1,1,3,0
A00001661,0,1,1,3,1
A00001563,1,2,1,1,1
A00001383,0,1,1,0,1
A00005340,0,1,1,1,0
A00002884,1,0,1,0,1
A00007668,0,2,1,1,1
A00008456,1,1,1,1,0
A00009882,2,2,1,3,1
A00009423,0,2,1,0,1
A00000420,1,0,1,0,1
A00006000,0,1,1,1,1
A00005951,1,0,1,1,1
A00009598,1,0,1,0,0
A00005990,1,0,1,2,1
A00008082,1,0,1,2,1
A00009514,0,0,1,0,0
A00005254,0,1,1,1,1
A00000305,2,0,1,3,0
A00006964,0,0,1,1,0
A00001052,0,0,1,0,0
A00006094,0,0,1,3,1
A00009063,1,1,1,1,1
A00009932,2,0,1,3,1
A00009763,0,2,1,0,0
A00001776,1,2,1,1,0
A00006994,1,1,1,0,1
A00006393,0,1,1,1,0
A00000275,0,2,1,3,1
A00007487,1,1,1,0,1
A00008978,0,0,1,3,1
A00000365,1,1,1,0,1
A00000262,0,2,1,0,1
A00003214,0,0,1,0,0
A00005811,1,0,1,3,0
A00007722,1,1,1,1,1
A00002432,0,2,1,3,1
A00002433,1,1,1,0,0
A00007700,2,0,1,0,0
A00005062,0,2,1,1,1
A00003713,0,2,1,1,1
A00005290,0,1,1,3,1
A00007509,2,1,1,0,0
A00007680,1,0,1,0,1
A00000773,0,1,1,2,1
A00007405,2,0,1,1,1
A00007016,0,1,1,1,0
A00006521,1,1,1,1,1
A00001150,0,0,1,0,1
A00009441,1,1,1,2,1
A00008728,2,0,1,3,1
A00004398,0,1,1,1,1
A00003353,1,2,1,1,1
A00007559,0,1,1,1,1
A00005026,0,1,1,3,1
A00007073,0,1,1,0,1
A00000925,1,1,1,0,1
A00001826,0,0,1,3,0
A00000813,0,2,1,2,1
A00009085,0,2,1,3,0
A00007170,1,1,0,2,0
A00001462,1,0,1,0,0
A00002964,0,2,1,1,1
A00008947,2,2,1,1,1
A00005191,0,1,1,0,1
A00007378,0,0,1,1,1
A00003184,0,1,1,1,1
A00000285,2,2,1,3,0
A00008939,1,2,1,0,0
A00006954,0,2,1,3,1
A00008515,0,0,1,0,1
A00006286,0,1,1,0,1
A00008805,0,0,1,1,0
A00004893,1,2,1,2,0
A00008905,0,0,1,0,1
A00004142,2,0,1,0,0
A00004844,0,1,1,0,1
A00005425,2,0,1,2,1
A00006107,0,1,1,1,1
A00009959,1,2,1,3,1
A00008976,0,0,1,1,1
A00004685,0,0,1,3,1
A00004024,0,0,1,1,1
A00005023,0,2,0,0,0
A00004632,1,1,1,0,1
A00005901,0,2,1,0,1
A00007858,1,2,1,3,1
A00009508,0,1,1,0,1
A00002462,0,0,1,1,1
A00007506,0,0,1,1,1
A00002199,1,0,1,3,1
A00007788,0,2,1,2,1
A00006594,2,0,1,1,0
A00002977,2,2,1,1,1
A00005651,0,0,1,3,0
A00004807,0,2,1,0,0
A00002525,1,2,1,0,1
A00007456,1,2,1,2,0
A00002870,0,0,1,0,0
A00009414,1,2,1,0,1
A00001002,2,1,1,0,1
A00008172,2,1,1,1,1
A00002686,0,0,1,1,1
A00009460,0,2,1,2,1
A00000449,0,2,1,1,1
A00005486,0,2,1,2,1
A00000454,1,2,1,0,1
A00005977,0,0,1,2,1
A00007229,0,1,1,0,1
A00004509,1,0,1,0,1
A00002401,2,0,1,2,1
A00000053,1,2,1,1,1
A00000708,0,0,1,0,0
A00002583,0,0,1,3,0
A00003857,0,2,1,1,1
A00007329,0,0,1,0,0
A00002951,0,2,1,0,0
A00002673,1,0,1,1,1
A00002054,0,2,1,2,1
A00002940,1,0,1,0,1
A00002849,0,0,1,0,0
A00001345,1,2,1,2,1
A00001615,0,0,1,1,1
A00008513,0,1,1,0,1
A00009257,1,2,1,3,1
A00000873,1,1,1,3,1
A00000287,2,1,1,1,1
A00006706,1,2,1,0,1
A00008065,1,1,1,1,0
A00008235,1,0,1,0,1
A00006777,2,1,1,1,1
A00005897,0,2,1,2,1
A00003299,1,2,1,0,1
A00006224,0,0,1,1,1
A00008649,0,1,1,0,1
A00008285,1,1,1,1,1
A00007416,0,2,1,3,1
A00006127,1,1,1,1,0
A00007360,0,0,1,1,1
A00006879,1,1,1,1,1
A00003644,1,1,1,3,1
A00005872,1,0,1,1,0
A00004605,0,2,1,1,0
A00009209,2,1,0,1,0
A00006674,1,0,1,2,1
A00006252,1,0,1,0,0
A00000005,1,1,1,0,1
A00000457,1,2,1,3,0
A00005219,0,2,1,2,1
A00009102,0,0,1,1,0
A00005587,1,1,1,0,1
A00003992,1,1,1,0,0
A00002573,1,2,1,0,1
A00002051,1,2,1,1,1
A00000945,0,0,1,3,0
A00004493,1,0,1,1,1
A00009719,2,2,1,2,1
A00008780,2,1,1,0,1
A00003442,0,1,1,0,1
A00009943,1,0,1,1,0
A00007534,1,2,0,0,0
A00004203,0,2,1,2,1
A00009661,1,0,1,3,1
A00006351,0,2,1,0,1
A00007771,1,0,1,0,0
A00009601,0,1,1,3,1
A00006841,1,2,1,0,0
A00004992,0,0,1,0,0
A00008275,0,1,1,0,1
A00004235,0,0,1,1,1
A00009217,0,1,1,0,1
A00006548,0,2,1,0,1
A00003837,0,0,1,1,0
A00001084,1,2,1,0,1
A00001834,0,0,1,1,1
A00003318,2,1,1,0,1
A00001447,1,1,1,0,1
A00007600,0,1,1,0,1
A00002455,0,0,1,0,1
A00007227,1,0,1,0,0
A00008852,0,1,1,1,1
A00000111,1,0,1,0,1
A00002252,2,0,1,0,1
A00007917,1,1,1,1,0
A00001992,0,0,1,1,1
A00004467,0,2,1,1,0
A00001984,1,1,1,0,1
A00005014,0,0,1,0,1
A00001883,0,1,1,0,0
A00004761,1,0,1,1,1
A00006541,2,0,1,0,1
A00001098,1,2,1,3,1
A00001732,0,2,1,1,1
A00002572,1,2,1,1,1
A00005467,1,1,1,3,1
A00004207,1,0,1,0,1
A00007492,2,0,1,0,0
A00009194,0,2,1,0,1
A00000879,2,2,1,0,1
A00004302,1,0,1,3,1
A00001405,1,1,1,2,0
A00007803,0,2,1,0,0
A00003665,1,2,1,0,1
A00003431,1,1,1,0,1
A00007466,1,1,1,3,0
A00009988,0,2,1,0,1
A00009531,1,1,1,0,1
A00007359,1,2,1,0,1
A00005866,2,1,1,1,1
A00005886,0,2,1,0,1
A00002316,0,2,1,0,1
A00000260,1,2,1,0,1
A00004254,2,1,1,0,1
A00007565,0,1,1,3,1
A00004132,2,0,1,3,1
A00007993,0,2,1,2,0
A00000679,0,0,1,0,1
A00008877,1,2,1,1,1
A00000478,1,2,1,1,1
A00005301,1,2,1,3,1
A00000890,2,1,1,0,1
A00003313,2,1,1,0,1
A00006980,0,1,1,1,1
A00004594,0,2,1,1,1
A00009688,1,1,1,2,1
A00002664,0,0,1,3,1
A00003596,2,2,1,1,0
A00004900,0,2,1,0,0
A00009483,1,2,1,0,0
A00008393,2,0,1,1,1
A00004449,0,1,1,0,1
A00000227,0,0,1,0,1
A00002976,1,2,1,0,1
A00005327,1,1,1,1,1
A00007230,0,2,1,3,0
A00003637,0,1,1,1,1
A00009328,0,0,1,3,1
A00003219,0,2,1,0,1
A00002456,0,0,1,3,0
A00009564,0,1,1,0,0
A00002753,0,0,1,0,1
A00009394,2,0,1,1,1
A00004554,2,1,1,0,1
A00005566,0,1,1,1,1
A00004420,0,1,0,0,0
A00002831,0,2,1,3,1
A00001122,0,2,1,1,1
A00005399,0,1,1,2,1
A00000709,1,1,1,0,1
A00009609,1,0,1,1,1
A00004561,0,0,1,2,0
A00005496,0,2,1,1,1
A00006875,1,0,1,0,1
A00001743,2,1,1,2,1
A00004042,1,2,1,0,1
A00009422,1,0,1,1,1
A00001632,2,1,1,0,1
A00003937,2,2,1,0,1
A00000007,2,1,1,1,0
A00008367,1,0,1,1,0
A00004098,1,2,1,1,0
A00008572,1,2,1,2,0
A00008676,2,1,1,1,0
A00003363,1,1,1,0,1
A00006740,1,0,1,0,1
A00002100,0,0,1,3,1
A00009799,1,1,1,1,0
A00000392,1,1,1,1,0
A00003180,0,0,1,3,1
A00001218,0,1,1,2,1
A00000534,1,1,1,0,0
A00002996,0,0,1,1,0
A00000710,1,1,1,1,1
A00009434,2,2,1,1,0
A00007590,0,2,1,0,1
A00008378,1,2,1,1,1
A00003840,1,0,1,3,1
A00007555,1,1,1,1,1
A00004604,1,2,1,1,1
A00009294,1,2,1,0,1
A00004708,0,2,1,1,1
A00000717,2,1,1,0,1
A00002257,0,2,1,0,1
A00001586,0,2,1,3,0
A00007669,1,1,1,2,0
A00002547,0,0,1,3,0
A00005824,1,0,1,0,1
A00003745,0,0,1,0,1
A00000681,1,0,1,0,0
A00000803,1,1,1,0,1
A00006220,0,1,0,0,0
A00003233,2,0,1,1,1
A00004542,1,0,1,0,1
A00004749,2,1,1,0,0
A00009267,1,1,1,3,0
A00007471,0,0,1,1,0
A00006016,0,0,1,1,1
A00000620,0,1,1,1,0
A00000511,0,2,1,2,0
A00009523,2,1,1,0,1
A00006452,0,2,1,3,1
A00004455,0,2,1,3,1
A00000536,1,1,1,1,1
A00006196,2,2,1,0,1
A00004914,0,1,1,0,1
A00009372,0,0,1,0,1
A00004209,1,2,1,1,1
A00004315,0,0,1,1,1
A00003998,0,0,1,0,0
A00005532,2,2,1,0,1
A00000356,1,2,1,3,0
A00005273,1,2,1,1,1
A00008567,1,2,1,1,0
A00003143,0,1,1,1,0
A00004792,1,2,1,0,1
A00001724,0,1,1,1,1
A00002040,2,0,1,0,1
A00006306,1,2,1,0,1
A00001042,1,0,1,3,0
A00002047,0,0,1,0,1
A00007112,0,2,1,0,0
A00001809,2,2,1,2,1
A00008740,0,2,1,1,1
A00001389,1,1,1,2,1
A00008303,1,1,1,3,1
A00006909,1,2,1,3,1
A00006620,2,0,1,3,0
A00000180,0,0,1,0,1
A00006608,0,1,1,0,0
A00007447,0,0,1,0,0
A00001473,0,0,1,1,0
A00006020,1,0,1,2,1
A00002486,1,1,1,0,0
A00005437,1,2,1,0,1
A00007340,0,0,1,1,1
A00009417,1,2,1,3,0
A00007013,1,1,1,2,0
A00002506,1,2,1,1,0
A00005917,2,2,1,1,0
A00009997,0,1,1,1,1
A00006944,0,2,1,1,1
A00009818,1,1,1,3,0
A00001643,1,0,1,0,0
A00002758,0,0,1,3,1
A00001041,0,1,1,3,1
A00001936,0,0,1,3,1
A00001665,1,1,1,0,1
A00003814,1,1,1,1,1
A00007130,0,1,1,1,1
A00001840,0,2,1,2,1
A00001715,1,0,1,1,0
A00009956,1,0,1,3,1
A00004640,0,1,1,0,1
A00008210,0,2,1,1,1
A00005002,1,2,1,3,0
A00005460,2,2,1,0,1
A00000624,0,1,1,0,1
A00006402,1,1,1,0,0
A00009955,2,1,1,3,1
A00004373,0,1,1,2,1
A00004857,0,1,1,0,1
A00002919,0,2,1,2,1
A00007333,1,1,1,1,1
A00004795,1,2,1,0,1
A00004342,0,1,1,1,0
A00003606,1,2,1,3,0
A00004598,1,1,1,1,1
A00003430,0,1,1,0,1
A00004591,1,1,1,0,0
A00000496,2,0,1,1,1
A00009745,1,2,1,0,1
A00004327,2,0,1,1,1
A00006968,2,2,1,0,0
A00007280,1,2,1,1,1
A00008665,1,0,1,0,0
A00001357,1,2,1,2,1
A00007164,0,1,1,1,1
A00002980,0,2,1,3,0
A00003349,1,0,1,2,1
A00006108,0,2,1,0,1
A00003514,1,1,1,1,1
A00006650,2,1,1,3,1
A00000687,0,2,0,0,0
A00008140,2,2,1,0,1
A00007618,0,2,1,3,1
A00007307,1,0,1,2,0
A00004218,0,2,1,0,1
A00001271,2,1,1,0,0
A00006397,1,0,1,0,1
A00008985,1,0,1,3,1
A00006718,1,2,1,1,1
A00007654,1,0,1,1,0
A00009704,1,1,1,0,1
A00004297,2,1,1,1,1
A00004567,1,1,1,0,1
A00004570,0,1,1,3,1
A00004826,0,2,1,1,1
A00001841,0,1,1,2,0
A00006838,1,0,1,0,1
A00003947,0,2,1,0,1
A00007238,1,0,1,1,1
A00000767,1,0,1,0,1
A00003047,1,1,1,0,1
A00004034,2,0,1,1,1
A00006028,0,0,1,2,0
A00000533,1,0,1,0,1
A00008535,0,2,1,3,1
A00005583,0,2,1,0,0
A00000806,0,0,1,1,1
A00002921,0,1,1,1,1
A00002349,1,2,1,0,0
A00001964,1,2,1,2,1
A00003951,1,1,1,3,1
A00007319,0,1,1,0,1
A00005456,0,1,1,3,0
A00000171,0,1,1,0,1
A00000280,0,1,0,3,0
A00008820,1,1,1,0,1
A00007782,1,0,1,1,0
A00004370,1,2,1,0,1
A00001523,0,1,1,3,1
A00005667,0,2,1,1,1
A00005682,0,1,1,3,1
A00000881,0,1,1,0,1
A00002643,1,1,1,0,1
A00000109,0,1,1,0,1
A00000718,1,2,1,0,1
A00008499,1,1,1,0,1
A00003785,2,2,0,3,0
A00007593,2,2,1,1,0
A00005176,1,2,1,0,0
A00005070,2,0,1,1,1
A00002606,1,0,1,0,1
A00005649,2,2,1,1,1
A00004991,0,0,1,1,1
A00000818,2,0,1,1,0
A00002683,0,0,1,0,0
A00007002,1,2,1,1,0
A00007851,2,0,1,3,1
A00009557,1,0,1,0,1
A00005665,1,2,1,3,1
A00000729,1,0,1,0,0
A00004156,1,2,1,2,1
A00008317,0,1,1,0,1
A00000998,0,2,1,0,1
A00003039,1,0,1,1,1
A00003990,1,2,1,3,1
A00003851,0,0,1,2,1
A00003985,1,0,1,0,0
A00004612,1,2,1,0,1
A00001238,1,1,1,1,1
A00009881,0,1,1,0,1
A00004928,0,2,1,0,0
A00001045,0,2,1,0,1
A00006204,0,1,1,2,1
A00005979,1,1,1,2,0
A00002676,1,1,1,2,1
A00001051,0,2,1,0,1
A00005967,1,0,1,1,1
A00003383,0,0,1,2,1
A00007650,0,0,1,0,0
A00001556,2,0,1,3,1
A00003870,0,1,1,3,1
A00000339,1,2,1,0,0
A00009950,2,1,1,1,1
A00007026,0,2,1,3,1
A00009124,0,2,1,1,1
A00009710,1,2,1,3,0
A00007955,1,1,1,2,1
A00009408,1,0,1,0,0
A00009153,0,0,1,0,1
A00006097,1,1,1,0,1
A00000119,1,1,1,1,0
A00006685,0,1,1,0,1
A00006057,2,0,1,3,1
A00003273,0,2,1,3,1
A00007102,0,2,1,1,1
A00001336,0,2,1,3,1
A00009180,0,0,0,0,0
A00006073,1,1,1,1,0
A00005159,2,2,1,0,1
A00005469,1,1,1,2,1
A00003659,1,2,1,0,1
A00002542,1,2,1,1,1
A00003409,0,2,1,1,1
A00009176,1,1,1,1,1
A00009996,1,1,1,3,0
A00008872,1,2,1,3,1
A00000242,0,2,1,1,1
A00003558,1,2,1,3,1
A00001266,1,0,1,0,0
A00007799,0,0,0,0,0
A00002756,1,2,0,0,0
A00006353,0,0,1,1,1
A00009190,0,0,1,1,0
A00004393,0,2,1,1,0
A00002225,1,2,1,1,1
A00008474,0,2,1,1,1
A00007033,0,1,1,1,1
A00005725,0,2,1,1,0
A00006527,0,2,1,0,1
A00009824,1,1,1,1,1
A00008407,0,2,1,2,1
A00006653,1,0,1,1,1
A00001483,2,0,1,3,1
A00002613,0,2,1,1,1
A00000424,0,0,1,3,1
A00008822,0,1,1,0,0
A00003398,2,0,1,2,0
A00006800,0,2,1,0,1
A00000820,0,1,1,0,1
A00002961,1,2,1,0,0
A00006574,0,1,1,1,1
A00000722,0,1,1,0,0
A00003569,0,0,1,1,0
A00005045,1,2,1,1,1
A00009717,0,1,1,2,1
A00004424,1,0,1,3,0
A00005533,1,0,1,1,1
A00007470,0,0,1,0,1
A00002438,0,2,1,0,1
A00001366,1,0,1,3,1
A00002678,1,2,1,0,0
A00003124,1,2,1,0,1
A00002672,0,2,1,0,1
A00005465,1,1,1,3,1
A00007338,2,1,1,3,1
A00005085,0,2,1,0,1
A00002854,0,0,1,1,0
A00006015,0,2,1,1,0
A00003376,2,0,1,3,1
A00004846,2,2,1,1,1
A00009495,1,1,1,0,0
A00003823,2,0,1,3,0
A00009050,1,2,1,3,1
A00001972,1,2,1,2,0
A00003221,1,0,1,1,0
A00009325,2,1,1,0,1
A00005572,1,1,1,0,1
A00008428,0,1,1,1,1
A00002735,0,0,1,1,1
A00008685,2,0,1,0,0
A00001943,1,1,1,3,0
A00007494,1,1,1,1,1
A00000591,0,2,1,0,0
A00009090,1,1,1,0,1
A00006325,0,0,1,3,0
A00005675,0,1,1,0,1
A00003411,0,1,1,0,1
A00009327,1,2,1,1,1
A00004607,0,1,1,0,0
A00006668,0,0,1,0,1
A00003060,0,0,1,1,1
A00004125,0,1,1,0,1
A00005430,0,1,1,2,1
A00000206,1,2,1,1,1
A00000783,0,1,1,3,0
A00008043,1,2,1,1,1
A00006378,0,2,1,2,1
A00001822,2,0,1,0,1
A00006322,1,2,1,0,1
A00005921,0,0,1,0,1
A00009397,0,1,1,0,1
A00009610,0,1,1,0,1
A00001222,0,0,0,1,0
A00001192,1,0,1,1,1
A00005264,1,0,1,1,1
A00001808,0,2,1,0,0
A00007162,0,1,1,0,1
A00007836,1,1,1,0,1
A00003173,2,2,1,0,0
A00005263,1,1,1,0,0
A00000343,1,0,1,3,1
A00001369,1,0,1,3,1
A00006206,1,0,1,3,1
A00009534,1,1,1,3,1
A00008177,0,2,1,3,0
A00004986,2,0,1,0,0
A00009646,1,0,1,0,1
A00005530,1,0,1,1,0
A00008835,0,0,1,1,1
A00004597,1,2,1,2,1
A00009936,1,0,1,0,1
A00009512,1,1,1,0,0
A00009280,0,1,1,1,1
A00004208,1,0,1,1,1
A00008370,1,1,1,3,1
A00009801,0,1,1,3,1
A00000937,0,1,1,0,1
A00004031,0,2,1,1,0
A00005550,1,2,1,1,1
A00000541,1,0,1,3,1
A00004525,2,1,1,2,0
A00001034,1,0,1,0,1
A00009655,0,0,1,1,0
A00004086,2,0,1,2,0
A00005790,2,2,1,1,0
A00008388,0,2,1,0,0
A00008327,1,2,1,0,0
A00005122,0,2,1,0,1
A00005974,2,1,1,2,1
A00000521,0,2,1,0,0
A00000083,0,0,1,0,1
A00004418,1,1,1,3,0
A00006611,1,0,1,3,0
A00009692,0,2,1,0,1
A00005891,2,2,1,3,0
A00006970,1,0,1,0,0
A00008195,0,0,1,1,1
A00006019,1,2,1,2,1
A00008617,1,2,1,1,0
A00009792,0,1,1,3,0
A00009036,2,2,1,0,1
A00007270,0,2,1,0,1
A00000078,1,0,1,3,1
A00002532,1,0,1,0,0
A00009033,0,0,1,3,0
A00005328,2,2,1,1,1
A00006598,1,0,1,0,0
A00005499,1,0,1,0,1
A00005541,1,0,1,0,1
A00000991,0,2,1,0,0
A00001227,1,1,1,3,1
A00006767,1,2,1,2,1
A00008084,0,1,1,2,1
A00008053,1,1,1,3,1
A00007831,1,0,1,2,1
A00007427,0,2,1,1,0
A00001830,0,1,1,1,1
A00009357,1,2,1,0,1
A00008153,1,0,1,0,1
A00008281,0,0,1,3,1
A00009295,0,2,1,1,1
A00002914,0,0,1,2,1
A00007651,1,0,1,2,1
A00006918,2,1,1,0,1
A00004664,0,1,1,1,1
A00007066,2,1,1,1,1
A00001771,0,0,1,0,1
A00000692,1,2,0,2,0
A00009680,1,2,1,0,1
A00007598,2,0,1,0,0
A00009466,0,0,1,0,1
A00006078,0,2,1,0,1
A00000259,2,2,1,2,0
A00003025,0,2,1,3,0
A00007391,1,2,1,0,0
A00003096,1,0,1,0,1
A00006266,2,1,1,3,1
A00007627,1,2,1,0,0
A00007069,1,0,1,1,1
A00007518,0,1,1,3,0
A00009536,2,1,1,2,1
A00005021,2,2,1,0,1
A00002599,1,2,1,1,1
A00001763,2,2,1,3,1
A00002042,1,1,1,3,1
A00006142,0,1,1,2,0
A00004140,0,1,1,1,1
A00001689,0,2,0,1,0
A00008979,1,0,1,3,1
A00004776,0,1,1,0,0
A00003556,1,0,1,1,0
A00009796,2,2,1,1,1
A00008335,2,2,1,0,1
A00009907,0,2,1,1,1
A00005232,0,2,0,2,0
A00006137,0,1,1,1,0
A00008932,1,1,1,0,0
A00007991,0,2,1,0,1
A00002474,0,2,1,0,0
A00001519,1,1,1,1,1
A00001593,0,0,1,0,1
A00003917,2,1,1,0,1
A00000437,1,1,0,0,0
A00003914,0,0,1,0,0
A00006061,1,2,1,0,1
A00008433,0,2,1,1,1
A00008425,1,2,1,2,0
A00000561,0,1,1,0,0
A00004544,0,0,1,1,1
A00001105,2,2,1,0,0
A00000136,2,1,1,0,1
A00009986,0,2,1,0,1
A00009973,2,1,1,0,1
A00000969,1,2,1,1,1
A00008977,0,1,1,0,1
A00002910,1,1,1,1,1
A00008583,2,2,1,1,1
A00001682,0,2,1,3,0
A00001337,0,0,1,0,1
A00005394,0,1,1,0,0
A00002046,0,1,1,1,0
A00006181,0,0,1,1,1
A00009389,0,1,1,1,1
A00000201,0,0,1,1,1
A00009150,1,1,1,0,1
A00008163,2,1,1,0,1
A00009845,0,1,1,3,1
A00001016,2,2,1,1,1
A00000405,0,0,1,2,0
A00008121,0,0,1,1,0
A00002364,0,2,1,0,1
A00007014,1,0,1,0,0
A00004369,2,1,1,3,1
A00003007,1,1,1,0,1
A00006625,1,0,1,0,1
A00007409,0,0,1,1,1
A00008789,0,1,1,3,1
A00002592,0,2,1,3,1
A00003340,2,2,1,1,1
A00001414,1,1,1,3,1
A00003967,1,1,0,2,0
A00009258,1,2,1,0,1
A00009951,1,0,0,0,0
A00006591,1,2,1,2,1
A00006507,0,1,1,1,1
A00006375,0,1,1,2,1
A00006952,2,1,1,0,0
A00006768,1,0,1,2,0
A00008486,1,0,1,2,1
A00001228,0,1,1,1,1
A00009244,1,0,1,0,1
A00005072,2,2,1,2,0
A00008856,0,0,1,1,1
A00007532,1,0,1,0,1
A00006648,0,1,1,0,1
A00009541,0,2,1,1,1
A00007498,1,2,1,1,1
A00007046,0,2,1,0,0
A00010000,1,2,1,2,1
A00003284,0,2,1,1,1
A00007928,1,2,1,1,0
A00005708,0,0,1,3,1
A00001175,1,2,1,2,0
A00009259,1,0,1,0,1
A00002366,1,1,1,1,1
A00002140,0,0,1,3,1
A00003687,0,2,1,2,1
A00008717,0,1,1,0,1
A00006367,0,2,1,3,1
A00001598,1,2,1,0,0
A00008783,0,0,1,0,1
A00006241,2,2,1,2,1
A00007688,0,1,1,0,1
A00006010,0,0,1,1,0
A00003095,1,1,1,1,0
A00001745,1,0,1,0,1
A00004631,0,1,1,2,1
A00003405,1,0,1,1,1
A00005424,1,0,1,3,0
A00009878,0,2,1,0,0
A00008767,0,2,1,1,1
A00007935,0,1,1,1,1
A00003786,1,1,1,1,0
A00008268,0,1,1,0,1
A00008021,1,1,1,0,1
A00003685,1,1,1,0,0
A00004527,1,1,1,0,0
A00009967,0,2,1,3,1
A00002885,0,1,1,1,1
A00002543,2,1,1,0,0
A00008746,1,1,1,3,1
A00004304,1,2,1,3,1
A00003368,0,0,1,2,1
A00000462,2,0,1,1,0
A00003232,0,1,1,2,1
A00002143,0,0,1,0,0
A00003317,1,2,1,0,1
A00008449,0,1,1,0,1
A00008630,1,1,1,0,1
A00008594,0,2,1,1,1
A00005030,2,1,1,1,0
A00001403,1,2,1,1,1
A00004476,0,2,1,1,1
A00008501,1,2,1,1,1
A00002300,0,2,1,2,1
A00006618,0,0,1,2,1
A00006047,0,2,1,0,1
A00005382,1,0,1,3,0
A00007759,0,0,1,1,0
A00000509,1,0,1,0,1
A00007376,0,1,1,0,0
A00009923,0,2,1,0,0
A00003255,0,0,1,2,1
A00002733,1,2,1,0,1
A00006147,0,1,1,3,0
A00002515,1,2,1,2,1
A00000518,2,1,1,0,0
A00004887,0,0,1,0,1
A00009962,0,0,1,1,0
A00003153,1,1,1,0,1
A00007125,1,1,1,0,1
A00007588,2,0,1,3,0
A00005746,1,0,1,1,1
A00008918,0,0,1,3,1
A00001982,2,0,1,0,1
A00003979,2,1,1,1,1
A00003229,2,1,1,3,1
A00008951,0,2,1,1,1
A00004722,1,2,1,3,0
A00006638,1,0,1,0,1
A00003278,0,2,1,2,0
A00005348,1,1,1,3,1
A00000224,2,0,1,3,1
A00002118,2,1,1,0,1
A00009136,1,2,1,3,1
A00003445,0,0,1,1,1
A00000096,0,1,1,0,0
A00000526,0,1,1,3,0
A00005655,0,0,1,3,0
A00007351,0,1,1,0,0
A00002070,1,2,1,0,0
A00002620,1,1,1,1,1
A00005777,0,2,1,2,0
A00007045,0,1,1,2,1
A00005233,0,1,1,1,1
A00009820,1,1,1,0,1
A00000582,1,2,1,2,1
A00007837,1,1,1,1,1
A00009232,0,0,1,1,0
A00003449,1,1,1,0,1
A00002877,1,1,1,1,1
A00006113,0,2,1,0,1
A00005986,1,1,1,0,1
A00002271,1,2,1,1,0
A00000631,2,2,1,1,1
A00006904,0,1,1,2,1
A00007953,1,0,1,0,1
A00008241,1,0,1,3,1
A00000229,1,0,1,2,1
A00006606,1,2,1,3,1
A00003664,2,1,1,1,1
A00004637,2,1,1,1,1
A00000398,0,1,1,1,1
A00006576,0,2,1,1,0
A00003739,1,1,0,1,0
A00008668,0,1,1,2,1
A00004457,1,1,1,1,0
A00008419,1,2,1,0,1
A00002470,1,2,0,2,0
A00002254,1,1,1,0,1
A00001214,1,1,1,0,1
A00000792,2,1,1,0,1
A00003457,0,0,1,0,1
A00003567,1,1,1,1,1
A00006679,0,1,1,1,1
A00009492,2,0,1,0,1
A00001671,0,0,1,0,1
A00001237,0,2,0,3,0
A00002101,0,1,1,1,1
A00005666,2,1,1,0,0
A00004775,0,0,1,0,0
A00003764,0,1,1,0,0
A00001821,0,2,1,0,1
A00007908,1,2,1,0,1
A00001240,2,2,1,0,0
A00004419,1,0,1,0,1
A00003526,1,1,1,1,1
A00005761,1,0,1,1,1
A00001727,1,0,1,3,1
A00008442,1,1,1,3,1
A00004505,2,2,1,3,0
A00007041,2,2,1,0,1
A00002482,0,1,1,1,1
A00006703,1,0,1,0,0
A00001212,0,0,1,1,0
A00001463,0,2,1,1,1
A00006869,0,0,1,0,0
A00007896,0,2,1,2,1
A00003635,1,1,1,3,1
A00004004,1,1,1,1,0
A00001050,1,1,1,1,1
A00005501,1,0,1,3,1
A00003364,0,0,1,1,1
A00006373,1,0,1,3,1
A00009167,0,1,1,3,1
A00007011,0,0,1,3,1
A00009588,0,2,1,3,1
A00008062,1,0,1,1,1
A00002639,0,1,1,1,1
A00009251,1,2,1,0,1
A00008525,0,2,1,3,1
A00003208,0,0,1,1,1
A00000399,1,1,1,1,0
A00005355,2,1,1,0,1
A00008701,0,1,1,0,1
A00005988,1,1,1,3,1
A00000388,0,2,1,0,1
A00002798,0,2,1,2,1
A00004136,0,0,1,1,0
A00003930,2,0,1,3,1
A00002292,1,1,1,0,1
A00009593,1,2,1,0,0
A00009911,0,2,1,1,0
A00001458,2,0,1,0,1
A00005051,1,0,1,1,1
A00005698,0,2,1,0,0
A00006593,0,1,1,1,0
A00001278,1,1,0,2,0
A00004553,0,2,1,0,0
A00006463,1,1,1,3,1
A00006387,0,2,0,0,0
A00007647,1,1,1,0,1
A00003736,1,0,1,2,1
A00003557,0,2,1,3,0
A00006208,1,1,1,1,1
A00001644,1,2,1,0,1
A00001513,1,2,1,0,0
