Cust_num,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
24039,46,technician,divorced,secondary,no,-483,no,yes,telephone,17,oct,270,yes
29708,41,technician,single,tertiary,no,7155,yes,no,cellular,3,feb,195,no
38322,35,technician,single,secondary,no,3631,yes,no,cellular,15,may,75,no
2132,34,technician,single,secondary,no,6416,yes,no,unknown,12,may,209,no
4418,31,blue-collar,married,secondary,no,21911,yes,no,unknown,20,may,202,no
27291,43,services,married,primary,no,4447,yes,yes,cellular,21,nov,94,no
8647,35,admin.,married,secondary,no,15813,yes,no,unknown,3,jun,1363,yes
15682,35,student,single,secondary,no,14550,yes,no,cellular,21,jul,369,no
13049,60,technician,divorced,primary,no,7691,no,yes,telephone,8,jul,58,no
21190,48,blue-collar,married,primary,no,12818,no,no,cellular,14,aug,136,no
8869,26,blue-collar,married,secondary,yes,18541,yes,no,unknown,4,jun,23,no
10834,44,blue-collar,married,primary,no,18938,no,yes,unknown,17,jun,181,no
16242,40,services,divorced,secondary,no,3172,no,yes,cellular,23,jul,186,no
1193,33,blue-collar,married,primary,no,8126,yes,no,unknown,8,may,267,no
2045,46,self-employed,married,tertiary,no,-2706,yes,no,unknown,12,may,112,no
30728,47,self-employed,married,tertiary,no,8747,yes,no,cellular,6,feb,150,no
7933,27,blue-collar,single,primary,no,18023,yes,no,unknown,30,may,385,no
12880,50,admin.,single,secondary,no,11401,no,yes,cellular,7,jul,70,no
27333,51,management,divorced,tertiary,no,6800,yes,no,cellular,21,nov,72,no
1129,36,blue-collar,married,primary,no,10222,no,no,unknown,7,may,159,no
29670,40,unemployed,married,primary,no,8187,no,no,cellular,3,feb,2053,no
35015,36,technician,married,secondary,no,9396,yes,no,cellular,6,may,346,no
6489,40,management,divorced,tertiary,no,13621,yes,no,unknown,27,may,67,no
17523,42,technician,divorced,secondary,no,6522,yes,yes,cellular,29,jul,10,no
17145,33,blue-collar,married,secondary,no,25028,yes,no,cellular,28,jul,151,no
488,59,management,divorced,tertiary,no,2957,yes,yes,unknown,6,may,264,no
32451,41,admin.,married,secondary,no,16116,yes,no,cellular,16,apr,263,no
29086,45,services,married,secondary,no,16432,yes,no,cellular,2,feb,134,no
39261,40,management,divorced,tertiary,no,14225,yes,no,cellular,18,may,193,no
5794,44,services,married,secondary,no,4395,yes,no,unknown,26,may,104,no
22714,49,housemaid,married,primary,no,12211,no,yes,cellular,25,aug,125,no
39140,36,blue-collar,married,secondary,no,5503,yes,yes,cellular,18,may,15,no
25192,45,management,married,tertiary,no,1523,no,no,cellular,18,nov,125,no
6878,44,blue-collar,married,secondary,no,9240,yes,no,unknown,28,may,80,no
5801,39,technician,married,secondary,no,10639,yes,no,unknown,26,may,207,no
34440,27,services,single,secondary,no,12928,yes,no,cellular,5,may,276,no
20356,47,retired,married,secondary,no,13047,yes,no,cellular,11,aug,293,no
6216,58,management,divorced,tertiary,no,5086,no,no,unknown,27,may,114,no
17880,27,blue-collar,single,primary,no,21023,no,yes,cellular,30,jul,70,no
37695,48,admin.,divorced,unknown,no,7269,no,no,cellular,14,may,243,no
15705,50,technician,married,secondary,no,11435,yes,yes,cellular,21,jul,357,no
223,35,entrepreneur,divorced,secondary,no,3498,yes,no,unknown,5,may,300,no
38317,26,technician,single,tertiary,no,2659,yes,no,cellular,15,may,637,yes
27475,42,admin.,divorced,secondary,no,-6227,no,no,cellular,21,nov,137,no
1725,42,blue-collar,married,primary,no,3738,yes,no,unknown,9,may,128,no
16732,57,retired,married,primary,no,12161,yes,no,telephone,24,jul,147,no
2986,49,entrepreneur,married,primary,no,9171,yes,no,unknown,14,may,416,no
12704,60,retired,married,primary,no,6682,yes,no,cellular,7,jul,1434,no
44542,28,management,single,tertiary,no,15357,no,no,unknown,12,aug,17,no
3928,40,services,single,secondary,no,10392,yes,yes,unknown,16,may,698,no
18304,45,blue-collar,married,primary,no,3689,no,no,cellular,31,jul,110,no
24287,46,admin.,divorced,secondary,no,8018,no,no,cellular,17,nov,117,no
16751,37,blue-collar,married,secondary,no,17309,yes,yes,cellular,24,jul,56,no
7265,51,entrepreneur,divorced,unknown,no,84,yes,no,unknown,29,may,175,no
11947,42,management,single,tertiary,no,6490,yes,no,unknown,20,jun,126,no
38658,35,self-employed,married,secondary,no,9494,yes,no,cellular,15,may,162,no
16314,28,management,single,tertiary,no,11396,no,yes,cellular,23,jul,884,no
28575,45,technician,single,secondary,no,7476,no,no,cellular,29,jan,78,no
5689,44,blue-collar,married,secondary,no,4903,yes,yes,unknown,26,may,437,no
13926,37,blue-collar,divorced,secondary,yes,14193,yes,no,cellular,10,jul,573,no
28613,33,management,single,tertiary,no,7141,no,no,cellular,29,jan,617,no
4545,33,blue-collar,married,secondary,no,15118,yes,no,unknown,20,may,172,no
4512,35,technician,divorced,secondary,yes,6458,yes,no,unknown,20,may,265,no
11574,45,management,married,tertiary,no,11004,yes,no,unknown,19,jun,202,no
37249,47,management,divorced,tertiary,no,8444,yes,no,cellular,13,may,14,no
43844,28,blue-collar,single,secondary,no,7635,yes,no,cellular,1,jun,154,yes
29686,43,services,married,secondary,no,15709,yes,yes,cellular,3,feb,140,no
29132,29,management,married,tertiary,no,4223,no,no,cellular,2,feb,180,no
12723,45,unemployed,divorced,secondary,no,10167,yes,no,cellular,7,jul,256,no
2682,29,admin.,single,secondary,no,14044,yes,no,unknown,13,may,166,no
30980,44,unemployed,married,primary,yes,2621,yes,no,cellular,9,feb,290,no
33354,44,admin.,divorced,secondary,no,17160,yes,yes,cellular,20,apr,206,no
44965,21,blue-collar,single,primary,no,9756,no,no,unknown,10,oct,5,no
30680,60,admin.,divorced,secondary,no,4043,yes,yes,cellular,6,feb,1658,yes
1800,23,services,single,secondary,no,3796,yes,yes,unknown,9,may,142,no
39049,33,blue-collar,single,secondary,no,7849,yes,no,cellular,18,may,184,no
25189,36,self-employed,divorced,secondary,no,8673,yes,no,cellular,18,nov,244,no
16156,26,management,single,secondary,no,13947,no,no,cellular,22,jul,443,no
12886,57,retired,married,secondary,no,11517,no,yes,cellular,7,jul,354,no
24417,43,technician,divorced,secondary,no,6807,yes,no,cellular,17,nov,190,no
13091,26,admin.,single,secondary,no,5845,no,yes,cellular,8,jul,304,no
12225,45,blue-collar,married,secondary,no,6461,yes,yes,unknown,20,jun,145,no
26822,31,blue-collar,married,tertiary,no,14708,no,no,cellular,20,nov,952,yes
37289,46,blue-collar,divorced,primary,no,20394,yes,no,cellular,13,may,69,no
7745,32,services,married,secondary,no,7699,yes,no,unknown,30,may,1236,yes
31322,32,entrepreneur,single,tertiary,no,7816,yes,no,cellular,11,mar,101,yes
30268,42,management,married,secondary,yes,8065,no,no,cellular,5,feb,176,no
38857,32,self-employed,married,secondary,no,11179,yes,no,cellular,18,may,158,no
28051,45,services,married,secondary,no,8842,no,no,cellular,28,jan,198,no
21839,52,technician,married,secondary,no,20463,no,no,cellular,20,aug,257,no
5279,31,services,single,secondary,no,-1551,yes,no,unknown,23,may,157,no
33950,34,admin.,single,secondary,no,12318,no,yes,cellular,30,apr,246,yes
39226,26,services,single,primary,no,3543,yes,no,cellular,18,may,486,no
27933,45,services,married,secondary,no,15189,no,no,cellular,28,jan,56,no
3038,45,admin.,married,secondary,no,5384,yes,no,unknown,14,may,295,no
4185,28,technician,single,tertiary,no,17464,yes,no,unknown,19,may,257,no
14895,48,housemaid,married,primary,no,15308,yes,no,cellular,16,jul,128,no
12857,29,technician,married,secondary,no,13669,no,no,cellular,7,jul,531,no
12250,27,blue-collar,single,secondary,yes,18901,no,no,unknown,23,jun,498,yes
36343,46,blue-collar,married,secondary,no,3111,yes,no,cellular,11,may,254,no
12684,36,services,married,secondary,no,2726,yes,yes,cellular,7,jul,151,no
34933,46,management,married,secondary,no,865,yes,no,cellular,6,may,289,no
32775,36,management,married,tertiary,no,-2180,no,no,cellular,17,apr,214,no
10095,53,retired,divorced,secondary,no,8065,no,no,unknown,11,jun,303,no
1323,55,entrepreneur,married,primary,no,16177,yes,no,unknown,8,may,176,no
13847,32,services,single,secondary,no,7532,no,no,cellular,10,jul,182,no
26635,38,admin.,single,secondary,no,11394,no,no,cellular,20,nov,48,no
35421,59,management,divorced,tertiary,yes,11453,yes,no,telephone,7,may,287,no
18627,53,retired,married,tertiary,no,7682,yes,no,cellular,31,jul,20,no
13757,40,housemaid,divorced,primary,no,13810,yes,no,cellular,10,jul,192,no
38747,40,blue-collar,single,primary,no,11330,no,no,cellular,18,may,68,no
8127,42,blue-collar,married,secondary,no,9237,no,no,unknown,2,jun,377,no
151,51,blue-collar,married,unknown,no,7302,yes,no,unknown,5,may,163,no
11647,43,blue-collar,married,unknown,no,8647,no,yes,unknown,20,jun,241,no
1212,48,blue-collar,divorced,primary,no,13581,yes,no,unknown,8,may,11,no
21993,48,management,single,secondary,no,7415,yes,no,cellular,20,aug,430,no
22240,37,technician,divorced,secondary,no,-5028,no,no,cellular,21,aug,870,no
23776,39,management,married,tertiary,no,11493,yes,yes,cellular,28,aug,908,yes
36166,40,management,married,tertiary,no,11891,yes,yes,cellular,11,may,474,yes
13284,54,blue-collar,married,primary,no,3448,no,yes,telephone,8,jul,346,no
12904,33,blue-collar,single,primary,yes,5944,no,yes,cellular,7,jul,326,no
25384,45,technician,divorced,secondary,no,18633,no,no,cellular,18,nov,39,no
37356,51,unemployed,married,secondary,no,19004,yes,no,cellular,13,may,361,no
38191,48,management,married,tertiary,yes,3197,yes,no,cellular,15,may,20,no
10648,56,admin.,single,secondary,no,14115,no,no,unknown,16,jun,52,no
20412,57,retired,married,primary,no,14613,no,yes,cellular,12,aug,80,no
12178,35,blue-collar,divorced,secondary,yes,15113,no,yes,unknown,20,jun,714,no
17234,52,housemaid,married,secondary,no,9205,no,yes,cellular,28,jul,136,no
37948,29,management,single,tertiary,no,26668,yes,no,cellular,14,may,164,no
14768,51,blue-collar,married,primary,no,3617,no,no,telephone,16,jul,126,no
20196,46,technician,divorced,secondary,yes,14236,no,no,cellular,11,aug,139,no
1786,36,blue-collar,married,secondary,no,-9375,yes,no,unknown,9,may,137,no
11844,42,admin.,married,secondary,yes,9120,no,no,unknown,20,jun,248,no
6229,41,self-employed,married,primary,no,7479,yes,no,unknown,27,may,643,no
36134,44,management,married,tertiary,no,2980,yes,no,cellular,11,may,472,no
40964,26,management,single,tertiary,no,16421,no,no,cellular,13,aug,402,no
19257,56,services,married,secondary,yes,9155,no,no,cellular,6,aug,159,no
8823,29,blue-collar,married,secondary,no,17234,yes,yes,unknown,4,jun,433,no
17046,40,management,married,tertiary,no,2181,no,yes,telephone,25,jul,697,no
18804,42,student,married,unknown,no,7023,no,no,telephone,31,jul,41,no
1200,43,blue-collar,married,secondary,yes,11427,no,no,unknown,8,may,70,no
16201,34,blue-collar,married,secondary,yes,15530,yes,no,cellular,22,jul,143,no
12348,28,admin.,single,secondary,no,-2537,no,yes,unknown,26,jun,3183,yes
16511,28,services,single,secondary,yes,5037,no,yes,cellular,23,jul,293,no
1850,29,management,married,tertiary,no,2661,yes,no,unknown,9,may,324,no
32703,30,blue-collar,married,secondary,no,5772,yes,no,cellular,17,apr,461,no
35074,32,blue-collar,married,primary,no,8597,yes,no,cellular,6,may,169,no
18799,56,management,married,tertiary,no,6797,no,no,telephone,31,jul,29,no
30381,50,management,divorced,tertiary,no,10392,yes,no,cellular,5,feb,1118,no
21459,33,management,single,tertiary,yes,5309,no,no,cellular,18,aug,127,no
39117,30,blue-collar,married,primary,no,5293,yes,no,cellular,18,may,518,no
2647,41,management,married,primary,no,19256,yes,yes,unknown,13,may,181,no
19756,35,management,married,tertiary,no,11500,no,no,cellular,8,aug,129,no
38333,31,blue-collar,single,secondary,no,14380,yes,no,cellular,15,may,110,no
22784,46,management,married,tertiary,no,10859,no,no,cellular,25,aug,728,no
23992,37,technician,married,secondary,yes,11226,no,no,cellular,29,aug,122,no
19784,53,services,married,tertiary,no,2237,no,no,cellular,8,aug,133,no
2358,45,services,married,secondary,no,10427,yes,no,unknown,13,may,213,no
13195,41,technician,single,secondary,no,-4085,no,no,cellular,8,jul,413,no
13666,47,technician,married,secondary,no,14312,no,yes,unknown,9,jul,197,no
22662,51,technician,married,tertiary,no,6674,no,no,cellular,25,aug,91,no
38568,44,services,divorced,secondary,no,10712,yes,no,cellular,15,may,152,no
13006,31,blue-collar,single,secondary,no,7440,no,yes,cellular,7,jul,221,no
15355,59,retired,married,secondary,yes,4534,no,yes,cellular,18,jul,102,no
13477,43,management,single,tertiary,no,14775,no,yes,cellular,9,jul,124,no
23666,55,admin.,married,secondary,no,904,no,no,cellular,28,aug,76,no
13238,34,technician,single,secondary,yes,6052,no,yes,cellular,8,jul,283,no
1740,30,blue-collar,married,secondary,no,915,yes,no,unknown,9,may,136,no
21140,32,technician,married,secondary,no,12083,no,no,cellular,14,aug,153,no
27151,33,entrepreneur,single,secondary,yes,13838,yes,no,cellular,21,nov,214,no
28270,42,technician,single,secondary,no,4728,no,no,cellular,29,jan,259,no
14687,44,blue-collar,divorced,secondary,no,15648,no,yes,cellular,15,jul,194,no
13336,42,services,married,secondary,no,4573,yes,no,cellular,8,jul,38,no
11090,46,blue-collar,married,primary,no,8515,no,no,unknown,18,jun,35,no
29355,53,blue-collar,divorced,primary,no,25766,yes,no,cellular,2,feb,138,no
21609,41,technician,married,secondary,no,7445,no,yes,cellular,19,aug,406,no
5345,32,technician,married,secondary,no,7717,yes,no,unknown,23,may,134,no
7599,40,management,married,tertiary,no,11893,yes,no,unknown,30,may,138,no
9676,52,housemaid,married,primary,no,6530,no,no,unknown,6,jun,235,no
10540,43,management,married,tertiary,no,11901,yes,no,unknown,16,jun,100,no
11196,60,housemaid,married,primary,no,15014,no,no,unknown,18,jun,138,no
13459,52,blue-collar,married,unknown,no,12102,yes,no,cellular,9,jul,1486,yes
13498,25,student,married,tertiary,no,12834,yes,no,cellular,9,jul,160,no
15188,48,management,divorced,tertiary,no,8563,no,no,cellular,17,jul,186,no
16145,29,blue-collar,single,secondary,no,16881,no,no,cellular,22,jul,55,no
16657,56,technician,married,primary,no,13152,yes,yes,cellular,24,jul,84,no
18395,31,technician,single,secondary,no,9708,yes,no,cellular,31,jul,16,no
18547,42,technician,single,secondary,no,9818,no,no,telephone,31,jul,33,no
18660,52,services,divorced,secondary,no,4052,no,no,cellular,31,jul,530,no
19093,35,management,married,tertiary,no,20347,yes,no,cellular,5,aug,148,no
19659,51,retired,married,secondary,no,4361,no,no,cellular,7,aug,131,no
21653,52,technician,divorced,tertiary,no,19831,no,no,cellular,19,aug,119,no
22263,57,technician,married,tertiary,no,15070,no,no,cellular,21,aug,242,no
23320,36,management,married,tertiary,no,14279,no,no,cellular,27,aug,558,no
23548,32,management,married,tertiary,no,11062,no,no,cellular,28,aug,15,no
24321,54,blue-collar,married,secondary,no,15028,no,no,telephone,17,nov,483,no
29923,42,management,married,tertiary,yes,13742,yes,no,cellular,4,feb,358,no
30071,29,admin.,married,secondary,no,15407,yes,yes,cellular,4,feb,376,no
34559,28,services,married,secondary,no,15363,yes,no,cellular,5,may,335,no
35159,30,services,married,secondary,no,16439,yes,no,cellular,7,may,512,no
36091,39,admin.,single,unknown,no,13415,yes,no,cellular,11,may,62,no
36231,37,unemployed,single,secondary,no,8874,yes,no,cellular,11,may,125,no
41933,55,management,divorced,tertiary,no,10165,no,no,cellular,22,oct,360,yes
42164,54,technician,married,secondary,no,11410,no,no,cellular,6,nov,464,yes
43078,48,management,married,tertiary,no,6406,no,yes,cellular,19,feb,204,yes
43699,63,retired,divorced,tertiary,no,18296,no,no,cellular,13,may,263,yes
3232,58,services,married,secondary,no,5906,yes,no,unknown,15,may,183,no
5418,45,services,married,secondary,no,2577,yes,yes,unknown,23,may,268,no
5702,39,blue-collar,married,unknown,no,11590,yes,no,unknown,26,may,470,no
11175,37,student,married,unknown,no,5754,no,no,unknown,18,jun,115,no
11183,37,technician,married,secondary,yes,15878,no,no,unknown,18,jun,236,no
13539,35,blue-collar,married,secondary,no,1960,yes,no,cellular,9,jul,277,no
13655,58,housemaid,married,primary,no,1530,yes,no,telephone,9,jul,148,no
13818,34,self-employed,married,tertiary,no,12158,yes,no,cellular,10,jul,95,no
14790,45,blue-collar,single,secondary,yes,7393,no,yes,cellular,16,jul,154,no
15065,56,blue-collar,married,primary,no,4382,yes,no,cellular,17,jul,82,no
17125,38,admin.,married,primary,no,5751,yes,yes,telephone,25,jul,163,no
18186,53,management,divorced,tertiary,yes,11337,yes,yes,cellular,30,jul,75,no
18525,37,services,married,secondary,no,7926,yes,yes,cellular,31,jul,187,no
18661,33,blue-collar,married,secondary,no,2731,yes,yes,cellular,31,jul,16,no
19685,36,management,single,tertiary,no,7686,yes,yes,cellular,7,aug,122,no
21858,42,management,divorced,tertiary,no,5756,yes,no,cellular,20,aug,155,no
22123,51,blue-collar,married,primary,no,5461,no,no,cellular,21,aug,234,no
22578,30,technician,single,tertiary,no,8820,no,no,cellular,22,aug,121,no
24174,31,entrepreneur,single,secondary,no,11313,no,no,telephone,13,nov,160,yes
24991,49,management,married,tertiary,no,5716,yes,no,cellular,18,nov,102,no
25765,38,entrepreneur,married,secondary,no,11152,yes,no,cellular,19,nov,202,no
27459,40,services,married,secondary,no,3525,yes,no,cellular,21,nov,43,no
31292,52,technician,married,secondary,no,2868,yes,no,cellular,10,mar,164,no
33250,42,admin.,married,secondary,no,9385,yes,no,cellular,20,apr,72,no
35028,37,management,married,tertiary,no,15556,yes,no,cellular,6,may,84,no
35388,49,technician,married,secondary,no,14217,yes,no,cellular,7,may,190,no
39968,38,housemaid,single,tertiary,no,13093,no,no,cellular,3,jun,137,no
40655,37,management,divorced,tertiary,no,2415,yes,no,cellular,6,aug,99,no
40669,57,services,single,secondary,no,14174,no,no,cellular,6,aug,355,yes
40692,59,housemaid,married,secondary,no,14567,no,no,telephone,7,aug,107,no
41332,72,retired,divorced,primary,no,8744,no,no,telephone,28,aug,359,no
41655,84,entrepreneur,married,secondary,no,4215,no,no,telephone,30,sep,992,yes
42819,20,student,single,primary,no,17272,no,no,cellular,1,feb,143,no
43719,50,technician,divorced,secondary,no,3613,yes,no,cellular,14,may,109,no
43787,28,student,married,secondary,no,6363,no,no,unknown,25,may,201,no
3997,41,blue-collar,single,primary,no,5564,yes,no,unknown,16,may,522,no
8646,39,management,married,tertiary,no,13394,yes,no,unknown,3,jun,164,no
9799,57,housemaid,married,primary,no,5055,no,no,unknown,9,jun,257,no
11148,24,blue-collar,married,secondary,no,13283,yes,no,unknown,18,jun,154,no
12371,53,retired,married,primary,no,1160,no,yes,unknown,27,jun,747,no
13487,34,admin.,married,secondary,no,14081,yes,yes,cellular,9,jul,127,no
13890,32,technician,married,secondary,no,7688,yes,yes,cellular,10,jul,428,no
14162,48,blue-collar,divorced,primary,no,9902,no,no,cellular,11,jul,324,no
14763,29,blue-collar,married,secondary,no,18882,yes,no,cellular,16,jul,186,no
15032,35,admin.,married,secondary,no,16182,no,no,cellular,17,jul,80,no
15783,33,student,married,secondary,no,11433,no,no,cellular,21,jul,100,no
16132,26,services,single,secondary,yes,7642,no,yes,cellular,22,jul,240,no
16478,27,services,married,secondary,no,10572,yes,no,cellular,23,jul,198,no
17050,34,technician,married,secondary,no,11843,yes,no,cellular,25,jul,141,no
17476,47,blue-collar,married,primary,no,21266,yes,yes,telephone,28,jul,107,no
17987,52,management,married,tertiary,no,7433,yes,no,cellular,30,jul,161,no
18252,43,admin.,married,secondary,no,17776,no,no,cellular,31,jul,408,no
18294,58,blue-collar,married,primary,no,8717,yes,no,cellular,31,jul,5,no
18734,35,unemployed,single,secondary,no,3165,no,no,cellular,31,jul,299,no
19044,52,technician,married,tertiary,no,19183,no,yes,cellular,5,aug,409,no
21066,45,admin.,married,secondary,no,15207,no,no,cellular,14,aug,113,no
21181,30,technician,single,tertiary,no,13538,no,yes,telephone,14,aug,226,no
21526,60,technician,married,secondary,no,10882,no,no,cellular,19,aug,83,no
22342,43,technician,married,tertiary,no,8447,no,no,cellular,22,aug,78,no
22666,50,management,divorced,tertiary,no,11429,no,no,cellular,25,aug,57,no
23295,46,management,married,secondary,no,12290,no,no,cellular,27,aug,38,no
26107,49,management,married,unknown,no,11158,no,no,cellular,19,nov,99,no
27129,37,blue-collar,married,secondary,no,8954,yes,no,cellular,21,nov,169,no
31924,36,entrepreneur,married,tertiary,no,16152,yes,no,cellular,9,apr,339,no
32447,54,services,divorced,unknown,no,14052,yes,no,cellular,16,apr,263,no
33306,36,blue-collar,married,secondary,no,9543,yes,yes,cellular,20,apr,240,no
33581,34,blue-collar,married,secondary,no,8333,yes,no,cellular,20,apr,562,no
34230,44,blue-collar,single,secondary,no,9908,yes,no,cellular,4,may,64,no
35382,55,services,married,secondary,no,9576,no,no,cellular,7,may,110,no
36049,40,self-employed,married,secondary,no,9623,yes,no,cellular,11,may,657,yes
36790,35,services,divorced,secondary,no,10789,yes,yes,cellular,12,may,95,no
45135,70,retired,married,secondary,no,15827,no,no,cellular,27,oct,258,yes
152,26,student,single,secondary,no,7113,yes,no,unknown,5,may,610,no
2535,27,blue-collar,married,secondary,no,9550,yes,no,unknown,13,may,296,no
2734,57,technician,divorced,secondary,no,8666,yes,no,unknown,14,may,360,no
6513,30,management,single,tertiary,no,18895,yes,yes,unknown,27,may,350,no
11805,41,technician,married,tertiary,no,13611,no,no,unknown,20,jun,95,no
12033,43,admin.,married,secondary,no,3469,no,no,unknown,20,jun,804,no
14949,54,management,married,tertiary,no,2107,no,no,cellular,16,jul,118,no
17167,38,services,married,primary,no,7881,no,no,cellular,28,jul,33,no
17441,40,management,married,tertiary,yes,9081,no,no,cellular,28,jul,165,no
19345,35,technician,single,tertiary,no,17151,yes,no,cellular,6,aug,411,no
20505,47,management,single,tertiary,no,10147,no,no,cellular,12,aug,138,no
20704,33,technician,married,secondary,no,11515,no,no,cellular,13,aug,78,no
21577,45,admin.,married,secondary,no,4295,no,no,cellular,19,aug,145,no
21697,56,management,married,tertiary,no,13460,no,no,cellular,19,aug,486,no
21719,32,management,single,tertiary,no,12999,no,no,cellular,19,aug,178,no
30678,40,admin.,single,secondary,no,54,no,no,cellular,6,feb,290,no
30807,34,management,married,tertiary,no,10453,no,no,cellular,6,feb,787,yes
31648,77,retired,married,tertiary,no,9419,no,no,cellular,6,apr,190,no
33446,34,technician,divorced,secondary,no,7749,yes,yes,cellular,20,apr,110,no
34462,37,admin.,divorced,secondary,no,9731,yes,yes,cellular,5,may,358,no
34777,35,services,married,secondary,no,17046,yes,no,cellular,6,may,343,no
35205,35,blue-collar,married,secondary,no,-1821,yes,no,cellular,7,may,19,no
36477,43,blue-collar,married,primary,no,8417,yes,no,cellular,12,may,48,no
40740,47,housemaid,married,primary,no,2769,no,no,cellular,10,aug,1225,no
41733,53,housemaid,married,primary,no,2359,no,no,cellular,8,oct,148,no
45158,52,technician,married,tertiary,no,10976,no,no,cellular,9,nov,467,yes
690,40,blue-collar,married,primary,yes,16907,yes,no,unknown,6,may,64,no
1403,25,blue-collar,single,secondary,no,11612,yes,no,unknown,8,may,30,no
4639,33,management,single,secondary,no,12657,no,no,unknown,20,may,190,no
6207,28,management,single,tertiary,no,7783,yes,no,unknown,27,may,290,no
9029,48,services,divorced,secondary,no,11243,no,no,unknown,5,jun,428,no
10620,59,retired,married,primary,no,5659,no,no,unknown,16,jun,39,no
12256,58,unemployed,divorced,secondary,no,12559,no,no,unknown,23,jun,598,no
12318,50,admin.,married,secondary,no,9592,yes,yes,unknown,26,jun,626,no
12354,47,self-employed,married,secondary,no,8971,no,no,unknown,26,jun,174,no
13584,33,admin.,married,secondary,no,9044,yes,yes,cellular,9,jul,160,no
13680,32,housemaid,married,primary,no,13283,yes,no,cellular,9,jul,90,no
14658,29,management,married,tertiary,no,12052,yes,no,telephone,15,jul,91,no
14978,38,admin.,married,secondary,no,14388,yes,no,telephone,16,jul,264,no
16011,40,entrepreneur,married,secondary,no,5726,yes,no,cellular,22,jul,117,no
16048,43,blue-collar,married,primary,yes,4165,no,yes,cellular,22,jul,431,no
16561,46,blue-collar,married,primary,no,15429,no,no,cellular,24,jul,92,no
18621,39,entrepreneur,married,tertiary,no,9413,no,no,cellular,31,jul,70,no
18635,52,blue-collar,married,primary,no,12164,yes,no,cellular,31,jul,17,no
21769,38,management,married,tertiary,no,18515,no,no,cellular,19,aug,219,no
21889,34,management,married,tertiary,no,16049,no,no,cellular,20,aug,263,no
22304,35,management,single,secondary,no,-144,no,no,cellular,21,aug,163,no
23122,44,management,married,tertiary,no,7329,no,no,cellular,26,aug,130,no
23386,43,management,married,tertiary,yes,13929,no,no,cellular,27,aug,25,no
24393,42,management,divorced,tertiary,no,2635,no,no,cellular,17,nov,116,no
24394,51,technician,married,secondary,no,18232,yes,no,cellular,17,nov,70,no
24584,32,admin.,married,secondary,no,16473,yes,yes,cellular,17,nov,159,no
30933,34,admin.,married,secondary,no,6367,yes,no,cellular,9,feb,30,no
36226,40,management,married,tertiary,no,1223,no,no,cellular,11,may,41,no
37499,39,blue-collar,married,secondary,no,12307,yes,no,cellular,13,may,513,no
37566,45,blue-collar,single,secondary,yes,20780,yes,no,cellular,14,may,17,no
38148,34,admin.,married,secondary,no,12033,yes,no,cellular,15,may,78,no
41423,30,admin.,single,secondary,no,6942,no,no,cellular,4,sep,316,yes
4498,39,blue-collar,married,secondary,no,9731,yes,yes,unknown,20,may,40,no
4561,42,management,married,tertiary,no,14196,no,no,unknown,20,may,66,no
5439,32,admin.,married,secondary,no,-704,no,no,unknown,23,may,206,no
8866,29,services,married,tertiary,no,3237,yes,no,unknown,4,jun,113,no
9840,54,entrepreneur,married,secondary,no,3892,no,no,unknown,9,jun,96,no
10374,58,management,married,primary,no,9277,no,no,unknown,12,jun,77,no
11056,36,blue-collar,married,secondary,yes,5653,no,yes,unknown,17,jun,138,no
12235,47,services,married,secondary,no,12549,no,yes,unknown,20,jun,51,no
13674,36,blue-collar,married,primary,no,14845,no,no,telephone,9,jul,39,no
14722,54,entrepreneur,married,secondary,no,16718,no,yes,cellular,15,jul,209,no
16651,52,management,divorced,tertiary,yes,11242,no,no,cellular,24,jul,335,no
20546,35,self-employed,married,secondary,no,2977,no,no,cellular,12,aug,64,no
22287,32,technician,married,secondary,no,20943,no,no,cellular,21,aug,120,no
23040,36,management,married,tertiary,no,16345,no,no,cellular,26,aug,97,no
24031,38,self-employed,married,tertiary,no,15185,no,no,cellular,29,aug,117,no
27974,54,technician,divorced,secondary,no,15550,yes,no,cellular,28,jan,87,no
28150,32,technician,married,tertiary,no,6015,yes,yes,cellular,29,jan,223,no
30704,38,unemployed,single,tertiary,no,2428,no,no,cellular,6,feb,39,no
31489,41,blue-collar,married,secondary,no,18429,yes,no,cellular,1,apr,625,no
31517,36,technician,married,secondary,no,6454,no,no,cellular,2,apr,748,no
35509,35,admin.,divorced,secondary,no,16491,yes,no,cellular,7,may,262,no
37759,31,management,married,tertiary,no,1255,yes,no,cellular,14,may,215,no
39636,28,admin.,married,secondary,no,10009,yes,yes,cellular,26,may,89,no
41645,50,technician,divorced,secondary,no,9947,no,no,cellular,29,sep,159,yes
42432,45,technician,married,secondary,no,7231,yes,no,cellular,7,dec,344,yes
2638,60,retired,married,tertiary,no,11691,yes,no,unknown,13,may,34,no
3605,31,unemployed,single,primary,no,10264,yes,no,unknown,15,may,24,no
3658,55,technician,married,secondary,no,10959,yes,no,unknown,16,may,248,no
7091,35,blue-collar,married,secondary,no,17040,yes,yes,unknown,29,may,543,yes
8566,31,entrepreneur,single,tertiary,no,14979,no,no,unknown,3,jun,31,no
9026,59,retired,married,secondary,no,14323,no,no,unknown,5,jun,812,yes
10182,45,technician,divorced,secondary,no,16598,yes,yes,unknown,11,jun,127,no
