SeriousDlqin2yrs,NumberOfTime30_59DaysPastDueNotWorse,NumberOfTime60_89DaysPastDueNotWorse,NumberOfTimes90DaysLate,MonthlyIncome,DebtRatio
0,0,0,0,5500,0.000545355
0,0,0,0,5100,0.204469712
0,0,0,0,4963,0.423650282
0,0,0,3,2700,0.213624583
0,0,0,0,2692,1.173041218
0,1,0,0,12155,0.033316881
0,1,0,0,5300,0.566308244
0,0,0,0,5078,0.23213231
0,0,0,0,10000,0.168983102
0,0,0,0,6030,0.387497927
0,0,0,0,7554,0.075843812
0,1,0,0,2100,0.506425512
1,2,1,2,2424,0.863917526
1,0,0,2,3325,0.022248948
0,0,0,0,4765,0.242551406
0,0,0,0,7644,0.190974493
0,0,0,0,3000,0.676441186
0,0,0,0,4000,1.053986503
0,0,0,0,5000,0.128374325
0,0,0,0,6000,0.329945009
1,0,0,0,1714,0
0,0,0,0,1382,1.688358641
0,0,0,0,5739,0.165505226
0,0,0,0,2500,0.083966413
0,0,0,0,4052,0.650875894
0,0,0,0,3130,0.065793676
0,0,0,0,7666,0.273901135
0,0,0,0,2357,0.506785411
0,0,0,0,7400,0.250641805
0,1,0,0,3000,0.83038987
0,1,0,0,7858,0.178903168
0,0,0,0,8650,0.333834239
0,0,0,0,2800,0.393430918
0,0,0,0,3333,0.211457708
0,1,2,1,5031,0.11009539
0,0,0,0,2683,0.44076006
0,0,0,0,9500,0.312703926
1,0,0,0,3334,0.303748126
1,0,1,0,3800,0.38121547
0,0,0,0,8677,0.515902282
0,0,0,0,11019,0.447459165
0,0,0,0,4000,0.378405399
0,0,0,0,9778,0.609162491
0,0,0,0,3190,0.034785334
0,0,0,0,5125,0.399141631
0,0,0,0,2500,0.207916833
0,0,0,0,7000,0.359234395
0,0,0,0,9334,0.241992501
0,0,0,0,3000,0.784071976
0,0,0,0,10416,0.550830373
0,0,0,0,6000,0.371104816
0,0,0,0,5586,0.054412028
0,0,0,0,1088,0.385674931
0,0,0,0,10200,0.413488874
0,1,0,0,4500,0.346367474
0,0,0,0,8000,0.276215473
0,0,0,0,5750,0.525821596
1,0,0,4,4080,0.07522666
0,0,0,0,3000,0.262912363
0,0,0,0,1800,0.294280955
0,0,0,0,16000,0.150865571
0,1,0,0,5600,0.267987859
0,0,0,0,8830,0.508436191
0,1,0,0,10833,0.256599594
0,0,0,0,3400,0.276683328
0,0,0,0,5000,0.100779844
0,0,0,0,3000,0.140619793
0,0,0,0,8939,0.418008949
0,0,0,0,5833,0.423208776
0,0,0,0,2084,0.762110312
0,1,0,0,6810,0.22713258
0,0,0,0,1666,0.118176365
0,0,0,0,3142,0.017499205
0,0,0,0,6250,0.006079027
0,0,0,0,6164,0.453041363
1,1,0,0,3583,1.102120536
0,0,0,0,8678,0.230441295
0,0,0,0,3879,0.005412371
0,0,0,0,6461,0.578458682
0,0,0,0,4666,0.160488537
0,0,0,0,9000,0.375291634
0,0,0,0,9000,0.355404955
0,0,0,0,12282,0.435235692
0,0,0,0,5600,0.206034637
1,1,1,1,2000,0.011994003
0,0,0,0,3200,0.422680412
0,1,0,0,4916,0.134228188
0,0,0,0,5583,0.431590258
0,0,0,0,11806,0.268654188
0,0,0,0,14000,0.309335047
0,0,0,0,16000,0.132366727
0,0,0,0,9000,0
0,0,0,0,3100,0.076749436
0,0,0,0,3545,0.910885505
0,0,0,0,600,0.372712146
1,0,1,0,4740,0.388736553
0,0,0,0,3986,0.375721094
0,0,0,0,7300,0.103958362
0,0,0,0,3500,1.16966581
0,0,0,0,15670,0.131963499
0,0,0,0,4100,0.034138015
0,0,0,0,1144,0.673362445
0,3,0,0,11060,0.41424826
0,0,0,0,4166,0.385169186
0,0,0,0,6833,0.405618964
0,0,0,0,3107,0.37966538
0,0,0,0,6000,0.00149975
0,0,0,0,4900,0.24586819
0,1,0,0,11395,0.650666901
0,0,0,0,2400,0.015826739
0,0,0,0,4000,0.543364159
0,0,0,0,3480,0.382074117
0,0,0,0,8916,0.039138724
0,1,0,0,5917,0.144136533
0,0,0,0,1400,2.11420414
0,0,0,0,4641,0.701206377
0,0,0,0,2100,0.807710614
0,0,0,0,6650,0.311832807
0,0,0,0,8083,0.442231569
0,0,0,0,4300,0.416647291
0,0,0,0,4500,0.504332371
0,0,0,0,4166,0.979841613
0,0,0,0,2800,0.012495537
0,0,0,0,8333,0.271778258
0,0,0,1,11332,0.175063972
0,0,0,0,10000,0.056094391
0,0,0,0,12916,0.242471162
0,1,0,0,9166,0.02498091
0,0,0,0,6250,0.344424892
0,0,0,0,5270,0.30810093
0,2,1,0,4700,0.12210168
0,0,0,0,7083,0.205533597
0,0,0,0,2700,0.156608663
0,0,0,0,11658,0.363667553
0,0,0,0,2900,0.262323337
0,0,0,0,6200,0.302693114
0,0,0,0,2641,0.650264951
0,0,0,0,3500,0.093116252
0,0,0,0,5500,0.374659153
0,0,0,0,3430,0.097930632
0,0,0,0,6800,0.082340832
0,1,0,0,4500,0.297933792
0,0,0,0,5258,0.334854535
0,0,0,0,8000,0.176102987
0,0,0,0,4525,0.444542643
0,0,0,0,9167,0.176156195
0,1,0,0,7800,0.41122933
0,1,0,0,4416,0.54086484
0,0,0,0,6700,0.178331592
0,0,0,0,4160,0.170872386
0,0,0,0,10813,0.339652303
0,0,0,0,5416,0.34816319
1,0,1,0,8532,0.009140982
0,2,0,0,4172,0.348670022
0,0,0,0,26500,0.117089921
0,0,1,0,2450,0.152998776
0,0,0,0,9000,0.083101878
0,0,0,0,13333,0.001649918
0,0,0,0,1600,0
0,0,0,0,6171,0.413318211
0,0,0,0,4000,0.026243439
0,0,0,0,6250,0.053111502
0,0,0,0,7003,0.000428327
0,1,0,0,6892,0.589148411
0,0,0,0,9400,0.518029997
0,0,0,0,10000,0.232276772
0,0,0,0,7375,0.360357918
0,0,0,0,4800,0.165798792
0,0,0,0,5375,0.495349702
0,0,0,0,4906,0.330955777
0,0,0,0,7750,0.263578893
0,0,0,0,3420,0.232972815
0,0,0,0,10000,0.056194381
0,0,0,0,4754,0.336698212
0,98,98,98,3345,0
0,0,0,0,5000,0.860027994
0,0,0,0,5360,0.559410558
0,0,0,0,8600,0.400999884
0,0,0,0,10000,0.04149585
0,0,0,0,2400,0.516451479
0,0,0,0,9600,0.481304031
0,0,0,0,6055,0.231010568
0,0,0,0,15600,0.366771361
0,0,1,0,3539,0.092655367
0,0,0,1,2500,0.004398241
0,0,0,0,19970,0.286465375
0,0,0,0,4142,0
1,2,0,2,4500,0.130637636
0,0,0,0,2700,0.321362458
0,0,0,0,8357,0.021296961
0,0,0,0,3500,0.335332762
0,1,1,0,5700,0.388528328
1,1,3,0,11500,0.179549604
0,0,0,0,8833,0.401064071
0,0,0,0,25000,0.307827687
0,0,0,0,15500,0.008838139
0,1,0,0,4000,0.005748563
0,0,0,0,3000,0.52215928
0,0,0,0,2000,0.991004498
0,0,1,0,11350,0.186415294
0,0,0,0,10000,0.124587541
1,0,0,0,6000,0.578736877
0,0,1,0,8333,0.465682745
0,0,0,0,4450,0.447989216
0,0,0,0,3150,0.509679467
0,0,0,0,5450,0.339387268
0,0,0,0,1812,0.448979592
0,0,0,0,4094,0.019047619
0,1,0,0,11000,0.230251795
0,0,0,0,5700,0.422382038
0,1,0,0,770,3.661478599
0,4,1,0,9000,0.168536829
0,0,0,0,5000,1.25894821
0,0,0,0,3583,0.209821429
0,0,0,0,6400,0.224808624
0,0,0,0,8690,0.284662294
0,0,0,0,3335,0.271882494
0,0,0,0,6000,0.002499583
0,0,0,0,5000,0.00879824
0,0,0,0,1950,0.68426448
0,0,0,0,11000,0.594127807
0,0,0,0,570,6.136602452
0,0,0,0,3934,0.048538755
0,1,0,0,8500,0.114104223
0,0,0,0,7766,0.23960345
0,0,0,0,8000,0.486814148
0,0,0,0,10500,0.123607275
0,0,0,0,4000,0.172706823
0,0,0,0,6055,0.998678996
0,0,0,0,734,2.265306122
0,0,0,0,1000,0.222777223
0,0,0,0,2333,0.263067695
0,0,0,0,4688,1.043079548
0,0,0,0,6293,0.368605021
0,0,0,0,2100,0.554973822
0,0,0,0,8908,0.383432484
0,0,0,0,9061,0.324431693
0,0,0,0,4700,0.755583918
0,0,0,0,3166,0.158509631
0,1,0,0,62500,0.099038415
0,0,0,0,5760,0.21524041
1,2,0,0,3172,0.392688308
0,0,0,0,5150,0.450397981
0,0,0,0,3399,0.000294118
0,0,0,0,5416,0.864131438
0,0,0,0,2900,1.275766977
0,1,0,0,13000,0.479116991
0,0,0,0,6000,0.541576404
0,0,0,0,7967,0.147590361
0,0,0,0,9000,0.338517942
0,1,0,0,7411,0.302752294
0,0,0,0,16200,0.058453182
1,0,0,4,4200,0.135920019
0,0,0,0,5140,0.062633729
0,0,0,0,17222,0.011728503
0,0,0,0,3950,0.327258922
1,0,1,0,5863,0.065313779
0,0,0,0,14600,0.201493048
0,0,0,0,1667,0.498800959
0,0,0,0,14866,0.37714401
0,0,0,0,8540,0.58669945
0,0,0,0,22000,0.324712513
0,0,0,0,1500,0.126582278
0,0,0,0,8800,0.007612771
0,1,1,1,3500,0.347614967
0,0,0,0,6000,0.685052491
0,0,0,0,6000,0.231128145
0,2,0,0,2375,1.228956229
0,0,0,0,4700,0.37183578
0,0,0,0,4900,0.584166497
0,0,0,0,3000,0.013995335
0,0,0,0,9259,0.390820734
0,0,0,0,7883,0.399289701
0,0,0,0,6075,0.270408163
0,0,0,0,3705,1.290609822
0,0,0,0,4800,0.698812747
0,0,0,0,1500,1.977348434
1,0,0,0,4296,0.34721899
1,1,1,1,5800,0.302016894
0,0,0,0,112100,0.007992792
0,0,0,1,7640,0.170003926
0,0,0,0,4666,0.215127491
0,0,0,0,6000,0.445092485
0,0,0,0,2000,0.011494253
0,0,0,0,44200,0.114341304
0,0,0,0,1472,0.335369993
0,1,0,0,11166,0.403241694
0,0,0,0,4300,0.392699372
0,0,0,0,8512,0.203923411
0,0,0,0,2085,0.690795781
0,0,0,0,13500,0.315384046
0,0,0,0,20833,0.218968993
0,0,0,0,5700,0.240834941
0,0,0,0,585,0
0,0,0,0,2406,0.225176568
0,0,0,0,1757,0.221274175
0,1,0,0,50000,0.250374993
1,0,1,1,5469,0.435100548
0,0,0,0,3100,0.320541761
0,0,0,0,7000,0.214683617
0,0,0,0,2600,0.123798539
0,0,0,0,7200,0.37994723
0,0,0,0,4507,0.079636202
0,0,0,0,11733,0.208368843
0,0,0,0,4500,0.245278827
0,0,0,0,10000,0.00189981
0,0,0,0,3200,0.176819744
0,0,0,0,4164,0.075390156
0,0,0,0,77000,0.006454462
0,2,0,0,5500,0.298491183
0,0,0,0,3980,0
0,0,0,0,8000,0.237595301
0,0,0,0,9500,0.089043259
1,0,1,0,3566,0.020185029
0,0,0,0,2600,0.00153787
0,0,0,0,6416,0.390681004
1,2,0,0,6483,1.083436151
0,0,1,2,1681,0.823424495
1,0,0,0,6300,0.573242342
0,1,0,0,4186,0.080964891
1,0,0,0,1111,0.607913669
0,1,0,0,4500,0.443901355
0,0,0,0,3200,0.387691346
0,1,0,0,6900,0.276626576
0,0,0,0,8273,0.738216099
0,0,0,0,5000,0.734053189
0,1,2,5,6200,0.55910337
0,1,1,0,7000,0.692901014
0,0,0,0,8115,0.000616067
0,0,0,0,6000,0.41109815
0,0,0,0,6046,0.06432942
1,3,0,3,2513,1.146778043
0,0,0,0,17500,0.323181532
0,0,0,0,12166,0.514588641
0,0,0,0,500,0.007984032
0,0,0,0,3400,0.667156719
0,0,0,0,1800,0.200444198
0,0,0,0,7200,0.140258297
0,0,0,2,5200,0.075754663
0,0,0,0,125000,0.031743746
0,0,0,0,4166,1.291336693
0,0,0,0,5793,0.255091474
0,0,0,0,4780,0.227567455
0,0,0,0,16000,0.207924505
1,0,0,0,8680,0.329800714
0,0,0,0,2900,0.411582213
0,0,0,0,7383,0.532231853
0,0,0,0,2400,0.917950854
0,0,0,0,4500,0.708731393
0,0,0,0,12499,0.49856
0,0,0,0,10000,0.227477252
0,0,0,0,7090,0.288393739
0,0,0,0,4900,0.25423383
0,0,0,0,3000,0.421526158
0,0,0,0,6000,0.196800533
0,1,0,0,5800,0.640062058
0,0,0,0,20126,0.429423163
0,0,0,0,9200,0.071731334
0,0,0,0,9583,0.277441569
0,0,0,0,4703,0.22087585
0,0,0,0,3950,0.165021514
0,0,0,0,6575,0.448600973
0,0,0,0,6783,0.524911557
0,0,0,0,1460,0.489390828
0,0,0,0,12917,0.339758477
0,0,0,0,5266,0.53521929
1,4,0,2,3020,0.446209864
0,0,0,0,2835,0.13787024
0,0,0,0,30000,0.087230426
0,0,0,0,7375,0
0,0,0,0,2350,0.002977456
0,0,0,0,9050,0.029389018
0,0,0,0,5555,0.551655868
0,0,0,0,8500,0.116221621
0,0,0,0,3537,0.445449406
0,0,0,0,2600,0.037293349
1,1,1,0,3999,0.40475
0,0,0,0,5000,0.48990202
0,98,98,98,3635,0
0,0,0,0,2800,0.75651553
0,0,0,0,13039,0.420782209
0,0,0,0,2800,0.90396287
0,0,0,0,11789,0.364800679
1,1,0,1,6575,0.265206813
0,0,0,0,11400,0.298833436
0,1,0,0,5323,0.260894065
0,0,0,0,6833,0.254901961
0,0,0,0,4801,0.457934194
1,0,0,0,2500,3.667732907
0,0,0,0,10492,0.26960831
0,1,0,0,5000,0.653669266
0,0,0,0,1500,0.45769487
0,0,0,0,9166,0.179557107
0,2,0,0,5481,0.024808464
0,0,0,0,6500,0.028918628
0,0,0,0,7539,0.364190981
0,0,0,0,9500,0.243132302
0,0,0,0,5200,0.003268602
0,0,0,0,939,0.018085106
0,0,0,1,2800,0.327740093
0,0,0,0,6700,0.211610207
0,6,0,0,3583,0.446707589
0,0,0,0,12332,0.117813995
0,0,0,0,5400,0.651175708
0,0,0,0,7884,0.311857958
0,0,0,0,3466,0.560426882
0,0,0,0,7500,0.611785095
0,0,0,0,1750,2.587664192
0,0,0,0,7500,0.193840821
0,0,0,0,6666,0.486875656
1,0,0,0,7000,0.046707613
0,0,0,0,1800,0.308717379
0,1,0,0,15652,0.214016482
0,0,0,0,7800,0.368414306
0,0,0,0,3848,0.278773707
0,0,0,0,7166,0.272359425
0,0,0,0,1,1305
0,0,0,0,4843,0.567299752
0,0,0,0,3900,1.120994617
0,0,0,0,5513,0.305585782
0,0,0,0,6140,0.240026054
0,0,0,1,5700,0.002806525
0,0,0,0,6466,0.720426782
0,0,0,0,1700,0.879482657
0,0,0,0,9166,0.586015054
0,0,0,0,2700,0.072565716
0,0,0,0,7000,0.177688902
0,0,0,0,3744,0.326034713
0,0,0,0,4437,0.794051374
0,0,0,0,4000,0.026493377
0,2,0,0,5333,5.379452568
0,0,0,0,13441,0.137925904
0,0,0,0,8225,0.60940919
0,0,0,0,8300,0.089989158
0,1,1,0,5000,0.200559888
0,0,0,0,5000,0.00259948
0,0,0,0,2800,0
0,1,0,0,6500,0.144900784
0,0,0,0,13000,0.060379971
1,0,0,0,3033,0.170072512
0,0,0,0,7600,0.009735561
0,0,0,0,13216,0.53930544
0,0,0,0,5000,0.438712258
0,0,0,0,3333,2.091481704
0,0,0,0,6666,0.659367032
0,0,0,0,6833,0.016242318
0,0,0,0,10631,0.156696764
0,0,0,0,2250,0.641936917
0,0,0,0,5000,0.441111778
0,0,0,0,5509,0.394010889
0,0,0,0,7000,0.637194686
0,0,0,0,5400,0.339196445
0,0,0,0,6500,0.431472081
0,0,0,0,1800,0.741254858
0,2,0,0,2500,0.137544982
0,0,0,0,5800,0.189450095
0,0,0,0,1700,0.136390359
0,0,0,0,2900,0.433298862
0,0,0,0,8586,0.134156283
0,1,0,0,3500,0.298771779
0,0,0,0,5400,0.004258471
1,1,0,0,2600,0.4544406
0,0,0,0,6400,0.384783628
0,0,0,0,2500,1.413034786
1,1,0,0,4000,0.301674581
0,0,0,0,4250,0.491884263
0,0,0,0,2800,0.737950732
0,0,0,0,4200,0.637229231
1,0,1,0,7400,0.71152547
0,1,0,0,6471,0.558250927
0,0,0,0,4310,0.169102296
0,0,0,0,5461,0.000915416
0,0,0,0,5635,0.43151171
0,0,0,0,6600,0.434025148
0,0,0,0,7600,0.460860413
0,0,0,0,1244,0.461044177
0,0,0,0,5680,0.512761838
0,0,0,0,4460,0.815960547
0,0,0,0,3176,0.689959081
0,0,0,0,4699,0.17212766
0,0,0,0,2500,0.018792483
0,0,0,0,6000,0.245625729
1,0,0,0,7062,0.234036528
0,0,0,0,9094,0.056074766
0,0,0,0,1630,0.002452483
0,0,0,0,8210,0.241870661
0,0,0,0,3162,0.424913057
0,1,0,0,2308,0.407102642
0,0,0,0,4167,0.211132438
0,0,0,0,2500,0.432227109
0,0,0,0,1,1303.5
0,0,0,0,3000,0.220259913
0,0,0,0,2400,0.359017076
0,0,0,0,12000,0.528122656
0,0,0,0,4600,0.544229515
0,0,0,0,2500,0.117952819
0,0,0,0,2098,1.295855169
0,0,0,0,820,0.662606577
0,2,0,0,10433,0.334195898
0,0,0,0,2800,1.03070332
0,0,0,0,3451,0.535631518
0,0,0,0,2952,0.004063664
0,0,0,0,15250,0.310799292
0,0,0,0,3000,0.077640786
0,0,0,0,6716,0.150066994
0,0,0,0,5222,0.376412024
0,1,2,0,6540,0
0,0,0,0,2501,0.010791367
1,0,1,0,1700,0.684303351
0,0,0,0,10151,0.18715524
0,0,0,0,6913,0.121203356
1,1,0,0,4833,0.320852296
0,0,0,0,4900,0.299326668
0,0,0,0,13867,0.121863282
0,1,0,0,8416,0.342758703
0,0,0,0,7900,0.303379319
0,0,0,0,12666,0.190573932
0,0,0,0,8333,0
0,0,0,0,42500,0.088962613
0,0,0,0,6687,0.054575359
0,0,0,0,7000,0.831309813
0,0,0,0,5000,0.227554489
0,0,0,0,2500,2.295881647
0,4,2,0,5833,0.334247515
0,0,1,0,3700,0.029721697
0,0,0,0,3504,0.228815977
0,0,0,0,4700,0.767070836
0,0,0,0,3501,0.003141062
0,0,0,0,7203,0.206968351
0,0,0,0,2800,0.156729739
0,0,0,0,6750,0.076433121
0,0,0,0,4775,0.100293132
0,0,0,0,2500,0.005597761
0,2,0,0,540,0.388170055
0,0,0,0,16600,0.109391001
0,1,0,0,7200,0.454103597
0,2,0,0,5294,0.45401322
0,0,0,0,7500,0.215837888
0,0,0,0,7622,0.236914601
1,0,0,0,3450,0.991596639
0,1,0,0,8140,0.319862425
0,0,0,0,3000,0.364545152
0,0,0,0,7000,0.053278103
0,1,0,0,8000,0.488938883
0,0,0,0,9000,0.324408399
0,0,0,0,5681,0.650123196
0,0,0,0,8200,0.284355566
0,0,0,0,11362,0.244917715
0,0,0,0,2978,0.167505874
0,0,0,0,2667,0.68928036
0,0,0,0,12083,0.755130751
0,0,0,0,9681,0.313261723
0,0,0,0,2533,0.622336227
0,1,0,0,8000,0.380952381
0,0,0,0,14200,0.151468206
0,0,0,0,4522,0.252266195
0,0,0,0,6000,0.207632061
0,0,0,0,5100,0.331111547
0,0,0,0,6666,1.239238038
0,5,3,0,1372,0.876911872
0,0,0,0,5000,0.24095181
0,0,0,0,2432,0.129058775
1,0,0,3,2080,0.052378664
0,0,0,0,5843,0.421629021
0,0,0,0,1500,0.203197868
0,0,1,0,6000,0.108815197
0,0,0,0,8333,0.456323494
0,0,0,0,1400,1.68165596
0,0,0,0,2400,0.476884631
0,0,0,0,5200,0.397615843
0,0,0,0,8000,0.079615048
0,0,0,0,16250,0.1636207
0,0,0,0,7700,0.213478769
0,0,0,0,8200,0.183392269
0,0,0,0,6800,0.160858697
0,0,0,0,5700,0.159094896
0,0,0,0,3500,0.030277064
0,0,0,0,4333,0.268574066
0,0,0,0,2100,0.012851023
0,0,0,0,7492,0.777926064
0,0,0,0,2500,1.431027589
1,0,0,0,4333,0.630826027
0,0,0,0,3700,0.376925155
0,0,0,0,7000,0.511641194
0,0,0,0,9532,0.318053079
1,2,0,0,1200,1.768526228
0,0,0,0,10160,0.466095857
0,0,0,0,9916,0.126449531
0,0,0,0,6268,0.507257936
0,0,0,0,3850,1.549207998
0,0,0,0,8272,0.274870059
0,0,0,0,3800,0.01368061
0,0,0,0,3500,0.399600114
0,1,0,0,9069,0.815876516
0,0,0,0,6999,0
0,0,0,0,15385,0.173404394
0,0,0,0,3600,0.542904749
0,1,0,0,10500,0.114274831
0,0,0,0,11049,0.228778281
1,0,1,0,1600,0.322923173
0,0,0,0,7900,0.241488419
0,0,0,0,8333,0.227141829
0,0,0,0,4266,0.41645184
0,0,0,0,5580,0.302096398
0,1,0,0,13687,0.207115722
0,0,0,0,6000,0.520079987
0,0,0,0,11249,0.491822222
0,0,0,0,10600,0.16300349
1,2,2,1,4750,0.754577984
0,1,0,0,5663,0.259710452
0,1,0,0,5007,0.040734824
0,0,0,0,6160,0.434669696
0,0,0,0,7133,0.579899075
0,0,0,0,5000,0.00779844
0,0,0,0,14000,0.183844011
0,1,0,0,1100,1.373297003
0,0,0,0,9500,0.45668877
0,0,0,0,3600,0.394612608
0,0,0,0,1850,0.819556996
0,1,1,0,1000,2.344655345
0,0,0,0,5758,0.41986456
0,0,0,2,11113,0.43530682
0,0,0,0,10885,0.496601139
0,0,0,0,7083,1.122247318
0,0,0,0,3266,0.306091215
0,1,1,0,5000,0.332133573
0,0,0,0,5000,0.019996001
0,0,0,0,11067,0.16452837
0,0,0,0,8000,0.969503812
0,0,0,0,8083,0.05974765
0,0,0,0,7300,0.507053828
0,2,0,0,5600,0.895018747
0,0,0,0,1890,0.492332099
0,0,0,0,6667,0.292891422
0,1,0,0,7100,0.519081819
0,0,0,0,6750,0.616501259
0,0,0,0,5000,0.229554089
0,2,0,0,13400,0.473994478
0,0,0,0,7000,0.160119983
1,5,2,6,8800,0.677991137
1,0,0,0,13759,0.175508721
0,0,0,0,5833,0.098731574
0,1,0,0,8166,0.237173993
1,1,0,0,6833,0.389230319
1,0,0,0,7015,0.88968073
0,0,0,0,3974,0.722515723
1,0,0,0,5000,0.858428314
0,0,0,0,5834,0.039588689
0,0,0,0,8168,0.164646836
0,0,0,0,4120,0.300169862
0,0,0,0,4586,1.192718552
0,0,0,0,2712,0
0,0,0,0,31416,0.220772193
0,0,0,1,3500,0.946872322
0,0,0,0,3500,0.224507284
1,1,0,0,6333,0.47316072
0,0,0,0,3400,0.165833578
0,0,0,0,3981,0.317428428
0,0,0,0,9000,0.004888346
0,2,0,0,8500,0.305611105
0,0,0,0,10000,0.00469953
0,0,0,0,5050,0.204909919
0,0,0,0,4000,0.240939765
0,0,0,0,11200,0.283992501
0,0,0,0,9082,0.004403831
0,0,0,0,5000,0.443111378
1,1,1,3,3916,0.091396477
0,0,0,0,10500,0.001142748
0,0,0,0,4083,0.159157689
0,0,0,0,5423,0.004977876
0,0,0,0,6000,0.392101316
0,0,0,0,8083,0.551335972
0,0,0,0,3500,0.125678378
0,0,0,0,2083,0.33925144
0,0,0,0,8250,0.2358502
0,0,0,0,601,0.187707641
0,0,1,0,764,0.973856209
0,0,0,0,6700,0.358453962
0,0,0,0,1100,0
0,0,0,0,4218,0.070158805
0,0,0,0,3100,0.091905837
0,0,0,0,2880,0.184658105
0,0,1,0,340,0.017595308
0,0,0,0,10000,0.381061894
0,0,0,0,5208,0.35265886
0,0,0,0,4000,0
0,0,0,0,5000,0.286742651
0,0,0,0,8000,0.420572428
0,0,0,0,7500,0.042527663
0,0,0,0,2357,0.353689567
0,0,0,0,7000,0.009570061
0,0,0,0,6000,0.259790035
0,0,0,0,13180,0.082315454
0,0,0,0,4100,0.20555962
0,1,0,0,10000,0.379862014
0,0,0,0,898,0.378197998
0,0,0,0,441,0.015837104
0,0,0,0,4116,0.165897498
0,0,0,0,2172,0.069028992
0,0,0,0,4036,0.260094129
0,0,1,0,9366,0.422974271
0,0,0,0,16280,0.203427308
0,0,0,0,4000,0.007998
0,0,0,0,11200,0.271136506
0,0,0,0,5866,0.155957048
1,0,0,0,2048,0.156173743
0,0,0,0,5535,0.105671965
0,0,0,0,4300,0.500116252
0,0,0,0,19580,0.295286247
0,0,0,0,4800,0.195375963
1,2,0,1,4430,0.607763485
0,0,0,0,10416,0.004127868
0,0,0,0,1200,0
0,1,0,0,10000,0.229577042
0,0,0,0,6500,0.617289648
0,0,0,0,8000,0.061992251
0,0,0,0,6500,0.23611752
1,0,0,0,4573,0.617184084
0,1,0,1,3100,0.160593357
0,0,0,0,3000,0.011662779
0,2,0,0,4766,0.196979232
0,1,0,0,5000,2.642271546
0,1,0,0,4500,0.48789158
0,0,0,0,2083,0.232245681
0,0,0,0,8333,0.508759299
0,1,0,0,2500,0.191523391
0,0,0,0,1847,0.86525974
0,2,0,0,10100,0.501831502
0,0,0,0,6448,0.484416189
0,0,0,0,3178,0.305441963
0,1,0,0,21500,0.322031533
0,0,0,0,12900,0.093791179
0,0,0,0,16000,0.270670583
0,0,0,0,2500,0
0,0,0,0,4800,0.450531139
0,0,0,0,9035,0.610115095
0,0,0,0,6000,0.143809365
0,0,0,0,2500,1.018392643
0,0,0,0,10166,0.306481755
0,0,0,0,5000,0.577284543
1,0,0,0,6000,0.290118314
0,0,0,0,6000,0.051824696
0,0,0,0,2300,1.713602781
0,0,0,0,11291,0.382040383
0,1,0,3,7000,0.017568919
0,0,0,0,6000,0.003166139
0,0,0,0,5083,0.37804878
0,0,0,0,4583,0.407504363
0,3,0,0,1500,0.200532978
0,0,0,0,4300,0.131364799
0,0,0,0,4666,0.046068138
0,0,0,0,3600,0.492363232
0,0,0,0,9000,0.374513943
0,0,0,0,10500,0.010189506
0,0,0,0,5800,0.237028099
0,0,0,0,15000,0.035197653
0,0,0,0,1200,0.07743547
0,0,0,0,4134,0.016928658
0,0,0,0,3500,0.003998857
0,0,0,0,6500,0.127980311
0,0,0,0,4942,0.439813878
0,0,0,0,15800,0.157141953
0,0,0,0,3394,1.109278351
0,0,0,0,7833,0.428006127
0,0,0,0,4581,0.329550415
0,0,0,0,4166,0.674586033
0,0,0,0,11600,0.45961555
0,1,0,0,14770,0.240335793
1,0,0,0,7968,0.083824821
0,0,0,0,3200,1.220243674
0,0,0,0,1916,0.752738654
0,0,0,0,10682,0.367686979
0,0,0,0,12750,0.219120069
0,0,0,0,6667,0.193761248
0,0,0,1,3138,0.204205161
0,0,0,0,1818,0.0104453
0,0,0,0,1300,0.00076864
0,0,0,0,4166,0.387089033
0,1,1,0,62500,0.082734676
1,0,1,0,4700,0.867687726
0,0,0,0,48374,0.565932817
0,0,0,0,7550,0.26910343
0,2,2,2,4082,0.339211364
0,0,0,0,3600,0.442654818
0,0,0,0,12000,0.411049079
0,1,0,0,3500,0.48557555
0,0,0,0,4900,0.041828198
0,0,0,1,2000,0
0,0,0,0,1348,1.272794663
0,0,0,0,7500,0.009198773
0,0,0,0,7400,0.124847994
0,0,0,0,9333,0.329869295
0,0,0,0,13000,0
0,1,0,0,4800,0.13830452
0,1,0,0,4100,0.471348452
0,0,0,0,12000,0.045912841
0,0,0,0,8750,0.000914181
0,0,0,0,5000,0.0059988
0,0,0,0,4112,0.564065159
0,0,0,0,12500,0.203823694
0,0,0,0,3613,0.306862203
0,0,0,0,3200,0.077475789
0,0,0,0,8900,0.159195596
0,0,0,0,3530,1.729255169
0,0,0,1,4000,0.494876281
0,0,0,0,4667,0.305698372
0,0,0,0,4300,0.59311788
0,0,0,0,9000,0.060437729
0,0,0,0,11166,0.306169965
0,0,0,0,5000,0.355728854
0,0,0,0,9200,0.336702532
0,0,0,0,4750,0.706798569
0,0,0,0,11037,0.203841276
0,0,0,0,4000,0.822294426
0,0,0,0,6880,0.409097515
0,0,0,0,7100,0.404731728
0,0,0,0,9791,0.003063725
0,0,1,0,2200,0.002271695
0,0,0,0,9000,0.05677147
0,0,0,0,7044,0.336408801
0,0,0,0,13150,0.469317923
0,0,0,0,12516,0.609331309
0,0,0,0,4493,0.529149978
0,0,0,0,12339,0.125850891
