Age,Income,CCAvg,Mortgage,CD Account,Personal Loan
28,45,1.60,0,0,0
33,49,1.67,214,0,0
46,69,2.10,0,0,0
52,94,2.80,333,0,0
60,18,1.50,0,0,0
59,8,0.70,91,0,0
57,55,2.10,108,0,0
46,85,0.40,0,0,0
25,62,0.00,229,0,0
53,65,2.00,0,0,0
38,138,0.00,0,0,0
63,103,2.50,0,0,0
44,99,3.50,357,0,1
50,152,7.30,0,0,0
28,25,0.90,140,0,0
27,98,2.50,361,1,0
52,39,0.70,166,0,0
50,40,1.30,0,0,0
39,58,2.10,169,0,0
50,192,1.80,301,1,1
60,62,0.80,0,0,0
30,69,0.80,0,0,0
31,40,1.30,170,0,0
39,61,0.60,127,0,0
29,30,0.30,157,0,0
54,29,1.50,97,0,0
35,41,1.00,0,0,0
27,118,3.30,0,0,1
45,109,7.00,366,0,0
58,122,0.20,0,1,1
62,50,1.50,169,0,0
28,43,0.10,0,0,0
32,108,4.60,0,0,0
29,110,2.50,0,0,1
41,20,1.40,0,0,0
61,112,1.70,0,0,0
56,25,0.10,136,0,0
37,42,0.70,0,0,0
60,29,0.30,0,0,0
49,84,2.10,134,0,0
43,81,2.60,0,0,0
53,55,0.90,119,0,0
35,40,2.40,0,0,0
56,145,5.70,0,1,1
41,175,1.10,0,0,1
36,78,1.80,163,0,0
56,51,1.50,0,0,0
64,50,1.67,0,0,0
51,21,0.40,0,0,0
49,79,0.20,83,0,0
43,84,4.00,0,0,0
51,34,0.40,0,0,0
55,73,1.60,0,0,0
62,90,0.50,0,0,0
35,23,0.20,0,0,0
53,145,6.10,294,1,1
33,54,0.20,141,0,0
43,49,2.20,103,0,0
58,51,2.80,0,0,0
63,8,0.60,0,0,0
31,62,1.00,0,0,0
36,25,0.67,0,0,0
30,63,1.75,0,0,0
59,24,0.20,86,0,0
28,11,0.10,0,0,0
59,23,0.10,0,0,0
47,33,1.40,0,0,0
47,83,3.80,97,0,1
56,39,1.40,131,0,0
41,138,6.90,0,0,1
25,113,2.50,0,0,0
30,125,0.50,0,1,1
50,195,1.70,0,0,0
34,105,1.20,0,0,0
44,75,3.50,0,0,1
36,40,1.00,0,0,0
39,61,0.50,137,0,0
54,75,4.50,0,0,0
33,122,0.00,0,0,0
39,75,3.00,0,0,0
41,59,0.20,0,0,0
40,24,1.00,0,0,0
29,175,3.30,329,0,1
51,39,0.80,182,0,0
54,145,6.80,0,0,0
47,24,0.40,142,0,0
53,20,0.10,0,0,0
30,85,2.60,0,0,0
28,65,2.60,0,0,0
60,191,5.60,0,0,1
51,11,0.00,0,0,0
63,40,1.00,167,0,0
38,54,0.70,196,0,0
59,95,3.80,0,0,0
53,94,1.00,0,0,0
31,79,2.20,0,0,0
41,48,0.30,0,0,0
25,70,2.60,0,0,0
27,40,0.10,111,0,0
50,44,1.80,0,0,0
50,43,1.40,137,0,0
43,29,0.30,0,0,0
50,188,1.30,184,0,1
46,114,0.00,0,0,0
30,52,0.70,0,0,0
42,13,0.20,0,0,0
42,95,0.50,0,0,0
29,84,2.90,0,0,0
38,49,1.80,0,0,0
51,181,1.70,0,0,0
35,182,0.30,229,1,1
37,70,2.70,0,0,0
47,79,1.10,185,0,0
55,61,2.80,0,0,0
65,121,2.10,0,0,0
58,34,0.20,83,0,0
54,183,1.00,442,0,0
52,51,1.60,0,0,0
28,70,0.30,0,0,0
32,39,1.70,0,0,0
51,84,2.00,0,0,0
43,122,7.00,0,0,0
42,145,1.70,132,0,0
42,98,0.40,0,0,0
41,79,1.00,233,0,0
34,38,2.00,0,0,0
30,49,0.70,196,0,0
32,38,1.00,0,0,0
46,91,2.60,0,0,0
38,29,0.20,0,0,0
37,172,6.50,0,0,0
32,104,3.70,0,0,1
35,58,2.50,0,0,0
30,171,1.90,0,0,1
30,73,3.30,0,1,1
58,191,2.90,0,0,0
57,90,4.50,0,0,0
34,55,2.30,0,1,0
31,28,2.00,0,0,0
39,42,2.50,0,0,0
57,9,0.10,91,0,0
47,65,1.50,0,0,0
51,134,4.50,0,1,1
30,83,3.40,0,0,0
55,38,1.00,0,0,0
32,13,0.30,0,0,0
32,143,2.90,0,0,1
44,75,1.90,0,0,0
33,120,3.20,0,0,1
49,91,2.80,0,0,0
32,99,1.50,0,0,0
31,71,0.10,78,0,0
37,111,0.80,0,0,0
41,108,5.20,0,0,0
56,158,7.40,0,0,0
55,81,2.67,0,0,0
49,12,0.10,0,1,0
63,21,0.40,0,0,0
55,55,0.90,215,0,0
59,42,1.80,0,0,0
41,81,0.40,0,0,0
49,13,0.20,87,0,0
48,132,0.60,157,0,0
41,99,1.00,0,0,0
50,23,0.20,0,0,0
28,40,2.00,0,0,0
36,181,1.40,0,0,1
38,112,2.20,394,0,0
34,138,7.80,227,0,0
41,94,3.80,327,1,1
43,113,1.70,0,0,0
30,112,5.00,0,0,1
37,190,3.00,475,0,0
62,38,1.10,0,0,0
40,32,1.40,158,0,0
35,104,0.60,0,0,0
64,43,1.90,0,0,0
49,45,1.70,0,0,0
24,35,1.70,0,0,0
36,42,1.20,0,0,0
29,58,0.80,0,0,0
29,103,3.40,0,0,1
28,71,3.30,149,1,1
33,14,0.40,98,0,0
36,98,1.20,0,0,0
42,90,0.10,0,0,0
25,65,0.20,0,0,0
28,19,0.40,0,0,0
50,35,1.70,0,0,0
34,71,1.30,0,0,0
43,31,0.50,0,0,0
62,43,1.20,0,0,0
61,24,1.50,87,0,0
45,58,0.40,0,0,0
42,115,0.40,0,0,0
39,168,8.00,152,0,0
29,128,1.50,0,0,0
45,138,7.00,0,0,0
58,81,1.70,0,0,0
29,41,1.30,0,0,0
32,123,2.90,0,0,1
37,71,2.70,94,0,0
48,8,0.40,0,0,0
40,42,0.70,101,0,0
29,62,2.50,184,0,0
36,22,1.00,91,0,0
35,38,1.00,0,0,0
35,24,0.40,0,0,0
62,50,2.40,0,0,0
26,190,1.30,197,0,1
32,94,3.10,0,0,0
63,165,5.10,0,0,1
38,43,1.20,0,0,0
50,48,1.60,0,0,0
46,52,2.70,228,0,0
50,84,4.90,0,0,0
61,131,0.90,0,0,0
34,44,0.20,0,0,0
27,78,0.20,87,0,0
61,15,0.40,0,0,0
45,38,1.90,144,0,0
50,84,1.30,0,0,0
44,122,0.30,0,0,0
62,98,2.80,0,0,0
45,80,2.67,0,0,0
41,165,8.00,0,0,0
30,121,3.30,0,0,0
61,20,0.40,94,0,0
45,11,0.20,91,0,0
59,45,1.80,0,0,0
30,118,2.80,0,0,1
60,14,0.30,109,0,0
39,30,0.20,0,0,0
56,45,0.20,98,0,0
56,80,2.67,0,0,0
27,25,0.30,0,0,0
66,144,2.50,0,1,0
43,84,0.20,297,0,0
53,22,0.40,0,0,0
44,33,1.50,0,0,0
54,60,2.60,0,0,0
31,81,2.20,116,0,0
38,169,6.80,0,1,1
28,63,1.60,0,0,0
51,12,0.70,109,0,0
52,15,0.80,101,0,0
64,39,0.50,0,1,0
29,44,2.00,0,0,0
34,110,4.00,0,0,0
33,130,6.30,99,0,1
46,41,1.40,128,0,0
48,59,1.40,241,0,0
52,39,0.80,0,0,0
44,35,0.00,0,0,0
51,80,2.60,0,0,0
47,81,2.67,0,0,0
39,31,0.80,0,0,0
42,93,1.90,0,0,0
57,45,1.50,204,0,0
36,40,0.60,0,0,0
27,80,1.60,185,0,0
31,20,0.40,0,0,0
63,41,0.50,0,0,0
34,31,0.30,104,0,0
52,35,0.20,0,0,0
57,40,1.40,137,0,0
63,84,1.80,0,0,0
26,53,1.60,0,0,0
35,85,4.00,0,0,0
58,138,3.90,0,0,0
32,71,1.75,108,0,0
64,113,0.80,0,0,0
50,23,1.00,0,0,0
34,62,2.30,0,0,0
36,14,0.20,100,0,0
43,60,2.20,0,0,0
28,94,0.80,236,0,0
64,83,1.80,0,0,0
60,130,6.30,437,1,1
62,61,1.70,0,0,0
27,92,3.10,178,0,0
42,20,0.80,117,0,0
45,194,8.80,428,0,0
36,74,2.50,0,0,0
48,84,0.40,145,0,0
65,98,1.80,333,0,0
39,52,2.33,0,0,0
51,55,1.30,236,0,0
30,64,3.40,117,0,0
65,128,2.50,162,0,0
38,113,1.70,0,0,1
29,50,1.10,0,0,0
42,54,2.20,0,0,0
63,129,0.90,366,0,0
46,82,0.40,0,0,0
62,100,1.70,0,0,0
58,44,2.20,0,0,0
56,164,0.50,234,1,1
56,81,3.70,121,0,0
34,71,0.10,257,0,0
42,28,0.50,90,0,0
30,80,1.50,219,0,0
61,90,1.90,0,0,0
38,74,3.60,0,0,0
50,14,0.70,0,0,0
61,23,0.50,103,0,0
41,153,1.70,337,0,0
42,38,0.90,0,0,0
29,112,2.00,382,0,0
51,145,8.10,397,0,0
32,28,0.30,88,0,0
34,31,1.10,0,0,0
26,195,6.33,0,0,0
54,50,2.00,0,0,0
38,71,2.00,0,0,0
62,21,0.30,0,0,0
37,35,0.80,125,0,0
46,42,2.40,0,0,0
52,78,3.60,141,0,0
32,73,2.20,0,0,0
49,53,1.00,181,0,0
28,51,1.60,123,0,0
55,40,2.30,0,0,0
52,178,1.00,0,0,0
32,35,0.30,0,0,0
31,192,0.00,0,0,1
27,123,5.40,0,0,0
32,48,1.67,0,1,0
52,45,0.60,0,0,0
52,15,0.20,0,0,0
50,79,0.30,120,0,0
32,63,2.00,0,0,0
61,30,0.20,0,0,0
60,145,6.90,380,0,1
28,32,1.00,0,0,0
34,64,0.10,224,0,0
31,84,0.10,0,0,0
31,21,0.40,0,0,0
62,99,1.70,0,0,0
47,35,1.30,0,0,0
50,180,1.70,0,0,0
36,42,1.33,0,0,0
26,179,2.10,0,0,1
51,42,0.10,0,0,0
52,180,9.00,297,0,1
35,82,3.40,0,0,0
42,55,0.70,149,0,0
36,79,2.20,0,0,0
41,48,0.60,215,0,0
49,93,2.70,0,0,0
57,23,0.20,0,0,0
44,50,2.33,200,0,0
60,85,2.00,0,0,0
38,35,1.50,97,0,0
26,171,6.00,0,0,1
29,29,1.50,0,0,0
59,84,1.80,0,0,0
51,20,0.50,0,0,0
50,14,0.40,0,0,0
35,179,8.60,357,0,0
61,48,0.80,158,0,0
42,74,2.80,0,0,0
55,53,1.40,0,0,0
50,83,2.80,0,0,0
64,171,2.10,433,0,0
54,85,4.90,0,0,0
50,38,0.90,0,0,0
31,85,1.60,157,0,0
32,79,0.10,0,0,0
44,69,0.40,0,0,0
60,43,0.90,0,0,0
60,33,0.30,101,0,0
62,42,0.10,149,0,0
46,40,1.90,122,0,0
57,43,1.80,0,0,0
30,20,0.50,117,0,0
58,65,2.50,222,0,0
39,139,3.40,483,0,1
60,135,0.30,0,0,1
59,84,1.60,0,0,0
50,179,2.90,0,0,1
63,45,1.30,86,0,0
27,109,2.50,0,0,0
54,34,0.10,0,0,0
62,162,1.30,0,0,0
60,105,1.40,0,0,0
38,22,0.20,0,0,0
34,82,1.80,178,0,0
65,105,1.70,230,0,0
55,62,1.80,0,0,0
57,82,2.00,83,0,0
27,72,0.00,0,0,0
35,38,1.70,0,0,0
52,25,1.00,0,0,0
45,20,0.75,0,0,0
29,80,1.80,0,0,0
44,84,1.10,0,0,0
47,33,1.00,0,0,0
62,55,0.90,0,0,0
52,33,0.70,0,0,0
47,190,0.30,305,0,1
42,43,0.30,158,0,0
65,45,0.10,0,0,0
42,141,3.50,0,0,0
40,69,2.40,0,0,0
32,78,0.10,0,0,0
40,84,3.70,0,0,0
55,172,5.20,0,0,1
32,51,0.20,154,0,0
58,75,1.40,0,0,0
46,183,3.10,0,1,1
53,20,0.40,0,0,0
63,101,3.90,294,0,1
40,129,5.90,0,0,1
41,63,3.20,0,0,0
60,44,2.10,0,0,0
65,184,5.40,176,1,1
59,100,2.00,127,0,0
48,12,0.40,0,0,0
59,68,2.30,128,0,0
33,48,1.00,212,0,0
40,82,0.40,0,0,0
42,52,2.50,0,0,0
65,154,4.60,0,1,1
30,39,1.50,0,0,0
30,40,0.30,0,1,0
42,54,1.90,164,0,0
32,32,1.00,103,1,0
55,64,2.30,0,0,0
29,92,1.30,287,0,0
64,40,2.50,94,0,0
37,60,0.50,0,0,0
31,85,1.30,119,0,0
25,21,0.40,90,0,0
31,35,0.60,171,0,0
32,52,0.10,0,0,0
58,128,7.40,0,0,0
26,195,6.33,0,0,0
51,68,1.50,117,0,0
65,55,1.10,0,0,0
43,55,0.20,0,0,0
46,80,0.40,0,0,0
28,123,0.80,146,0,0
63,90,1.90,106,0,0
59,61,1.40,0,0,0
42,41,2.50,0,0,0
58,43,1.60,0,0,0
39,71,0.10,162,0,0
36,25,1.00,0,0,0
60,154,3.00,0,1,1
47,141,2.40,0,0,0
29,22,0.90,110,0,0
52,145,6.80,0,0,0
41,49,0.50,0,0,0
63,109,2.00,0,0,0
59,80,0.50,0,0,0
44,82,1.40,201,0,0
54,52,2.50,0,0,0
29,85,2.50,0,0,0
51,148,1.00,0,0,0
63,160,2.10,0,0,0
36,39,1.70,0,0,0
42,25,0.80,0,0,0
51,33,1.40,0,0,0
47,38,2.50,0,0,0
40,85,0.20,0,0,0
54,48,0.20,0,0,0
47,15,0.60,77,0,0
35,94,0.00,174,0,0
28,120,0.60,0,0,0
45,60,0.70,159,0,0
33,145,4.33,277,0,0
62,29,0.70,0,0,0
45,78,2.67,0,0,0
59,59,1.20,0,0,0
58,80,4.50,0,0,0
52,180,1.00,0,0,0
34,8,0.10,83,0,0
65,23,1.50,0,0,0
48,79,3.80,0,0,0
44,78,3.80,268,0,0
61,64,0.00,0,0,0
40,64,0.20,0,0,0
65,160,3.80,237,0,1
28,43,1.00,102,0,0
67,32,1.10,0,0,0
35,179,0.00,76,0,0
60,8,0.10,0,0,0
58,63,1.60,0,0,0
55,40,2.30,0,0,0
34,99,2.20,155,0,0
35,141,4.50,0,0,1
28,159,1.50,0,0,0
38,39,0.30,174,0,0
62,99,1.70,0,0,0
30,18,0.30,0,0,0
38,38,0.30,0,0,0
33,133,0.00,0,0,0
58,84,2.80,0,0,0
59,60,0.00,0,0,0
52,178,5.40,147,0,1
36,18,0.50,0,0,0
45,73,0.80,0,0,0
49,125,7.30,0,0,0
52,91,4.30,0,1,1
54,74,1.10,0,0,0
30,35,0.30,0,0,0
65,113,2.00,0,0,0
34,52,2.20,0,0,0
30,191,4.40,0,0,1
51,18,0.30,93,0,0
52,25,0.00,0,0,0
43,50,1.90,0,0,0
35,75,0.70,0,0,0
56,92,4.50,0,0,0
57,33,2.00,0,0,0
58,65,2.20,0,0,0
53,44,1.70,0,0,0
45,183,1.40,354,0,0
44,175,1.40,0,0,0
54,28,1.50,0,0,0
41,49,2.20,0,0,0
52,45,1.80,0,0,0
43,64,3.00,221,0,1
63,22,0.10,90,0,0
54,120,7.40,119,0,0
33,175,6.70,102,0,0
25,101,2.30,256,0,0
41,104,1.00,0,0,0
40,155,0.10,0,1,1
43,58,2.40,0,0,0
36,80,2.20,0,0,0
57,45,1.80,195,0,0
34,134,4.60,164,0,0
38,58,2.00,153,0,0
47,20,0.20,0,0,0
39,25,1.50,0,0,0
45,55,0.30,0,0,0
62,155,1.30,0,0,0
59,30,1.30,0,0,0
61,39,0.40,0,0,0
36,73,2.00,188,0,0
58,41,1.30,0,0,0
55,34,0.10,157,0,0
29,21,0.90,119,0,0
34,11,0.30,0,1,0
61,154,6.90,0,0,0
50,19,0.40,0,0,0
52,101,2.40,0,0,0
39,24,1.00,116,0,0
55,131,2.70,0,0,0
33,105,4.00,0,0,0
47,52,1.20,194,0,0
57,21,0.90,113,0,0
57,45,1.40,198,0,0
40,39,2.00,0,0,0
50,192,2.80,238,0,0
29,195,4.30,0,0,0
46,83,0.70,0,0,0
42,34,1.00,0,0,0
59,49,1.70,104,0,0
31,60,4.00,244,0,0
51,41,1.80,0,0,0
35,72,2.30,285,0,0
59,102,3.00,115,0,1
35,31,1.30,0,0,0
46,73,1.50,128,0,0
34,89,0.00,0,0,0
55,19,0.70,121,0,0
64,63,1.20,0,0,0
34,104,1.20,0,0,0
61,40,0.80,128,0,0
63,92,0.00,0,0,0
59,72,0.70,226,0,0
51,44,1.90,141,0,0
41,114,3.50,0,0,1
37,73,2.40,0,0,0
64,63,1.20,0,0,0
44,69,0.80,184,1,0
62,42,1.50,0,0,0
50,88,2.70,0,0,0
43,98,0.40,0,0,0
34,65,3.00,227,0,1
38,12,0.30,104,0,0
29,122,3.00,0,0,1
39,12,0.00,0,0,0
53,24,0.20,0,0,0
43,170,4.25,318,1,1
61,184,2.30,342,1,1
46,25,0.60,125,0,0
57,131,2.70,0,0,0
59,50,2.30,0,0,0
52,21,0.40,0,0,0
29,55,1.10,0,0,0
57,124,0.20,0,0,1
49,58,2.60,188,0,0
39,72,2.80,0,0,0
56,192,7.00,0,1,1
63,83,1.80,0,0,0
37,93,2.80,0,0,0
56,38,1.00,110,0,0
45,55,1.90,164,0,0
66,11,0.10,0,0,0
40,85,0.40,0,0,0
50,124,4.90,266,0,0
60,129,6.00,0,0,0
31,180,4.30,0,0,0
40,74,1.40,0,0,0
36,138,7.00,86,0,1
55,111,3.60,0,0,1
54,83,0.80,0,0,0
35,33,1.70,87,0,0
55,21,0.70,0,0,0
36,35,0.30,98,0,0
66,105,0.80,0,1,0
38,103,0.80,0,0,0
58,75,2.30,0,0,0
41,33,0.70,104,0,0
60,52,1.70,0,0,0
47,89,2.60,0,1,0
62,63,2.50,0,0,0
48,84,3.10,0,1,1
61,44,2.10,0,0,0
29,29,1.00,0,0,0
45,29,0.30,0,0,0
39,22,0.30,0,0,0
31,53,2.20,114,0,0
39,24,0.30,0,0,0
63,153,1.30,455,0,0
28,31,0.30,0,0,0
56,21,0.70,0,0,0
31,180,6.70,0,0,0
46,82,0.70,0,0,0
42,90,0.80,245,0,0
53,154,7.40,0,0,1
41,99,1.80,0,0,0
61,153,2.60,0,1,1
31,93,3.10,0,0,1
62,53,0.00,0,0,0
59,18,1.30,104,1,0
49,70,2.90,0,0,0
65,100,1.70,0,0,0
30,193,6.30,0,0,1
32,125,0.00,0,0,0
56,68,0.00,0,0,0
36,55,2.00,95,0,0
58,152,3.60,0,0,1
27,84,1.50,0,0,0
41,13,0.00,0,0,0
59,33,0.40,131,0,0
56,89,1.00,90,0,0
52,93,2.40,0,0,0
35,68,1.80,0,0,0
47,85,1.70,0,0,0
29,73,0.80,0,0,0
31,83,2.20,106,0,0
62,158,6.30,0,0,1
48,182,6.00,0,0,1
26,24,0.90,123,0,0
60,102,2.00,0,0,0
35,53,2.80,0,0,0
40,175,3.30,0,0,0
31,28,1.00,0,0,0
50,14,0.80,0,0,0
33,139,4.00,106,1,1
37,34,0.90,0,0,0
38,64,1.50,0,0,0
63,84,0.10,0,0,0
57,42,0.50,0,0,0
61,63,1.60,0,0,0
37,100,1.20,341,0,0
51,190,4.20,0,0,1
44,22,1.00,91,0,0
63,20,0.80,0,0,0
43,21,1.40,0,0,0
38,25,0.40,101,0,0
34,20,1.10,0,0,0
48,173,0.20,0,1,1
29,81,2.50,0,0,0
37,139,0.80,421,0,1
60,119,3.90,0,0,0
46,74,2.60,104,0,0
34,42,1.50,131,0,0
56,73,1.10,0,0,0
57,114,5.20,0,1,1
62,44,1.00,0,0,0
32,141,4.33,0,0,0
51,14,0.00,103,0,0
55,33,0.40,0,0,0
60,83,2.00,249,0,0
40,89,0.80,155,0,0
62,39,2.20,0,0,0
63,83,2.00,0,0,0
60,108,2.00,359,0,0
59,21,1.30,0,0,0
26,102,1.90,0,0,0
56,48,1.60,0,0,0
58,32,1.40,0,0,0
57,43,0.20,0,0,0
48,35,0.40,118,0,0
30,184,6.00,0,0,0
45,140,7.60,132,0,0
64,32,0.70,0,0,0
44,149,1.70,0,0,0
51,15,0.60,0,0,0
43,71,2.33,0,0,0
29,108,1.80,0,0,0
56,122,0.50,0,0,0
65,40,0.10,0,0,0
46,198,6.67,0,0,0
48,79,1.40,0,0,0
56,84,0.10,0,0,0
61,31,0.40,0,0,0
46,12,0.60,0,0,0
58,88,1.60,0,0,0
31,29,0.30,131,0,0
27,201,6.33,158,0,0
44,20,1.40,0,0,0
44,15,1.00,0,0,0
51,155,0.40,107,0,0
39,25,0.20,0,0,0
32,200,6.50,565,0,0
33,101,2.70,233,0,0
40,19,0.40,0,0,0
36,188,6.50,0,0,0
52,8,0.30,0,0,0
54,59,2.30,152,0,0
26,72,2.60,0,1,0
39,55,1.50,0,0,0
46,24,0.67,0,0,0
57,19,1.30,0,0,0
59,71,2.30,150,0,0
52,54,1.50,0,0,0
52,28,0.30,0,0,0
50,25,0.40,0,0,0
41,51,0.60,0,0,0
43,125,2.40,0,0,1
25,88,1.80,319,0,0
40,125,2.20,0,0,0
35,79,2.10,182,0,0
60,31,0.40,0,0,0
57,131,2.70,394,0,0
44,70,0.20,230,0,0
61,38,0.90,82,0,0
33,83,2.50,0,1,0
45,59,2.40,0,1,0
45,121,4.70,0,0,0
64,42,0.70,137,0,0
50,32,1.80,109,0,0
28,29,0.80,135,0,0
37,40,1.10,0,0,0
62,25,0.30,0,0,0
29,21,0.40,89,0,0
49,79,0.70,151,0,0
46,52,2.10,221,0,0
60,61,1.70,229,0,0
55,25,0.20,0,0,0
33,155,7.40,0,0,1
53,25,0.40,0,0,0
50,80,4.90,0,0,0
28,55,1.70,0,0,0
42,23,0.00,0,0,0
33,60,1.20,0,0,0
40,54,0.70,0,0,0
31,44,0.80,0,0,0
41,33,0.00,0,0,0
52,45,2.00,121,0,0
65,55,1.67,89,0,0
48,134,5.00,0,0,0
45,44,0.60,0,0,0
26,149,7.20,154,0,0
64,22,0.20,0,0,0
41,74,2.33,0,0,0
43,128,5.30,84,0,1
60,62,2.20,0,0,0
62,9,0.10,94,0,0
46,9,0.70,0,0,0
36,15,0.30,119,0,0
31,28,0.80,0,0,0
43,83,0.50,0,0,0
46,73,0.80,117,0,0
50,42,1.10,151,0,0
52,34,0.70,114,0,0
27,32,1.00,0,0,0
34,68,2.80,0,0,0
49,82,2.90,267,0,0
52,19,0.70,0,0,0
37,60,2.80,181,0,0
53,192,1.70,601,0,0
54,119,2.00,0,1,1
29,190,4.50,0,0,0
35,34,1.50,0,0,0
32,44,0.20,0,1,0
38,23,0.20,0,0,0
44,171,0.70,567,1,1
44,43,0.30,0,0,0
48,139,0.00,0,1,0
46,118,5.70,0,1,0
35,113,0.80,0,0,1
56,98,3.90,0,0,1
49,70,2.90,0,0,0
57,42,2.10,0,0,0
35,143,8.60,0,0,0
44,185,2.70,0,0,1
38,28,0.40,100,0,0
57,45,1.50,181,1,0
35,78,2.60,0,0,0
29,121,1.30,0,0,0
58,59,1.60,0,0,0
40,64,2.67,0,0,0
51,15,0.00,114,0,0
61,10,0.10,0,0,0
46,61,0.40,0,0,0
55,50,1.50,0,0,0
35,79,2.10,0,0,0
60,35,0.20,0,0,0
28,11,0.50,0,0,0
43,128,4.70,0,0,0
61,55,0.90,0,0,0
48,79,0.70,0,0,0
65,18,0.40,0,1,0
45,91,1.70,0,0,0
36,9,0.20,0,0,0
45,62,2.20,0,0,0
60,59,1.60,231,0,0
47,25,0.10,148,0,0
32,54,1.30,0,0,0
48,112,5.10,86,1,1
33,125,0.00,0,0,0
49,194,8.30,0,0,1
56,161,5.80,0,0,1
59,35,0.20,171,0,0
56,113,2.70,352,0,0
30,25,0.30,0,0,0
59,45,2.00,0,0,0
38,119,7.80,221,0,0
47,30,0.40,115,0,0
54,79,3.80,0,0,0
34,178,0.80,0,0,1
41,23,0.30,118,0,0
47,171,1.40,284,0,0
44,74,1.90,0,0,0
43,103,1.00,180,0,0
31,99,4.00,0,0,0
28,43,1.30,0,0,0
55,23,0.40,88,0,0
42,91,0.10,199,0,0
53,93,2.70,256,0,0
30,154,6.00,0,0,0
65,21,0.10,0,0,0
43,65,2.20,0,0,0
56,15,0.10,0,0,0
25,52,2.60,159,0,0
35,30,1.30,0,1,0
50,42,1.60,0,0,0
36,20,0.30,97,0,0
34,60,2.20,0,0,0
32,54,1.80,167,0,0
51,60,2.60,97,0,0
52,41,1.00,0,0,0
65,30,0.70,0,0,0
51,21,1.00,0,0,0
37,105,0.80,0,0,0
35,65,2.80,240,0,0
67,20,0.40,80,0,0
30,179,4.90,142,0,1
62,161,2.90,0,1,0
42,82,3.70,0,0,0
48,43,1.20,112,0,0
61,61,2.80,0,0,0
36,90,1.80,0,0,0
48,90,2.60,334,0,0
65,21,0.40,0,0,0
25,118,5.40,0,0,0
55,44,2.00,0,0,0
63,110,4.10,0,0,1
31,99,1.80,268,0,0
43,98,1.10,0,0,0
28,69,0.70,80,0,0
37,82,0.90,218,0,0
27,112,2.50,389,0,0
62,123,2.90,0,0,0
51,78,2.67,0,0,0
56,59,0.80,159,0,0
56,78,1.70,0,0,0
44,49,1.90,89,0,0
46,82,2.67,0,0,0
56,125,0.60,342,1,1
56,185,2.90,0,0,0
57,163,7.40,0,0,0
31,19,1.10,104,1,0
65,115,1.70,0,0,0
31,81,2.00,0,1,0
36,93,2.80,0,0,0
56,111,0.30,372,1,1
52,184,8.10,0,0,0
42,50,2.20,0,0,0
55,55,1.70,0,0,0
49,13,0.40,101,0,0
51,29,0.10,0,0,0
26,72,2.60,0,0,0
32,83,2.60,0,0,0
54,98,0.10,0,0,0
50,43,0.10,0,0,0
59,34,0.20,0,0,0
61,10,0.40,0,0,0
43,201,6.67,0,0,0
39,85,1.20,107,0,0
56,50,1.40,0,0,0
38,91,0.00,0,0,0
25,112,2.00,241,0,0
42,98,0.40,275,0,0
42,115,0.30,0,0,0
50,22,0.50,112,0,0
56,101,1.70,0,0,0
43,83,3.80,112,0,0
60,52,0.50,0,0,0
42,191,4.80,0,1,1
57,134,0.90,198,0,1
48,54,1.60,186,0,0
37,69,2.10,0,0,0
57,64,1.60,0,0,0
62,53,1.67,142,0,0
39,118,6.00,246,1,1
38,19,1.40,120,0,0
54,31,0.40,0,0,0
45,63,0.80,245,0,0
39,25,1.40,0,0,0
45,22,0.20,0,0,0
62,78,1.80,0,0,0
43,81,0.30,218,0,0
30,41,2.40,0,0,0
35,62,2.30,0,0,0
58,35,1.20,0,0,0
44,30,0.60,0,0,0
56,51,1.00,0,0,0
28,140,2.00,0,0,0
64,73,2.40,185,0,0
63,40,1.20,0,0,0
44,69,0.80,0,0,0
34,191,4.80,0,1,1
50,82,3.00,0,0,0
51,181,3.30,589,1,1
30,38,1.90,0,0,0
55,23,0.20,0,0,0
57,55,1.80,0,0,0
43,58,3.20,0,0,0
61,29,0.50,0,0,0
49,39,2.60,0,0,0
52,39,1.90,83,1,0
57,30,1.50,151,0,0
53,58,2.00,0,0,0
52,62,1.80,231,0,0
39,62,2.40,86,0,0
58,19,1.20,0,0,0
36,38,1.50,0,0,0
45,84,2.00,0,0,0
30,78,2.60,0,0,0
49,22,0.20,83,0,0
44,81,2.00,277,0,0
43,32,0.50,0,0,0
42,89,0.80,184,0,0
29,121,3.30,0,0,0
28,42,1.50,0,0,0
50,130,1.00,0,0,0
44,30,0.00,0,0,0
52,114,4.90,0,0,0
28,155,6.33,0,0,0
62,50,1.10,0,0,0
34,34,1.50,111,0,0
45,94,0.50,0,0,0
52,114,2.40,0,0,0
43,89,0.50,108,0,0
54,49,1.40,0,0,0
64,115,2.00,0,0,0
27,148,1.50,397,0,0
42,72,1.10,203,0,0
28,114,2.10,0,0,0
47,11,0.00,78,0,0
39,63,0.20,242,0,0
29,113,0.20,0,0,0
39,80,1.80,0,0,0
41,54,0.50,0,0,0
37,32,1.40,0,0,0
41,11,1.00,0,0,0
45,141,2.40,0,0,0
52,84,3.00,0,0,0
58,18,0.10,110,0,0
31,20,0.30,0,0,0
26,55,1.70,175,0,0
31,31,0.40,79,0,0
42,114,0.40,0,0,0
56,52,2.00,0,1,0
52,18,0.30,120,0,0
59,55,1.80,0,0,0
32,29,0.20,76,0,0
46,30,0.50,0,0,0
