Loan_To_Value ratio,Driving_Flag,No_Of_PRI_ACCT,LOAN_DEFAULT,employment_status,,,,,,,,,
79.88,0,0,1,1,,,,,,,,,
89.97,0,0,1,1,,,,,,,,,
89.66,0,0,1,1,,,,,,,,,
77.86,0,0,1,1,,,,,,,,,
63.11,0,0,1,1,,,,,,,,,
85,0,0,1,1,,,,,,,,,
73.84,0,0,1,1,,,,,,,,,
89.48,0,0,1,1,,,,,,,,,
73.22,0,0,1,1,,,,,,,,,
85.32,0,0,1,1,,,,,,,,,
73.67,0,0,1,1,,,,,,,,,
77.51,0,0,1,1,,,,,,,,,
78.2,0,0,1,1,,,,,,,,,
48.79,0,0,1,1,,,,,,,,,
59.17,0,0,1,1,,,,,,,,,
85,0,0,1,1,,,,,,,,,
88.66,0,0,1,1,,,,,,,,,
77.8,0,0,1,1,,,,,,,,,
58.12,0,0,1,1,,,,,,,,,
84.92,0,0,1,1,,,,,,,,,
84.87,0,0,1,1,,,,,,,,,
84.84,0,0,1,1,,,,,,,,,
74.53,0,0,1,1,,,,,,,,,
86.17,0,0,1,1,,,,,,,,,
82.14,0,0,1,1,,,,,,,,,
82.77,0,0,1,1,,,,,,,,,
82.9,0,0,1,1,,,,,,,,,
89.77,0,0,1,1,,,,,,,,,
78.22,0,0,1,1,,,,,,,,,
70.23,0,0,1,1,,,,,,,,,
73.68,0,0,1,1,,,,,,,,,
81.76,0,0,1,1,,,,,,,,,
61.11,0,0,1,1,,,,,,,,,
86.43,0,0,1,1,,,,,,,,,
79.82,0,0,1,1,,,,,,,,,
79.78,0,0,1,1,,,,,,,,,
84.78,0,0,1,1,,,,,,,,,
70.92,0,0,1,1,,,,,,,,,
85.26,0,0,1,1,,,,,,,,,
81.31,0,0,1,1,,,,,,,,,
69.8,0,0,1,1,,,,,,,,,
83.74,0,0,1,1,,,,,,,,,
80.4,0,0,1,1,,,,,,,,,
83.96,0,0,1,1,,,,,,,,,
89.63,0,0,0,1,,,,,,,,,
57.5,0,0,0,1,,,,,,,,,
79.66,0,0,0,1,,,,,,,,,
72.57,0,0,0,1,,,,,,,,,
89.88,0,0,0,1,,,,,,,,,
67.78,0,0,0,1,,,,,,,,,
61.61,0,0,0,1,,,,,,,,,
89.86,0,0,0,1,,,,,,,,,
79.32,0,0,0,1,,,,,,,,,
79.13,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
79.99,0,0,0,1,,,,,,,,,
59,0,0,0,1,,,,,,,,,
74.96,0,0,0,1,,,,,,,,,
58.99,0,0,0,1,,,,,,,,,
72.77,0,0,0,1,,,,,,,,,
77.39,0,0,0,1,,,,,,,,,
59,0,0,0,1,,,,,,,,,
82.57,0,0,0,1,,,,,,,,,
78.02,0,0,0,1,,,,,,,,,
77.1,0,0,0,1,,,,,,,,,
84.71,0,0,0,1,,,,,,,,,
62.31,0,0,0,1,,,,,,,,,
75.97,0,0,0,1,,,,,,,,,
84.05,0,0,0,1,,,,,,,,,
69.51,0,0,0,1,,,,,,,,,
71.25,0,0,0,1,,,,,,,,,
76.01,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
69.78,0,0,0,1,,,,,,,,,
81.53,0,0,0,1,,,,,,,,,
72.69,0,0,0,1,,,,,,,,,
63.35,0,0,0,1,,,,,,,,,
74.82,0,0,0,1,,,,,,,,,
89.89,0,0,0,1,,,,,,,,,
88.92,0,0,0,1,,,,,,,,,
47.55,0,0,0,1,,,,,,,,,
59.21,0,0,0,1,,,,,,,,,
77.99,0,0,0,1,,,,,,,,,
77.28,0,0,0,1,,,,,,,,,
89.9,0,0,0,1,,,,,,,,,
77.71,0,0,0,1,,,,,,,,,
84.37,0,0,0,1,,,,,,,,,
77.59,0,0,0,1,,,,,,,,,
73.83,0,0,0,1,,,,,,,,,
89.89,0,0,0,1,,,,,,,,,
89.66,0,0,0,1,,,,,,,,,
84.06,0,0,0,1,,,,,,,,,
85.32,0,0,0,1,,,,,,,,,
69.44,0,0,0,1,,,,,,,,,
72.56,0,0,0,1,,,,,,,,,
42.68,0,0,0,1,,,,,,,,,
72.56,0,0,0,1,,,,,,,,,
43.61,0,0,0,1,,,,,,,,,
61.78,0,0,0,1,,,,,,,,,
55.65,0,0,0,1,,,,,,,,,
34.63,0,0,0,1,,,,,,,,,
75.63,0,0,0,1,,,,,,,,,
80.8,0,0,0,1,,,,,,,,,
77.51,0,0,0,1,,,,,,,,,
74.89,0,0,0,1,,,,,,,,,
72.56,0,0,0,1,,,,,,,,,
74.74,0,0,0,1,,,,,,,,,
78.37,0,0,0,1,,,,,,,,,
67.06,0,0,0,1,,,,,,,,,
72.74,0,0,0,1,,,,,,,,,
62.72,0,0,0,1,,,,,,,,,
79.2,0,0,0,1,,,,,,,,,
79.55,0,0,0,1,,,,,,,,,
78.45,0,0,0,1,,,,,,,,,
61.86,0,0,0,1,,,,,,,,,
83.25,0,0,0,1,,,,,,,,,
82.97,0,0,0,1,,,,,,,,,
79.88,0,0,0,1,,,,,,,,,
66.49,0,0,0,1,,,,,,,,,
72.84,0,0,0,1,,,,,,,,,
67.34,0,0,0,1,,,,,,,,,
73.88,0,0,0,1,,,,,,,,,
60.03,0,0,0,1,,,,,,,,,
80.61,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
43.93,0,0,0,1,,,,,,,,,
61.6,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
72.89,0,0,0,1,,,,,,,,,
79.96,0,0,0,1,,,,,,,,,
66.51,0,0,0,1,,,,,,,,,
62.58,0,0,0,1,,,,,,,,,
69.81,0,0,0,1,,,,,,,,,
64.86,0,0,0,1,,,,,,,,,
63.95,0,0,0,1,,,,,,,,,
80.91,0,0,0,1,,,,,,,,,
49.78,0,0,0,1,,,,,,,,,
70.99,0,0,0,1,,,,,,,,,
60.69,0,0,0,1,,,,,,,,,
81.6,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
65.88,0,0,0,1,,,,,,,,,
85.39,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
79.91,0,0,0,1,,,,,,,,,
87.09,0,0,0,1,,,,,,,,,
70.81,0,0,0,1,,,,,,,,,
79.04,0,0,0,1,,,,,,,,,
65.14,0,0,0,1,,,,,,,,,
36.23,0,0,0,1,,,,,,,,,
30.35,0,0,0,1,,,,,,,,,
52.7,0,0,0,1,,,,,,,,,
69.58,0,0,0,1,,,,,,,,,
76.34,0,0,0,1,,,,,,,,,
89.93,0,0,0,1,,,,,,,,,
82.03,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
88.95,0,0,0,1,,,,,,,,,
89.2,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
67.42,0,0,0,1,,,,,,,,,
72.73,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
72.54,0,0,0,1,,,,,,,,,
55.02,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
70.85,0,0,0,1,,,,,,,,,
81.84,0,0,0,1,,,,,,,,,
78.34,0,0,0,1,,,,,,,,,
83.01,0,0,0,1,,,,,,,,,
76.81,0,0,0,1,,,,,,,,,
65.33,0,0,0,1,,,,,,,,,
79.82,0,0,0,1,,,,,,,,,
79.62,0,0,0,1,,,,,,,,,
74.45,0,0,0,1,,,,,,,,,
83.69,0,0,0,1,,,,,,,,,
77.97,0,0,0,1,,,,,,,,,
74.02,0,0,0,1,,,,,,,,,
64.28,0,0,0,1,,,,,,,,,
68.26,0,0,0,1,,,,,,,,,
81.14,0,0,0,1,,,,,,,,,
84.41,0,0,0,1,,,,,,,,,
82.99,0,0,0,1,,,,,,,,,
76.62,0,0,0,1,,,,,,,,,
72.08,0,0,0,1,,,,,,,,,
67.05,0,0,0,1,,,,,,,,,
76.29,0,0,0,1,,,,,,,,,
72.74,0,0,0,1,,,,,,,,,
87.8,0,0,0,1,,,,,,,,,
79.22,0,0,0,1,,,,,,,,,
79.71,0,0,0,1,,,,,,,,,
83.73,0,0,0,1,,,,,,,,,
66.18,0,0,0,1,,,,,,,,,
76.97,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
83.35,0,0,0,1,,,,,,,,,
63.85,0,0,0,1,,,,,,,,,
54.06,0,0,0,1,,,,,,,,,
73.29,0,0,0,1,,,,,,,,,
58.47,0,0,0,1,,,,,,,,,
89.19,0,0,0,1,,,,,,,,,
85,0,0,0,1,,,,,,,,,
69.8,0,0,0,1,,,,,,,,,
74.73,0,0,0,1,,,,,,,,,
82.08,0,0,0,1,,,,,,,,,
80.42,0,0,0,1,,,,,,,,,
83.54,0,0,0,1,,,,,,,,,
70.27,0,0,0,1,,,,,,,,,
74.73,0,0,0,1,,,,,,,,,
78.66,0,0,0,1,,,,,,,,,
57.75,0,0,0,1,,,,,,,,,
55.53,0,0,0,1,,,,,,,,,
57.86,0,0,0,1,,,,,,,,,
83.34,0,0,0,1,,,,,,,,,
82.52,0,0,0,1,,,,,,,,,
78.57,0,0,0,1,,,,,,,,,
87.41,0,0,0,1,,,,,,,,,
51.95,0,0,0,1,,,,,,,,,
87.27,0,0,0,1,,,,,,,,,
74.78,0,0,0,1,,,,,,,,,
74.73,0,0,0,1,,,,,,,,,
83.19,0,0,0,1,,,,,,,,,
87.74,0,0,0,1,,,,,,,,,
89.99,0,0,0,1,,,,,,,,,
89.93,0,0,0,1,,,,,,,,,
88.48,0,0,0,1,,,,,,,,,
87.17,0,0,0,1,,,,,,,,,
86.18,0,0,0,1,,,,,,,,,
69.27,1,0,1,1,,,,,,,,,
62.06,0,0,1,1,,,,,,,,,
61,0,0,1,1,,,,,,,,,
69.94,0,0,1,1,,,,,,,,,
67.57,0,0,1,1,,,,,,,,,
78.89,0,0,1,1,,,,,,,,,
74.07,0,0,1,1,,,,,,,,,
78.8,0,0,1,1,,,,,,,,,
75.72,0,0,1,1,,,,,,,,,
70.52,0,0,1,1,,,,,,,,,
74.51,0,0,1,1,,,,,,,,,
69.77,0,0,1,1,,,,,,,,,
63.27,0,0,1,1,,,,,,,,,
74.79,0,0,1,1,,,,,,,,,
79.7,0,0,1,1,,,,,,,,,
77.91,0,0,1,1,,,,,,,,,
57.64,0,0,1,1,,,,,,,,,
76.84,0,0,1,1,,,,,,,,,
75.04,0,0,1,1,,,,,,,,,
47.05,0,0,1,1,,,,,,,,,
74.53,0,0,1,1,,,,,,,,,
65.42,0,0,1,1,,,,,,,,,
60.7,0,0,1,1,,,,,,,,,
74.51,0,0,1,1,,,,,,,,,
84.98,0,0,1,1,,,,,,,,,
75.06,0,0,1,1,,,,,,,,,
76.19,0,0,1,1,,,,,,,,,
71.3,0,0,1,1,,,,,,,,,
84.13,0,0,1,1,,,,,,,,,
74.94,0,0,1,1,,,,,,,,,
72.15,0,0,1,1,,,,,,,,,
77.66,0,0,1,1,,,,,,,,,
73.33,0,0,1,1,,,,,,,,,
79.88,0,0,1,1,,,,,,,,,
42.91,0,0,1,1,,,,,,,,,
85,0,0,1,1,,,,,,,,,
59.46,0,0,1,1,,,,,,,,,
80.91,0,0,1,1,,,,,,,,,
66.25,0,0,1,1,,,,,,,,,
84.23,0,0,1,1,,,,,,,,,
79.68,0,0,1,1,,,,,,,,,
59.51,0,0,1,1,,,,,,,,,
87.16,0,0,1,1,,,,,,,,,
89.33,0,0,1,1,,,,,,,,,
68.52,0,0,1,1,,,,,,,,,
62.16,0,0,1,1,,,,,,,,,
84.39,0,0,1,1,,,,,,,,,
69.25,0,0,1,1,,,,,,,,,
54.95,0,0,1,1,,,,,,,,,
61.33,0,0,1,1,,,,,,,,,
79.88,0,0,1,1,,,,,,,,,
83.82,0,0,1,1,,,,,,,,,
72.67,0,0,1,1,,,,,,,,,
83.87,0,0,1,1,,,,,,,,,
88.25,0,0,1,1,,,,,,,,,
80.82,0,0,1,1,,,,,,,,,
83.37,0,0,1,1,,,,,,,,,
51.02,0,0,0,1,,,,,,,,,
74.85,0,0,0,1,,,,,,,,,
84.64,0,0,0,1,,,,,,,,,
79.66,0,0,0,1,,,,,,,,,
79.23,0,0,0,1,,,,,,,,,
84.56,0,0,0,1,,,,,,,,,
69.91,0,0,0,1,,,,,,,,,
73.91,0,0,0,1,,,,,,,,,
69.51,0,0,0,1,,,,,,,,,
67.64,0,0,0,1,,,,,,,,,
73.66,0,0,0,1,,,,,,,,,
71.86,0,0,0,1,,,,,,,,,
73.9,0,0,0,1,,,,,,,,,
63.61,0,0,0,1,,,,,,,,,
74.25,0,0,0,1,,,,,,,,,
77.4,0,0,0,1,,,,,,,,,
59.98,0,0,0,1,,,,,,,,,
28.6,0,0,0,1,,,,,,,,,
61.12,0,0,0,1,,,,,,,,,
63.03,0,0,0,1,,,,,,,,,
56.44,0,0,0,1,,,,,,,,,
71.14,0,0,0,1,,,,,,,,,
68.71,0,0,0,1,,,,,,,,,
73.27,0,0,0,1,,,,,,,,,
65.41,0,0,0,1,,,,,,,,,
74.66,0,0,0,1,,,,,,,,,
71.96,0,0,0,1,,,,,,,,,
65.29,0,0,0,1,,,,,,,,,
73.3,0,0,0,1,,,,,,,,,
47.2,0,0,0,1,,,,,,,,,
51.54,0,0,0,1,,,,,,,,,
65.97,0,0,0,1,,,,,,,,,
75.91,0,0,0,1,,,,,,,,,
69.8,0,0,0,1,,,,,,,,,
79.49,0,0,0,1,,,,,,,,,
70.56,0,0,0,1,,,,,,,,,
41.76,0,0,0,1,,,,,,,,,
65.41,0,0,0,1,,,,,,,,,
55.41,0,0,0,1,,,,,,,,,
88.82,0,0,0,1,,,,,,,,,
46.87,0,0,0,1,,,,,,,,,
62.27,0,0,0,1,,,,,,,,,
69.24,0,0,0,1,,,,,,,,,
79.09,0,0,0,1,,,,,,,,,
78.91,0,0,0,1,,,,,,,,,
78.25,0,0,0,1,,,,,,,,,
56.53,0,0,0,1,,,,,,,,,
74.74,0,0,0,1,,,,,,,,,
55.81,0,0,0,1,,,,,,,,,
79.8,0,0,0,1,,,,,,,,,
70.99,0,0,0,1,,,,,,,,,
79.77,0,0,0,1,,,,,,,,,
67.44,0,0,0,1,,,,,,,,,
68.58,0,0,0,1,,,,,,,,,
67.76,0,0,0,1,,,,,,,,,
60.29,0,0,0,1,,,,,,,,,
74.47,0,0,0,1,,,,,,,,,
71.93,0,0,0,1,,,,,,,,,
59.59,0,0,0,1,,,,,,,,,
65.9,0,0,0,1,,,,,,,,,
76.49,0,0,0,1,,,,,,,,,
79.75,0,0,0,1,,,,,,,,,
59.63,0,0,0,1,,,,,,,,,
79.85,0,0,0,1,,,,,,,,,
66.27,0,0,0,1,,,,,,,,,
62.93,0,0,0,1,,,,,,,,,
74.6,0,0,0,1,,,,,,,,,
77.97,0,0,0,1,,,,,,,,,
87.96,0,0,0,1,,,,,,,,,
78.05,0,0,0,1,,,,,,,,,
78.49,0,0,0,1,,,,,,,,,
83.68,0,0,0,1,,,,,,,,,
71.91,0,0,0,1,,,,,,,,,
79.86,0,0,0,1,,,,,,,,,
52.34,0,0,0,1,,,,,,,,,
84.99,0,0,0,1,,,,,,,,,
67.17,0,0,0,1,,,,,,,,,
65.31,0,0,0,1,,,,,,,,,
67.46,0,0,0,1,,,,,,,,,
76.89,0,0,0,1,,,,,,,,,
73.49,0,0,0,1,,,,,,,,,
64.53,0,0,0,1,,,,,,,,,
74.48,0,0,0,1,,,,,,,,,
62.93,0,0,0,1,,,,,,,,,
72.32,0,0,0,1,,,,,,,,,
77.49,0,0,0,1,,,,,,,,,
74.88,0,0,0,1,,,,,,,,,
63.99,0,0,0,1,,,,,,,,,
78.64,0,0,0,1,,,,,,,,,
78.89,0,0,0,1,,,,,,,,,
79.49,0,0,0,1,,,,,,,,,
54.63,0,0,0,1,,,,,,,,,
89.43,0,0,0,1,,,,,,,,,
84.07,0,0,0,1,,,,,,,,,
59.77,0,0,0,1,,,,,,,,,
75,0,0,0,1,,,,,,,,,
38.36,0,0,0,1,,,,,,,,,
72.38,0,0,0,1,,,,,,,,,
75.03,0,0,0,1,,,,,,,,,
65.61,0,0,0,1,,,,,,,,,
66.84,0,0,0,1,,,,,,,,,
84.32,0,0,0,1,,,,,,,,,
77.63,0,0,0,1,,,,,,,,,
61.19,0,0,0,1,,,,,,,,,
58.96,0,0,0,1,,,,,,,,,
89.58,0,0,0,1,,,,,,,,,
89.79,0,0,0,1,,,,,,,,,
64.36,0,0,0,1,,,,,,,,,
87.89,0,0,0,1,,,,,,,,,
61.36,0,0,0,1,,,,,,,,,
74.42,0,0,0,1,,,,,,,,,
66.36,0,0,0,1,,,,,,,,,
61.56,0,0,0,1,,,,,,,,,
69.64,0,0,0,1,,,,,,,,,
57.71,0,0,0,1,,,,,,,,,
76.08,0,0,0,1,,,,,,,,,
75,0,0,0,1,,,,,,,,,
77.8,0,0,0,1,,,,,,,,,
68.46,0,0,0,1,,,,,,,,,
76.2,0,0,0,1,,,,,,,,,
89.48,0,0,0,1,,,,,,,,,
72.55,0,0,0,1,,,,,,,,,
89.16,0,0,0,1,,,,,,,,,
74.2,0,0,0,1,,,,,,,,,
66.39,0,0,0,1,,,,,,,,,
72.33,0,0,0,1,,,,,,,,,
74.17,0,0,0,1,,,,,,,,,
37.67,0,0,0,1,,,,,,,,,
73.18,0,0,0,1,,,,,,,,,
70.7,0,0,0,1,,,,,,,,,
89.16,0,0,0,1,,,,,,,,,
74.56,0,0,0,1,,,,,,,,,
76.06,0,0,0,1,,,,,,,,,
79.94,0,0,0,1,,,,,,,,,
72.33,0,0,0,1,,,,,,,,,
71.35,0,0,0,1,,,,,,,,,
84.48,0,0,0,1,,,,,,,,,
79.79,0,0,0,1,,,,,,,,,
85.1,0,0,0,1,,,,,,,,,
78.07,0,0,0,1,,,,,,,,,
77.8,0,0,0,1,,,,,,,,,
74.85,0,0,0,1,,,,,,,,,
75.89,0,0,0,1,,,,,,,,,
83.9,0,0,0,1,,,,,,,,,
54.13,0,0,0,1,,,,,,,,,
62.99,0,0,0,1,,,,,,,,,
73.84,0,0,0,1,,,,,,,,,
81.91,0,0,0,1,,,,,,,,,
77.62,0,0,0,1,,,,,,,,,
77.22,0,0,0,1,,,,,,,,,
53.46,0,0,0,1,,,,,,,,,
76.43,0,0,0,1,,,,,,,,,
82.88,0,0,0,1,,,,,,,,,
83,0,0,0,1,,,,,,,,,
72.51,0,0,0,1,,,,,,,,,
89.19,0,0,0,1,,,,,,,,,
79.28,0,0,0,1,,,,,,,,,
39.39,0,0,0,1,,,,,,,,,
76.72,0,0,0,1,,,,,,,,,
70.68,0,0,0,1,,,,,,,,,
52.24,0,0,0,1,,,,,,,,,
57.01,0,0,0,1,,,,,,,,,
44.02,0,0,0,1,,,,,,,,,
78.36,0,0,0,1,,,,,,,,,
73.4,0,0,0,1,,,,,,,,,
79.94,0,0,0,1,,,,,,,,,
70.85,0,0,0,1,,,,,,,,,
70.06,0,0,0,1,,,,,,,,,
89.8,0,0,0,1,,,,,,,,,
84.08,0,0,0,1,,,,,,,,,
68.9,0,0,0,1,,,,,,,,,
70.22,0,0,0,1,,,,,,,,,
88.21,0,0,0,1,,,,,,,,,
44.14,0,0,0,1,,,,,,,,,
65.73,0,0,0,1,,,,,,,,,
61.92,0,0,0,1,,,,,,,,,
43.92,0,0,0,1,,,,,,,,,
65.45,0,0,0,1,,,,,,,,,
79.7,0,0,0,1,,,,,,,,,
71.52,0,0,0,1,,,,,,,,,
89.91,0,0,0,1,,,,,,,,,
47.37,0,0,0,1,,,,,,,,,
59.07,0,0,0,1,,,,,,,,,
69.94,0,0,0,1,,,,,,,,,
63.54,0,0,0,1,,,,,,,,,
72.27,0,0,0,1,,,,,,,,,
76.56,0,0,0,1,,,,,,,,,
85.35,0,0,0,1,,,,,,,,,
82.4,0,0,0,1,,,,,,,,,
71.24,0,0,0,1,,,,,,,,,
61.08,0,0,0,1,,,,,,,,,
79.34,0,0,0,1,,,,,,,,,
87.84,0,0,0,1,,,,,,,,,
79.33,0,0,0,1,,,,,,,,,
86.51,0,0,0,1,,,,,,,,,
82.19,0,0,0,1,,,,,,,,,
81.76,0,0,0,1,,,,,,,,,
54.89,0,0,0,1,,,,,,,,,
89.3,0,0,0,1,,,,,,,,,
89.52,0,0,0,1,,,,,,,,,
71.15,0,0,0,1,,,,,,,,,
89.3,0,0,0,1,,,,,,,,,
88.07,0,0,0,1,,,,,,,,,
89.3,0,0,0,1,,,,,,,,,
73.6,0,0,0,1,,,,,,,,,
76.25,0,0,0,1,,,,,,,,,
70,1,0,1,1,,,,,,,,,
57.62,1,0,0,1,,,,,,,,,
73.78,1,0,1,1,,,,,,,,,
77.27,1,0,1,1,,,,,,,,,
43.09,1,0,0,1,,,,,,,,,
78.67,1,0,1,1,,,,,,,,,
81.28,1,0,0,1,,,,,,,,,
81.48,1,0,1,1,,,,,,,,,
30.92,1,0,0,1,,,,,,,,,
90,1,0,0,1,,,,,,,,,
76.78,1,0,0,1,,,,,,,,,
57.67,1,0,0,1,,,,,,,,,
74.9,1,0,1,1,,,,,,,,,
66.98,1,0,0,1,,,,,,,,,
65.09,1,0,1,1,,,,,,,,,
62.23,1,0,0,1,,,,,,,,,
73.87,1,0,1,1,,,,,,,,,
60.93,1,0,0,1,,,,,,,,,
62.9,1,0,0,1,,,,,,,,,
80,1,0,0,1,,,,,,,,,
89.41,1,0,1,1,,,,,,,,,
66.15,1,0,0,1,,,,,,,,,
81.65,0,0,1,1,,,,,,,,,
74,0,0,1,1,,,,,,,,,
79.27,0,0,1,1,,,,,,,,,
73.42,0,0,1,1,,,,,,,,,
89.83,0,0,1,1,,,,,,,,,
70,0,0,1,1,,,,,,,,,
70.28,0,0,1,1,,,,,,,,,
59.38,0,0,1,1,,,,,,,,,
74.83,0,0,1,1,,,,,,,,,
89.36,0,0,1,1,,,,,,,,,
75,0,0,1,1,,,,,,,,,
68.46,0,0,1,1,,,,,,,,,
80,0,0,1,1,,,,,,,,,
71.54,0,0,1,1,,,,,,,,,
80,0,0,1,1,,,,,,,,,
82,0,0,1,1,,,,,,,,,
80,0,0,1,1,,,,,,,,,
70,0,0,1,1,,,,,,,,,
57.1,0,0,1,1,,,,,,,,,
73,0,0,1,1,,,,,,,,,
71.99,0,0,1,1,,,,,,,,,
66.14,0,0,1,1,,,,,,,,,
69,0,0,1,1,,,,,,,,,
70,0,0,1,1,,,,,,,,,
53,0,0,1,1,,,,,,,,,
78.92,0,0,1,1,,,,,,,,,
85.04,0,0,1,1,,,,,,,,,
66.51,0,0,1,1,,,,,,,,,
74.51,0,0,1,1,,,,,,,,,
81.19,0,0,1,1,,,,,,,,,
73.12,0,0,1,1,,,,,,,,,
85.51,0,0,1,1,,,,,,,,,
87.91,0,0,1,1,,,,,,,,,
69.61,0,0,1,1,,,,,,,,,
59.28,0,0,1,1,,,,,,,,,
81.75,0,0,1,1,,,,,,,,,
77.58,0,0,1,1,,,,,,,,,
79.16,0,0,1,1,,,,,,,,,
71.12,0,0,1,1,,,,,,,,,
65.96,0,0,1,1,,,,,,,,,
79.85,0,0,1,1,,,,,,,,,
88.77,0,0,1,1,,,,,,,,,
64.45,0,0,1,1,,,,,,,,,
73.93,0,0,1,1,,,,,,,,,
78.26,0,0,1,1,,,,,,,,,
58.13,0,0,1,1,,,,,,,,,
89.76,0,0,1,1,,,,,,,,,
77.45,0,0,1,1,,,,,,,,,
29.72,0,0,1,1,,,,,,,,,
82.23,0,0,1,1,,,,,,,,,
76.94,0,0,1,1,,,,,,,,,
40.78,0,0,1,1,,,,,,,,,
71.66,0,0,1,1,,,,,,,,,
68.03,0,0,1,1,,,,,,,,,
83.94,0,0,1,1,,,,,,,,,
72.4,0,0,1,1,,,,,,,,,
69.02,0,0,1,1,,,,,,,,,
42.16,0,0,1,1,,,,,,,,,
86.94,0,0,1,1,,,,,,,,,
72.85,0,0,1,1,,,,,,,,,
67.49,0,0,1,1,,,,,,,,,
52.55,0,0,1,1,,,,,,,,,
77.31,0,0,1,1,,,,,,,,,
62.53,0,0,1,1,,,,,,,,,
65.81,0,0,1,1,,,,,,,,,
72.79,0,0,1,1,,,,,,,,,
70.89,0,0,1,1,,,,,,,,,
70.18,0,0,1,1,,,,,,,,,
68.95,0,0,1,1,,,,,,,,,
75.85,0,0,1,1,,,,,,,,,
88.96,0,0,1,1,,,,,,,,,
71.79,0,0,1,1,,,,,,,,,
74.65,0,0,1,1,,,,,,,,,
64.73,0,0,1,1,,,,,,,,,
66.2,0,0,1,1,,,,,,,,,
85.1,0,0,1,1,,,,,,,,,
70.78,0,0,1,1,,,,,,,,,
72.36,0,0,1,1,,,,,,,,,
59.93,0,0,1,1,,,,,,,,,
71.58,0,0,1,1,,,,,,,,,
71.67,0,0,1,1,,,,,,,,,
68.46,0,0,1,1,,,,,,,,,
68.74,0,0,1,1,,,,,,,,,
79.78,0,0,1,1,,,,,,,,,
79.84,0,0,1,1,,,,,,,,,
54.81,0,0,1,1,,,,,,,,,
81.16,0,0,1,1,,,,,,,,,
58.7,0,0,1,1,,,,,,,,,
69.92,0,0,1,1,,,,,,,,,
63.83,0,0,1,1,,,,,,,,,
71.53,0,0,1,1,,,,,,,,,
63.74,0,0,1,1,,,,,,,,,
77.73,0,0,1,1,,,,,,,,,
60.47,0,0,1,1,,,,,,,,,
84.77,0,0,1,1,,,,,,,,,
73.07,0,0,1,1,,,,,,,,,
74.59,0,0,1,1,,,,,,,,,
83,0,0,1,1,,,,,,,,,
68.28,0,0,1,1,,,,,,,,,
73.73,0,0,1,1,,,,,,,,,
70.16,0,0,1,1,,,,,,,,,
72.81,0,0,1,1,,,,,,,,,
72.17,0,0,1,1,,,,,,,,,
53.43,0,0,1,1,,,,,,,,,
64.85,0,0,1,1,,,,,,,,,
52.03,0,0,1,1,,,,,,,,,
70.78,0,0,1,1,,,,,,,,,
66.61,0,0,1,1,,,,,,,,,
70.25,0,0,1,1,,,,,,,,,
58.92,0,0,1,1,,,,,,,,,
83.25,0,0,1,1,,,,,,,,,
86.18,0,0,1,1,,,,,,,,,
74.85,0,0,1,1,,,,,,,,,
69.11,0,0,1,1,,,,,,,,,
71.24,0,0,1,1,,,,,,,,,
72.09,0,0,1,1,,,,,,,,,
83.56,0,0,1,1,,,,,,,,,
62.79,0,0,1,1,,,,,,,,,
69.69,0,0,1,1,,,,,,,,,
69.74,0,0,1,1,,,,,,,,,
69.92,0,0,1,1,,,,,,,,,
63.43,0,0,1,1,,,,,,,,,
59.72,0,0,1,1,,,,,,,,,
70.17,0,0,1,1,,,,,,,,,
56.31,0,0,1,1,,,,,,,,,
72.24,0,0,1,1,,,,,,,,,
72.98,0,0,1,1,,,,,,,,,
73.91,0,0,1,1,,,,,,,,,
71.94,0,0,1,1,,,,,,,,,
64.83,0,0,1,1,,,,,,,,,
68.9,0,0,1,1,,,,,,,,,
67.32,0,0,1,1,,,,,,,,,
62.23,0,0,1,1,,,,,,,,,
73.23,0,0,1,1,,,,,,,,,
41.61,0,0,1,1,,,,,,,,,
69.94,0,0,1,1,,,,,,,,,
36.35,0,0,1,1,,,,,,,,,
60.35,0,0,1,1,,,,,,,,,
61.86,0,0,1,1,,,,,,,,,
71.23,0,0,1,1,,,,,,,,,
69.91,0,0,1,1,,,,,,,,,
47.96,0,0,1,1,,,,,,,,,
74.99,0,0,1,1,,,,,,,,,
74.99,0,0,1,1,,,,,,,,,
40.13,0,0,1,1,,,,,,,,,
67.95,0,0,1,1,,,,,,,,,
69.98,0,0,1,1,,,,,,,,,
60.03,0,0,1,1,,,,,,,,,
74.55,0,0,1,1,,,,,,,,,
64.36,0,0,1,1,,,,,,,,,
65.84,0,0,1,1,,,,,,,,,
57.46,0,0,1,1,,,,,,,,,
56,0,0,1,1,,,,,,,,,
80,0,0,1,1,,,,,,,,,
